offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Connecticut,American Athletic,BYU,FBS Independents,400547641,4005476416,false,1,29,71,3,40,1,54,46,1,13,2,27,5,16,PUNT
BYU,FBS Independents,Connecticut,American Athletic,400547641,4005476417,false,1,77,77,1,13,2,39,39,12,57,3,16,7,17,PUNT
Connecticut,American Athletic,BYU,FBS Independents,400547641,4005476418,false,2,10,90,12,57,2,72,28,10,34,2,23,4,18,PUNT
BYU,FBS Independents,Connecticut,American Athletic,400547641,4005476419,true,2,46,46,10,34,2,0,0,9,13,1,21,5,46,TD
UCF,American Athletic,Penn State,Big Ten,400547642,4005476421,false,1,32,68,15,0,1,80,20,13,27,1,33,3,-3,PUNT
Penn State,Big Ten,UCF,American Athletic,400547642,4005476422,false,1,80,80,13,27,1,46,46,9,58,3,29,6,34,DOWNS
Penn State,Big Ten,UCF,American Athletic,400547642,4005476423,true,1,46,46,9,58,1,0,0,8,20,1,38,4,61,TD
UCF,American Athletic,Penn State,Big Ten,400547642,4005476424,false,1,77,23,8,20,1,99,1,5,4,3,16,6,22,DOWNS
Penn State,Big Ten,UCF,American Athletic,400547642,4005476425,false,1,99,99,5,4,1,63,63,0,22,4,42,7,32,INT
UCF,American Athletic,Penn State,Big Ten,400547642,4005476426,true,1,63,37,0,22,2,81,19,12,26,2,56,7,18,FG
Penn State,Big Ten,UCF,American Athletic,400547642,4005476427,true,2,77,77,12,26,2,5,5,6,20,6,6,15,72,FG
UCF,American Athletic,Penn State,Big Ten,400547642,4005476428,false,2,20,80,6,20,2,79,21,2,10,4,10,6,20,PUNT
Penn State,Big Ten,UCF,American Athletic,400547642,4005476429,false,2,79,79,2,10,2,47,47,0,14,1,56,9,32,DOWNS
East Carolina,American Athletic,North Carolina Central,,400547643,4005476431,false,1,20,80,15,0,1,34,66,13,34,1,26,5,14,PUNT
North Carolina Central,,East Carolina,American Athletic,400547643,4005476432,false,1,55,55,13,34,1,39,39,10,48,2,46,4,16,PUNT
East Carolina,American Athletic,North Carolina Central,,400547643,4005476433,true,1,7,93,10,48,1,31,69,10,15,,33,2,24,FUMBLE TD
East Carolina,American Athletic,North Carolina Central,,400547643,4005476435,true,1,36,64,10,15,1,83,17,7,16,2,59,9,47,FG
North Carolina Central,,East Carolina,American Athletic,400547643,4005476436,false,1,69,69,7,16,1,78,78,4,54,2,22,3,-9,PUNT
East Carolina,American Athletic,North Carolina Central,,400547643,4005476437,true,1,44,56,4,54,1,100,0,3,27,1,27,3,56,TD
North Carolina Central,,East Carolina,American Athletic,400547643,4005476438,false,1,87,87,3,27,2,74,74,14,6,4,21,7,13,PUNT
East Carolina,American Athletic,North Carolina Central,,400547643,4005476439,false,2,46,54,14,6,2,37,63,12,24,1,42,3,-9,PUNT
Houston,American Athletic,UT San Antonio,Conference USA,400547644,4005476441,false,1,65,35,15,0,1,73,27,13,9,1,51,3,4,PUNT
UT San Antonio,Conference USA,Houston,American Athletic,400547644,4005476442,false,1,73,73,13,9,1,16,16,10,51,2,18,5,18,PUNT
Houston,American Athletic,UT San Antonio,Conference USA,400547644,4005476443,false,1,16,84,10,51,1,83,17,10,8,,43,3,4,FUMBLE
Houston,American Athletic,UT San Antonio,Conference USA,400547644,4005476444,false,1,83,17,10,8,1,78,22,10,3,,5,1,-5,FUMBLE
UT San Antonio,Conference USA,Houston,American Athletic,400547644,4005476445,false,1,78,78,10,3,1,40,40,8,30,1,33,3,-2,PUNT
Houston,American Athletic,UT San Antonio,Conference USA,400547644,4005476446,false,1,40,60,8,30,1,3,97,6,54,1,36,4,-37,FUMBLE
UT San Antonio,Conference USA,Houston,American Athletic,400547644,4005476447,true,1,3,3,6,54,1,0,0,6,50,,4,1,3,TD
Houston,American Athletic,UT San Antonio,Conference USA,400547644,4005476448,false,1,70,30,6,50,1,80,20,3,50,3,,10,62,DOWNS
UT San Antonio,Conference USA,Houston,American Athletic,400547644,4005476449,false,1,80,80,3,50,1,34,34,2,19,1,31,3,4,PUNT
Memphis,American Athletic,Austin Peay,,400547645,4005476451,true,1,43,57,15,0,1,100,0,12,11,2,49,9,60,TD
Austin Peay,,Memphis,American Athletic,400547645,4005476452,false,1,75,75,12,11,1,59,59,11,7,1,4,4,16,INT
Memphis,American Athletic,Austin Peay,,400547645,4005476453,true,1,85,15,11,7,1,100,0,9,13,1,54,4,15,TD
Austin Peay,,Memphis,American Athletic,400547645,4005476454,false,1,89,89,9,13,1,85,85,7,4,2,9,3,4,PUNT
Memphis,American Athletic,Austin Peay,,400547645,4005476455,true,1,44,56,7,4,1,100,0,3,43,3,21,9,56,TD
Austin Peay,,Memphis,American Athletic,400547645,4005476456,false,1,81,81,3,43,1,81,81,2,20,1,23,3,0,PUNT
Memphis,American Athletic,Austin Peay,,400547645,4005476457,false,1,55,45,2,20,1,70,30,1,58,,22,2,15,INT
Austin Peay,,Memphis,American Athletic,400547645,4005476458,false,1,98,98,1,58,2,76,76,14,24,2,34,6,22,FUMBLE
Memphis,American Athletic,Austin Peay,,400547645,4005476459,true,2,76,24,14,24,2,100,0,12,45,1,39,5,24,TD
Western Carolina,,South Florida,American Athletic,400547646,4005476461,false,1,92,92,15,0,1,59,59,13,2,1,58,5,33,FUMBLE
South Florida,American Athletic,Western Carolina,,400547646,4005476462,false,1,59,41,13,2,1,64,36,12,2,1,,4,5,DOWNS
Western Carolina,,South Florida,American Athletic,400547646,4005476463,false,1,64,64,12,2,1,64,64,11,56,,6,1,0,INT
South Florida,American Athletic,Western Carolina,,400547646,4005476464,false,1,53,47,11,56,1,56,44,10,18,1,38,3,3,INT
Western Carolina,,South Florida,American Athletic,400547646,4005476465,true,1,58,58,10,18,1,0,0,5,52,4,26,12,58,TD
South Florida,American Athletic,Western Carolina,,400547646,4005476466,true,1,46,54,5,52,1,71,29,2,19,3,33,7,25,FG
Western Carolina,,South Florida,American Athletic,400547646,4005476467,true,1,2,2,2,19,1,0,0,0,0,2,19,9,88,TD
South Florida,American Athletic,Western Carolina,,400547646,4005476468,false,2,37,63,14,55,2,48,52,12,22,2,33,6,11,PUNT
Western Carolina,,South Florida,American Athletic,400547646,4005476469,false,2,90,90,12,22,2,69,69,9,21,3,1,5,21,PUNT
Tulane,American Athletic,Tulsa,American Athletic,400547647,4005476471,false,1,75,75,15,0,1,60,60,13,34,1,26,5,15,PUNT
Tulsa,American Athletic,Tulane,American Athletic,400547647,4005476472,false,1,24,76,13,34,1,83,17,8,44,4,50,13,59,MISSED FG
Tulane,American Athletic,Tulsa,American Athletic,400547647,4005476473,false,1,80,80,8,44,1,58,58,6,7,2,37,6,22,PUNT
Tulsa,American Athletic,Tulane,American Athletic,400547647,4005476474,false,1,28,72,6,7,1,43,57,4,25,1,42,4,15,INT
Tulane,American Athletic,Tulsa,American Athletic,400547647,4005476475,true,1,20,20,4,25,1,0,0,3,36,,49,2,20,TD
Tulsa,American Athletic,Tulane,American Athletic,400547647,4005476476,false,1,30,70,3,36,1,94,6,1,0,2,36,6,64,MISSED FG
Tulane,American Athletic,Tulsa,American Athletic,400547647,4005476477,true,1,80,80,1,0,2,0,0,9,56,6,4,14,80,TD
Tulsa,American Athletic,Tulane,American Athletic,400547647,4005476478,true,2,25,75,9,56,2,100,0,7,6,2,50,7,75,TD
Tulane,American Athletic,Tulsa,American Athletic,400547647,4005476479,true,2,90,90,7,6,2,0,0,6,51,,15,1,90,TD
SMU,American Athletic,Baylor,Big 12,400547648,4005476481,false,1,75,75,15,0,1,42,42,13,22,1,38,3,3,PUNT
Baylor,Big 12,SMU,American Athletic,400547648,4005476482,true,1,42,58,13,22,1,94,6,11,37,1,45,10,52,FG
SMU,American Athletic,Baylor,Big 12,400547648,4005476483,false,1,77,77,11,37,1,30,30,9,30,2,7,6,17,PUNT
Baylor,Big 12,SMU,American Athletic,400547648,4005476484,false,1,30,70,9,30,1,90,10,8,21,1,9,4,17,PUNT
SMU,American Athletic,Baylor,Big 12,400547648,4005476485,false,1,90,90,8,21,1,94,94,6,52,1,29,4,7,FUMBLE
Baylor,Big 12,SMU,American Athletic,400547648,4005476486,true,1,94,6,6,52,1,100,0,6,23,,29,2,6,TD
SMU,American Athletic,Baylor,Big 12,400547648,4005476487,false,1,83,83,6,23,1,96,96,3,51,2,32,3,-14,PUNT
Baylor,Big 12,SMU,American Athletic,400547648,4005476488,true,1,96,4,3,51,1,100,0,2,40,1,11,3,4,TD
SMU,American Athletic,Baylor,Big 12,400547648,4005476489,false,1,33,33,2,40,1,36,36,1,19,1,21,4,-3,DOWNS
Connecticut,American Athletic,Stony Brook,,400547649,4005476491,true,1,35,65,15,0,1,75,25,12,44,2,16,5,40,FG
Stony Brook,,Connecticut,American Athletic,400547649,4005476492,false,1,71,71,12,44,1,51,51,9,21,3,23,5,20,PUNT
Connecticut,American Athletic,Stony Brook,,400547649,4005476493,true,1,1,99,9,21,1,0,100,7,54,1,27,3,-1,FUMBLE RETURN TD
Connecticut,American Athletic,Stony Brook,,400547649,4005476495,false,1,16,84,7,54,1,22,78,7,9,,45,3,6,PUNT
Stony Brook,,Connecticut,American Athletic,400547649,4005476496,false,1,68,68,7,9,1,59,59,5,1,2,8,3,9,PUNT
Connecticut,American Athletic,Stony Brook,,400547649,4005476497,false,1,25,75,5,1,1,20,80,4,16,,45,2,-5,FUMBLE
Stony Brook,,Connecticut,American Athletic,400547649,4005476498,true,1,20,20,4,16,1,16,16,2,14,2,2,4,4,FG
Connecticut,American Athletic,Stony Brook,,400547649,4005476499,true,1,35,65,2,14,2,90,10,11,45,5,29,11,55,FG
South Carolina,SEC,East Carolina,American Athletic,400547650,4005476501,false,1,38,62,15,0,1,44,56,12,30,2,30,3,6,PUNT
East Carolina,American Athletic,South Carolina,SEC,400547650,4005476502,true,1,97,97,12,30,1,8,8,9,20,3,10,11,89,FG
South Carolina,SEC,East Carolina,American Athletic,400547650,4005476503,false,1,22,78,9,20,1,22,78,9,3,,17,2,0,INT
East Carolina,American Athletic,South Carolina,SEC,400547650,4005476504,true,1,43,43,9,3,1,18,18,6,35,2,28,7,25,FG
South Carolina,SEC,East Carolina,American Athletic,400547650,4005476505,true,1,18,82,6,35,1,100,0,1,56,4,39,10,82,TD
East Carolina,American Athletic,South Carolina,SEC,400547650,4005476506,true,1,81,81,1,56,2,0,0,13,35,3,21,9,81,TD
South Carolina,SEC,East Carolina,American Athletic,400547650,4005476507,true,2,25,75,13,35,2,79,21,9,55,3,40,11,54,FG
East Carolina,American Athletic,South Carolina,SEC,400547650,4005476508,false,2,75,75,9,55,2,71,71,8,24,1,31,3,4,PUNT
South Carolina,SEC,East Carolina,American Athletic,400547650,4005476509,true,2,24,76,8,24,2,100,0,4,49,3,35,8,76,TD
Houston,American Athletic,Grambling,,400547651,4005476511,true,1,20,80,15,0,1,100,0,14,22,,38,2,80,TD
Grambling,,Houston,American Athletic,400547651,4005476512,false,1,80,80,14,22,1,51,51,11,52,2,30,8,29,PUNT
Houston,American Athletic,Grambling,,400547651,4005476513,false,1,11,89,11,52,1,53,47,8,29,3,23,9,42,PUNT
Grambling,,Houston,American Athletic,400547651,4005476514,false,1,83,83,8,29,1,64,64,5,11,3,18,7,19,INT
Houston,American Athletic,Grambling,,400547651,4005476515,true,1,55,45,5,11,1,75,25,3,4,2,7,6,20,FG
Grambling,,Houston,American Athletic,400547651,4005476516,false,1,75,75,3,4,1,80,80,0,30,2,34,6,-5,PUNT
Houston,American Athletic,Grambling,,400547651,4005476517,true,1,39,61,0,30,2,79,21,12,6,3,24,10,40,FG
Grambling,,Houston,American Athletic,400547651,4005476518,false,2,88,88,12,6,2,82,82,10,46,1,20,3,6,PUNT
Houston,American Athletic,Grambling,,400547651,4005476519,true,2,27,73,10,46,2,100,0,9,41,1,5,3,73,TD
Memphis,American Athletic,UCLA,Pac-12,400547652,4005476521,false,1,78,78,15,0,1,24,24,13,22,1,38,3,9,PUNT
UCLA,Pac-12,Memphis,American Athletic,400547652,4005476522,false,1,24,76,13,22,1,90,10,9,4,4,18,11,37,PUNT
Memphis,American Athletic,UCLA,Pac-12,400547652,4005476523,false,1,90,90,9,4,1,29,29,7,51,1,13,4,25,PUNT
UCLA,Pac-12,Memphis,American Athletic,400547652,4005476524,true,1,29,71,7,51,1,100,0,4,17,3,34,11,71,TD
Memphis,American Athletic,UCLA,Pac-12,400547652,4005476525,true,1,75,75,4,17,1,0,0,0,25,3,52,10,75,TD
UCLA,Pac-12,Memphis,American Athletic,400547652,4005476526,true,1,38,62,0,25,1,100,0,0,9,,16,1,62,TD
Memphis,American Athletic,UCLA,Pac-12,400547652,4005476527,true,1,75,75,0,9,2,0,0,10,39,4,30,13,75,TD
UCLA,Pac-12,Memphis,American Athletic,400547652,4005476528,true,2,25,75,10,39,2,100,0,9,46,,53,4,75,TD
Memphis,American Athletic,UCLA,Pac-12,400547652,4005476529,false,2,88,88,9,46,2,18,18,7,28,2,18,6,31,PUNT
SMU,American Athletic,North Texas,Conference USA,400547653,4005476531,false,1,35,35,15,0,1,42,42,12,45,2,15,6,50,DOWNS
North Texas,Conference USA,SMU,American Athletic,400547653,4005476532,true,1,42,58,12,45,1,73,27,8,34,4,11,9,31,FG
SMU,American Athletic,North Texas,Conference USA,400547653,4005476533,false,1,75,75,8,34,1,72,72,6,15,2,19,3,3,PUNT
North Texas,Conference USA,SMU,American Athletic,400547653,4005476534,false,1,37,63,6,15,1,65,35,3,16,2,59,7,28,PUNT
SMU,American Athletic,North Texas,Conference USA,400547653,4005476535,false,1,92,92,3,16,1,62,62,0,30,2,46,7,30,PUNT
North Texas,Conference USA,SMU,American Athletic,400547653,4005476536,false,1,25,75,0,30,2,13,87,13,28,2,2,3,-12,PUNT
SMU,American Athletic,North Texas,Conference USA,400547653,4005476537,false,2,61,61,13,28,2,65,65,12,17,1,11,3,-4,INT
North Texas,Conference USA,SMU,American Athletic,400547653,4005476538,true,2,86,14,12,17,2,100,0,9,51,2,26,5,14,TD
SMU,American Athletic,North Texas,Conference USA,400547653,4005476539,false,2,35,35,9,51,2,84,84,8,40,1,11,3,7,PUNT
South Florida,American Athletic,Maryland,Big Ten,400547654,4005476541,false,1,25,75,15,0,1,41,59,13,0,2,,4,16,PUNT
Maryland,Big Ten,South Florida,American Athletic,400547654,4005476542,false,1,80,80,13,0,1,58,58,11,35,1,25,5,22,INT
South Florida,American Athletic,Maryland,Big Ten,400547654,4005476543,false,1,20,80,11,35,1,8,92,10,13,1,22,3,-12,PUNT
Maryland,Big Ten,South Florida,American Athletic,400547654,4005476544,false,1,41,41,10,13,1,36,36,9,30,,43,2,5,FUMBLE
South Florida,American Athletic,Maryland,Big Ten,400547654,4005476545,false,1,29,71,9,30,1,29,71,7,49,1,41,3,-7,PUNT
Maryland,Big Ten,South Florida,American Athletic,400547654,4005476546,true,1,32,32,7,49,1,0,0,6,56,,53,3,32,TD
South Florida,American Athletic,Maryland,Big Ten,400547654,4005476547,false,1,20,80,6,56,1,45,55,4,17,2,39,6,25,PUNT
Maryland,Big Ten,South Florida,American Athletic,400547654,4005476548,true,1,80,80,4,17,1,79,79,4,4,,13,2,1,FUMBLE RETURN TD
Temple,American Athletic,Navy,FBS Independents,400547655,4005476551,false,1,14,86,15,0,1,43,57,13,21,1,39,6,29,PUNT
Navy,FBS Independents,Temple,American Athletic,400547655,4005476552,true,1,93,93,13,21,1,100,100,13,14,,7,1,-7,FUMBLE TD
Navy,FBS Independents,Temple,American Athletic,400547655,4005476554,true,1,80,80,13,7,1,11,11,8,18,4,49,9,69,FG
Temple,American Athletic,Navy,FBS Independents,400547655,4005476555,false,1,25,75,8,18,1,39,61,6,6,2,12,5,14,PUNT
Navy,FBS Independents,Temple,American Athletic,400547655,4005476556,true,1,74,74,6,6,1,0,0,4,5,2,1,5,74,TD
Temple,American Athletic,Navy,FBS Independents,400547655,4005476557,false,1,25,75,4,5,1,63,37,0,56,3,9,9,38,INT
Navy,FBS Independents,Temple,American Athletic,400547655,4005476558,true,1,80,80,0,56,2,0,0,13,41,2,7,6,80,TD
Temple,American Athletic,Navy,FBS Independents,400547655,4005476559,false,2,10,90,13,41,2,45,55,9,53,3,48,9,35,PUNT
Georgia Tech,ACC,Tulane,American Athletic,400547656,4005476561,false,1,75,75,15,0,1,92,92,14,52,,8,1,-7,FUMBLE
Tulane,American Athletic,Georgia Tech,ACC,400547656,4005476562,true,1,92,8,14,52,1,100,0,13,32,1,20,3,8,TD
Georgia Tech,ACC,Tulane,American Athletic,400547656,4005476563,true,1,75,75,13,32,1,0,0,7,29,6,3,10,75,TD
Tulane,American Athletic,Georgia Tech,ACC,400547656,4005476564,true,1,25,75,7,29,1,100,0,2,27,5,2,8,75,TD
Georgia Tech,ACC,Tulane,American Athletic,400547656,4005476565,false,1,82,82,2,27,1,88,88,2,18,,9,1,-6,FUMBLE
Tulane,American Athletic,Georgia Tech,ACC,400547656,4005476566,false,1,88,12,2,18,1,80,20,0,47,1,31,4,3,MISSED FG
Georgia Tech,ACC,Tulane,American Athletic,400547656,4005476567,false,1,80,80,0,47,2,10,10,11,48,3,59,9,35,PUNT
Tulane,American Athletic,Georgia Tech,ACC,400547656,4005476568,true,2,10,90,11,48,2,0,100,11,10,,38,1,-5,INT TD
Tulane,American Athletic,Georgia Tech,ACC,400547656,4005476569,true,2,25,75,11,10,2,100,0,9,38,1,32,4,75,TD
Oklahoma,Big 12,Tulsa,American Athletic,400547657,4005476571,true,1,81,81,15,0,1,0,0,14,3,,57,3,81,TD
Tulsa,American Athletic,Oklahoma,Big 12,400547657,4005476572,false,1,25,75,14,3,1,57,43,12,17,1,46,3,-11,PUNT
Oklahoma,Big 12,Tulsa,American Athletic,400547657,4005476573,false,1,57,57,12,17,1,20,20,10,57,1,20,4,17,PUNT
Tulsa,American Athletic,Oklahoma,Big 12,400547657,4005476574,false,1,20,80,10,57,1,72,28,8,59,1,58,3,8,PUNT
Oklahoma,Big 12,Tulsa,American Athletic,400547657,4005476575,true,1,72,72,8,59,1,0,0,6,35,2,24,7,72,TD
Tulsa,American Athletic,Oklahoma,Big 12,400547657,4005476576,false,1,24,76,6,35,1,81,19,5,23,1,12,4,14,PUNT
Oklahoma,Big 12,Tulsa,American Athletic,400547657,4005476577,true,1,81,81,5,23,1,0,0,1,58,3,25,12,81,TD
Tulsa,American Athletic,Oklahoma,Big 12,400547657,4005476578,false,1,21,79,1,58,2,46,54,14,22,2,36,6,15,INT
Oklahoma,Big 12,Tulsa,American Athletic,400547657,4005476579,true,2,46,46,14,22,2,21,21,12,4,2,18,6,25,FG
Houston,American Athletic,BYU,FBS Independents,400547658,4005476581,false,1,80,80,15,0,1,17,17,14,6,,54,3,5,PUNT
BYU,FBS Independents,Houston,American Athletic,400547658,4005476582,false,1,17,83,14,6,1,96,4,11,14,2,52,9,46,PUNT
Houston,American Athletic,BYU,FBS Independents,400547658,4005476583,true,1,96,96,11,14,1,100,100,10,37,,37,2,-4,SF
BYU,FBS Independents,Houston,American Athletic,400547658,4005476584,true,1,36,64,10,37,1,100,0,9,12,1,25,5,64,TD
Houston,American Athletic,BYU,FBS Independents,400547658,4005476585,false,1,82,82,9,12,1,30,30,6,7,3,5,5,18,PUNT
BYU,FBS Independents,Houston,American Athletic,400547658,4005476586,true,1,30,70,6,7,1,100,0,3,24,2,43,8,70,TD
Houston,American Athletic,BYU,FBS Independents,400547658,4005476587,false,1,87,87,3,24,2,13,13,14,11,4,13,12,66,MISSED FG
BYU,FBS Independents,Houston,American Athletic,400547658,4005476588,true,2,13,87,14,11,2,100,0,8,57,5,14,16,87,TD
Houston,American Athletic,BYU,FBS Independents,400547658,4005476589,true,2,65,65,8,57,2,11,11,3,12,5,45,17,82,FG
Cincinnati,American Athletic,Toledo,Mid-American,400547659,4005476591,true,1,31,69,15,0,1,100,0,14,14,,46,3,69,TD
Toledo,Mid-American,Cincinnati,American Athletic,400547659,4005476592,false,1,61,61,14,14,1,19,19,11,43,2,31,6,22,PUNT
Cincinnati,American Athletic,Toledo,Mid-American,400547659,4005476593,true,1,19,81,11,43,1,100,0,8,45,2,58,8,81,TD
Toledo,Mid-American,Cincinnati,American Athletic,400547659,4005476594,false,1,80,80,8,45,1,20,20,3,44,5,1,11,69,MISSED FG
Cincinnati,American Athletic,Toledo,Mid-American,400547659,4005476595,true,1,20,80,3,44,1,100,0,0,37,3,7,8,80,TD
Cincinnati,American Athletic,Toledo,Mid-American,400547659,4005476596,true,1,86,14,0,37,2,100,0,14,56,,41,2,14,TD
Toledo,Mid-American,Cincinnati,American Athletic,400547659,4005476597,false,2,75,75,14,56,2,33,33,11,5,3,51,10,42,DOWNS
Cincinnati,American Athletic,Toledo,Mid-American,400547659,4005476598,true,2,33,67,11,5,2,100,0,10,14,,51,3,67,TD
Toledo,Mid-American,Cincinnati,American Athletic,400547659,4005476599,true,2,85,85,10,14,2,0,0,6,55,3,19,9,85,TD
UCF,American Athletic,Missouri,SEC,400547660,4005476601,false,1,79,79,15,0,1,60,60,12,57,2,3,3,-5,PUNT
Missouri,SEC,UCF,American Athletic,400547660,4005476602,true,1,60,40,12,57,1,100,0,10,11,2,46,7,40,TD
UCF,American Athletic,Missouri,SEC,400547660,4005476603,true,1,75,75,10,11,1,2,2,3,30,6,41,13,73,FG
Missouri,SEC,UCF,American Athletic,400547660,4005476604,false,1,34,66,3,30,1,31,69,2,40,,50,2,-2,INT
UCF,American Athletic,Missouri,SEC,400547660,4005476605,true,1,31,31,2,40,2,0,0,12,17,5,23,10,31,TD
Missouri,SEC,UCF,American Athletic,400547660,4005476606,true,2,25,75,12,17,2,100,0,6,12,6,5,14,75,TD
UCF,American Athletic,Missouri,SEC,400547660,4005476607,false,2,66,66,6,12,2,30,30,0,48,5,24,11,36,MISSED FG
Missouri,SEC,UCF,American Athletic,400547660,4005476608,false,2,30,70,0,48,2,21,79,0,0,,48,1,-9,END OF HALF
Missouri,SEC,UCF,American Athletic,400547660,4005476609,false,3,25,75,15,0,3,83,17,13,50,1,10,4,14,PUNT
Connecticut,American Athletic,Boise State,Mountain West,400547661,4005476611,true,1,25,75,15,0,1,0,100,12,24,2,36,5,6,FUMBLE TD
Connecticut,American Athletic,Boise State,Mountain West,400547661,4005476612,true,1,18,82,12,24,1,78,22,6,46,5,38,12,60,FG
Boise State,Mountain West,Connecticut,American Athletic,400547661,4005476613,false,1,65,65,6,46,1,30,30,5,51,,55,3,2,PUNT
Connecticut,American Athletic,Boise State,Mountain West,400547661,4005476614,false,1,30,70,5,51,1,54,46,3,46,2,5,3,-5,PUNT
Boise State,Mountain West,Connecticut,American Athletic,400547661,4005476615,false,1,54,54,3,46,1,20,20,3,4,,42,3,7,PUNT
Connecticut,American Athletic,Boise State,Mountain West,400547661,4005476616,false,1,20,80,3,4,1,84,16,0,41,2,23,3,4,PUNT
Boise State,Mountain West,Connecticut,American Athletic,400547661,4005476617,false,1,84,84,0,41,2,17,17,12,40,3,1,6,17,PUNT
Connecticut,American Athletic,Boise State,Mountain West,400547661,4005476618,true,2,17,83,12,40,2,100,0,9,54,2,46,6,83,TD
Boise State,Mountain West,Connecticut,American Athletic,400547661,4005476619,false,2,79,79,9,54,2,26,26,8,29,1,25,3,0,PUNT
East Carolina,American Athletic,Virginia Tech,ACC,400547662,4005476621,true,1,75,75,15,0,1,0,0,12,17,2,43,7,75,TD
Virginia Tech,ACC,East Carolina,American Athletic,400547662,4005476622,false,1,25,75,12,17,1,70,30,11,28,,49,3,5,PUNT
East Carolina,American Athletic,Virginia Tech,ACC,400547662,4005476623,true,1,70,70,11,28,1,0,0,10,32,,56,5,70,TD
Virginia Tech,ACC,East Carolina,American Athletic,400547662,4005476624,false,1,25,75,10,32,1,71,29,8,28,2,4,3,1,PUNT
East Carolina,American Athletic,Virginia Tech,ACC,400547662,4005476625,false,1,71,71,8,28,1,13,13,5,53,2,35,5,12,PUNT
Virginia Tech,ACC,East Carolina,American Athletic,400547662,4005476626,false,1,13,87,5,53,1,58,42,4,24,1,29,3,0,PUNT
East Carolina,American Athletic,Virginia Tech,ACC,400547662,4005476627,true,1,58,58,4,24,1,0,0,2,44,1,40,8,58,TD
Virginia Tech,ACC,East Carolina,American Athletic,400547662,4005476628,false,1,25,75,2,44,2,86,14,14,47,2,57,5,8,PUNT
East Carolina,American Athletic,Virginia Tech,ACC,400547662,4005476629,false,2,86,86,14,47,2,21,21,13,31,1,16,5,11,PUNT
South Florida,American Athletic,NC State,ACC,400547663,4005476631,false,1,25,75,15,0,1,88,12,12,10,2,50,5,17,PUNT
NC State,ACC,South Florida,American Athletic,400547663,4005476632,true,1,88,88,12,10,1,0,0,9,20,2,50,7,88,TD
South Florida,American Athletic,NC State,ACC,400547663,4005476633,true,1,25,75,9,20,1,100,0,9,10,,10,1,75,TD
NC State,ACC,South Florida,American Athletic,400547663,4005476634,false,1,74,74,9,10,1,14,14,7,41,1,29,3,1,PUNT
South Florida,American Athletic,NC State,ACC,400547663,4005476635,false,1,14,86,7,41,1,79,21,6,23,1,18,3,8,FUMBLE
NC State,ACC,South Florida,American Athletic,400547663,4005476636,true,1,79,79,6,23,1,0,0,1,32,4,51,12,79,TD
South Florida,American Athletic,NC State,ACC,400547663,4005476637,false,1,25,75,1,32,1,19,81,0,42,,50,2,-6,FUMBLE
NC State,ACC,South Florida,American Athletic,400547663,4005476638,true,1,19,19,0,42,2,0,0,14,16,1,26,4,19,TD
South Florida,American Athletic,NC State,ACC,400547663,4005476639,false,2,27,73,14,16,2,53,47,13,7,1,9,3,-9,PUNT
