offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
UT Martin,,Missouri,SEC,401012255,4010122553,false,1,75,75,10,58,1,74,74,7,57,3,1,3,1,PUNT
Missouri,SEC,UT Martin,,401012255,4010122554,true,1,56,44,7,57,1,100,0,7,22,,35,3,44,TD
UT Martin,,Missouri,SEC,401012255,4010122555,false,1,75,75,7,22,1,60,60,4,30,2,52,6,15,PUNT
Missouri,SEC,UT Martin,,401012255,4010122556,true,1,45,55,4,30,2,100,0,14,57,4,33,13,55,TD
UT Martin,,Missouri,SEC,401012255,4010122557,false,2,82,82,14,57,2,68,68,14,12,,45,2,14,FUMBLE
Missouri,SEC,UT Martin,,401012255,4010122558,true,2,68,32,14,12,2,100,0,12,55,1,17,3,32,TD
UT Martin,,Missouri,SEC,401012255,4010122559,true,2,75,75,12,55,2,0,0,9,34,3,21,9,75,TD
South Carolina,SEC,Coastal Carolina,Sun Belt,401012256,4010122561,true,1,20,80,15,0,1,100,0,12,2,2,58,8,80,TD
Coastal Carolina,Sun Belt,South Carolina,SEC,401012256,4010122562,false,1,75,75,12,2,1,70,70,9,40,2,22,4,5,PUNT
South Carolina,SEC,Coastal Carolina,Sun Belt,401012256,4010122563,true,1,31,69,9,40,1,100,0,5,2,4,38,10,69,TD
Coastal Carolina,Sun Belt,South Carolina,SEC,401012256,4010122564,true,1,75,75,5,2,2,22,22,12,1,8,1,15,53,FG
South Carolina,SEC,Coastal Carolina,Sun Belt,401012256,4010122565,true,2,28,72,12,1,2,100,0,6,3,5,58,14,72,TD
Coastal Carolina,Sun Belt,South Carolina,SEC,401012256,4010122566,false,2,75,75,6,3,2,38,38,3,15,2,48,5,37,PUNT
South Carolina,SEC,Coastal Carolina,Sun Belt,401012256,4010122567,false,2,20,80,3,15,2,15,85,1,48,1,27,3,-5,PUNT
Coastal Carolina,Sun Belt,South Carolina,SEC,401012256,4010122568,false,2,61,61,1,48,2,60,60,0,59,,49,3,1,PUNT
South Carolina,SEC,Coastal Carolina,Sun Belt,401012256,4010122569,true,2,24,76,0,59,2,100,0,0,14,,45,5,76,TD
Tennessee,SEC,West Virginia,Big 12,401012257,4010122571,false,1,25,75,15,0,1,10,90,13,25,1,35,3,-15,PUNT
West Virginia,Big 12,Tennessee,SEC,401012257,4010122572,true,1,48,48,13,25,1,9,9,10,54,2,31,7,39,FG
Tennessee,SEC,West Virginia,Big 12,401012257,4010122573,false,1,18,82,10,54,1,54,46,5,50,5,4,9,36,PUNT
West Virginia,Big 12,Tennessee,SEC,401012257,4010122574,true,1,85,85,5,50,1,0,0,3,32,2,18,5,85,TD
Tennessee,SEC,West Virginia,Big 12,401012257,4010122575,false,1,25,75,3,32,1,18,82,1,14,2,18,3,-7,PUNT
West Virginia,Big 12,Tennessee,SEC,401012257,4010122576,false,1,61,61,1,14,1,56,56,0,0,1,14,3,5,PUNT
Tennessee,SEC,West Virginia,Big 12,401012257,4010122577,true,2,22,78,15,0,2,100,0,6,13,8,47,17,78,TD
West Virginia,Big 12,Tennessee,SEC,401012257,4010122578,false,2,75,75,6,13,2,76,76,5,8,1,5,3,-1,PUNT
Tennessee,SEC,West Virginia,Big 12,401012257,4010122579,false,2,29,71,5,8,2,59,41,0,0,5,8,5,30,PUNT
Northwestern State,,Texas A&M,SEC,401012258,4010122581,false,1,70,70,15,0,1,61,61,13,5,1,55,3,9,PUNT
Texas A&M,SEC,Northwestern State,,401012258,4010122582,true,1,7,93,13,5,1,100,0,11,41,1,24,3,93,TD
Northwestern State,,Texas A&M,SEC,401012258,4010122583,false,1,69,69,11,41,1,60,60,10,11,1,30,3,9,PUNT
Texas A&M,SEC,Northwestern State,,401012258,4010122584,false,1,17,83,10,11,1,36,64,8,9,2,2,4,19,FUMBLE
Northwestern State,,Texas A&M,SEC,401012258,4010122585,false,1,81,81,8,9,1,74,74,6,51,1,18,4,7,FUMBLE
Texas A&M,SEC,Northwestern State,,401012258,4010122586,false,1,33,67,6,51,1,40,60,3,45,3,6,5,7,PUNT
Northwestern State,,Texas A&M,SEC,401012258,4010122587,false,1,80,80,3,45,1,87,87,2,33,1,12,3,-7,PUNT
Texas A&M,SEC,Northwestern State,,401012258,4010122588,true,1,41,59,2,33,2,100,0,14,56,2,37,7,59,TD
Northwestern State,,Texas A&M,SEC,401012258,4010122589,false,2,75,75,14,56,2,61,61,12,9,2,47,6,14,PUNT
Vanderbilt,SEC,Middle Tennessee,Conference USA,401012259,4010122591,true,1,42,58,15,0,1,100,0,12,21,2,39,5,58,TD
Middle Tennessee,Conference USA,Vanderbilt,SEC,401012259,4010122592,false,1,75,75,12,21,1,52,52,10,33,1,48,5,23,DOWNS
Vanderbilt,SEC,Middle Tennessee,Conference USA,401012259,4010122593,false,1,52,48,10,33,1,59,41,8,57,1,36,3,7,PUNT
Middle Tennessee,Conference USA,Vanderbilt,SEC,401012259,4010122594,true,1,93,93,8,57,1,0,0,1,59,6,58,15,93,TD
Vanderbilt,SEC,Middle Tennessee,Conference USA,401012259,4010122595,false,1,28,72,1,59,2,54,46,14,8,2,51,6,26,PUNT
Middle Tennessee,Conference USA,Vanderbilt,SEC,401012259,4010122596,true,2,86,86,14,8,2,97,97,14,1,,7,1,-11,FUMBLE TD
Middle Tennessee,Conference USA,Vanderbilt,SEC,401012259,4010122598,false,2,75,75,14,1,2,41,41,8,26,5,35,10,34,PUNT
Vanderbilt,SEC,Middle Tennessee,Conference USA,401012259,4010122599,false,2,8,92,8,26,2,25,75,4,42,3,44,6,17,PUNT
Alabama,SEC,Arkansas State,Sun Belt,401012260,4010122601,true,1,25,75,15,0,1,100,0,13,19,1,41,5,75,TD
Arkansas State,Sun Belt,Alabama,SEC,401012260,4010122602,false,1,75,75,13,19,1,71,71,11,42,1,37,3,4,PUNT
Alabama,SEC,Arkansas State,Sun Belt,401012260,4010122603,true,1,69,31,11,42,1,100,0,11,30,,12,2,31,TD
Arkansas State,Sun Belt,Alabama,SEC,401012260,4010122604,false,1,78,78,11,30,1,42,42,8,54,2,36,7,36,PUNT
Alabama,SEC,Arkansas State,Sun Belt,401012260,4010122605,false,1,11,89,8,54,1,36,64,6,53,2,1,4,25,PUNT
Arkansas State,Sun Belt,Alabama,SEC,401012260,4010122606,false,1,68,68,6,53,1,75,75,5,44,1,9,3,-7,PUNT
Alabama,SEC,Arkansas State,Sun Belt,401012260,4010122607,true,1,30,70,5,44,1,100,0,3,0,2,44,7,70,TD
Arkansas State,Sun Belt,Alabama,SEC,401012260,4010122608,false,1,76,76,3,0,1,50,50,1,28,1,32,5,26,PUNT
Alabama,SEC,Arkansas State,Sun Belt,401012260,4010122609,false,1,16,84,1,28,2,96,4,13,37,2,51,7,80,FUMBLE
Arkansas,SEC,Colorado State,Mountain West,401012261,4010122611,false,1,75,75,15,0,1,77,77,13,57,1,3,3,-2,INT
Colorado State,Mountain West,Arkansas,SEC,401012261,4010122612,true,1,57,43,13,57,1,63,37,12,26,1,31,4,6,FG
Arkansas,SEC,Colorado State,Mountain West,401012261,4010122613,false,1,75,75,12,26,1,57,57,11,19,1,7,4,18,PUNT
Colorado State,Mountain West,Arkansas,SEC,401012261,4010122614,false,1,17,83,11,19,1,30,70,8,8,3,11,6,13,PUNT
Arkansas,SEC,Colorado State,Mountain West,401012261,4010122615,true,1,73,73,8,8,1,0,0,1,56,6,12,14,73,TD
Colorado State,Mountain West,Arkansas,SEC,401012261,4010122616,false,1,26,74,1,56,1,41,59,0,46,1,10,3,15,INT
Arkansas,SEC,Colorado State,Mountain West,401012261,4010122617,false,1,73,73,0,46,2,65,65,14,2,1,44,5,8,PUNT
Colorado State,Mountain West,Arkansas,SEC,401012261,4010122618,false,2,32,68,14,2,2,32,68,13,41,,21,3,0,PUNT
Arkansas,SEC,Colorado State,Mountain West,401012261,4010122619,true,2,80,80,13,41,2,10,10,9,37,4,4,10,70,FG
Auburn,SEC,Alabama State,,401012262,4010122621,false,1,28,72,15,0,1,34,66,13,42,1,18,3,6,PUNT
Alabama State,,Auburn,SEC,401012262,4010122622,false,1,74,74,13,42,1,84,84,12,29,1,13,3,-10,PUNT
Auburn,SEC,Alabama State,,401012262,4010122623,false,1,54,46,12,29,1,81,19,11,43,,46,4,27,FUMBLE
Alabama State,,Auburn,SEC,401012262,4010122624,false,1,81,81,11,43,1,26,26,9,37,2,6,5,55,MISSED FG
Auburn,SEC,Alabama State,,401012262,4010122625,true,1,26,74,9,37,1,100,0,6,9,3,28,10,74,TD
Alabama State,,Auburn,SEC,401012262,4010122626,false,1,75,75,6,9,1,60,60,3,30,2,39,6,15,PUNT
Auburn,SEC,Alabama State,,401012262,4010122627,true,1,19,81,3,30,1,100,0,1,7,2,23,5,81,TD
Alabama State,,Auburn,SEC,401012262,4010122628,true,1,75,75,1,7,1,75,75,1,0,,7,1,0,INT TD
Florida,SEC,Kentucky,SEC,401012263,4010122631,false,1,25,75,15,0,1,66,34,9,40,5,20,11,41,PUNT
Kentucky,SEC,Florida,SEC,401012263,4010122632,true,1,91,91,9,40,1,0,0,5,3,4,37,9,91,TD
Florida,SEC,Kentucky,SEC,401012263,4010122633,true,1,19,81,5,3,2,88,12,14,3,6,,11,69,FG
Kentucky,SEC,Florida,SEC,401012263,4010122634,false,2,75,75,14,3,2,55,55,10,35,3,28,6,20,PUNT
Florida,SEC,Kentucky,SEC,401012263,4010122635,true,2,37,63,10,35,2,100,0,8,24,2,11,4,63,TD
Kentucky,SEC,Florida,SEC,401012263,4010122636,false,2,83,83,8,24,2,33,33,5,15,3,9,7,50,FUMBLE
Florida,SEC,Kentucky,SEC,401012263,4010122637,false,2,33,67,5,15,2,51,49,3,17,1,58,3,18,PUNT
Kentucky,SEC,Florida,SEC,401012263,4010122638,false,2,80,80,3,17,2,22,22,0,32,2,45,5,58,INT
Florida,SEC,Kentucky,SEC,401012263,4010122639,false,2,2,98,0,32,2,2,98,0,0,,32,1,0,END OF HALF
LSU,SEC,Southeastern Louisiana,,401012264,4010122641,false,1,25,75,15,0,1,32,68,13,6,1,54,3,7,PUNT
Southeastern Louisiana,,LSU,SEC,401012264,4010122642,false,1,81,81,13,6,1,66,66,8,52,4,14,8,15,FUMBLE
LSU,SEC,Southeastern Louisiana,,401012264,4010122643,true,1,66,34,8,52,1,100,0,7,15,1,37,5,34,TD
Southeastern Louisiana,,LSU,SEC,401012264,4010122644,false,1,75,75,7,15,1,78,78,5,54,1,21,3,-3,PUNT
LSU,SEC,Southeastern Louisiana,,401012264,4010122645,true,1,54,46,5,54,1,100,0,3,20,2,34,7,46,TD
Southeastern Louisiana,,LSU,SEC,401012264,4010122646,false,1,75,75,3,20,1,86,86,1,20,2,,3,-11,PUNT
LSU,SEC,Southeastern Louisiana,,401012264,4010122647,true,1,40,60,1,20,2,68,32,11,21,4,59,8,28,FG
Southeastern Louisiana,,LSU,SEC,401012264,4010122648,false,2,75,75,11,21,2,59,59,9,45,1,36,5,16,PUNT
LSU,SEC,Southeastern Louisiana,,401012264,4010122649,false,2,30,70,9,45,2,23,77,8,33,1,12,3,-7,PUNT
Ole Miss,SEC,Southern Illinois,,401012265,4010122651,false,1,18,82,15,0,1,18,82,13,54,1,6,3,0,PUNT
Southern Illinois,,Ole Miss,SEC,401012265,4010122652,true,1,56,56,13,54,1,0,0,13,4,,50,5,56,TD
Ole Miss,SEC,Southern Illinois,,401012265,4010122653,true,1,35,65,13,4,1,100,0,9,57,3,7,11,65,TD
Southern Illinois,,Ole Miss,SEC,401012265,4010122654,true,1,75,75,9,57,1,0,0,6,26,3,31,6,75,TD
Ole Miss,SEC,Southern Illinois,,401012265,4010122655,true,1,19,81,6,26,1,100,0,5,31,,55,3,81,TD
Southern Illinois,,Ole Miss,SEC,401012265,4010122656,true,1,75,75,5,31,1,0,0,0,56,4,35,10,75,TD
Ole Miss,SEC,Southern Illinois,,401012265,4010122657,true,1,13,87,0,56,2,100,0,14,46,1,4,4,87,TD
Southern Illinois,,Ole Miss,SEC,401012265,4010122658,true,2,75,75,14,46,2,5,5,8,12,6,34,14,70,FG
Ole Miss,SEC,Southern Illinois,,401012265,4010122659,true,2,25,75,8,12,2,100,0,6,40,1,32,5,75,TD
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122661,false,1,79,79,15,0,1,74,74,13,38,1,22,3,5,PUNT
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122662,false,1,40,60,13,38,1,47,53,12,39,,59,3,7,PUNT
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122663,true,1,83,83,12,39,1,13,13,9,7,3,32,10,70,FG
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122664,true,1,37,63,9,7,1,91,9,3,53,5,14,11,54,FG
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122665,true,1,55,55,3,53,2,0,0,14,20,4,33,9,55,TD
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122666,false,2,25,75,14,20,2,55,45,10,7,4,13,7,30,PUNT
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122667,false,2,80,80,10,7,2,38,38,8,7,2,,7,42,DOWNS
Kansas State,Big 12,Mississippi State,SEC,401012266,4010122668,false,2,38,62,8,7,2,60,40,4,48,3,19,7,22,INT
Mississippi State,SEC,Kansas State,Big 12,401012266,4010122669,true,2,65,65,4,48,2,0,0,3,33,1,15,3,65,TD
Wyoming,Mountain West,Missouri,SEC,401012267,4010122671,false,1,75,75,15,0,1,55,55,13,50,1,10,3,20,FUMBLE
Missouri,SEC,Wyoming,Mountain West,401012267,4010122672,false,1,55,45,13,50,1,71,29,12,1,1,49,6,16,MISSED FG
Wyoming,Mountain West,Missouri,SEC,401012267,4010122673,false,1,71,71,12,1,1,72,72,11,11,,50,3,-1,PUNT
Missouri,SEC,Wyoming,Mountain West,401012267,4010122674,false,1,50,50,11,11,1,59,41,9,52,1,19,3,9,PUNT
Wyoming,Mountain West,Missouri,SEC,401012267,4010122675,false,1,80,80,9,52,1,49,49,6,50,3,2,6,31,PUNT
Missouri,SEC,Wyoming,Mountain West,401012267,4010122676,true,1,20,80,6,50,1,68,32,4,8,2,42,7,48,FG
Wyoming,Mountain West,Missouri,SEC,401012267,4010122677,false,1,75,75,4,8,1,74,74,3,10,,58,3,1,PUNT
Missouri,SEC,Wyoming,Mountain West,401012267,4010122678,false,1,39,61,3,10,1,54,46,2,55,,15,2,15,FUMBLE
Wyoming,Mountain West,Missouri,SEC,401012267,4010122679,false,1,54,54,2,55,1,47,47,0,0,2,55,5,7,PUNT
South Carolina,SEC,Georgia,SEC,401012268,4010122681,true,1,25,75,15,0,1,47,53,14,13,,47,4,22,FUMBLE RETURN TD
South Carolina,SEC,Georgia,SEC,401012268,4010122682,false,1,30,70,14,13,1,28,72,13,5,1,8,3,3,PUNT
Georgia,SEC,South Carolina,SEC,401012268,4010122683,true,1,76,76,13,5,1,0,0,11,50,1,15,4,76,TD
South Carolina,SEC,Georgia,SEC,401012268,4010122684,true,1,25,75,11,50,1,100,0,7,18,4,32,11,75,TD
Georgia,SEC,South Carolina,SEC,401012268,4010122685,false,1,75,75,7,18,1,75,75,5,31,1,47,4,0,INT
South Carolina,SEC,Georgia,SEC,401012268,4010122686,false,1,66,34,5,31,1,67,33,3,54,1,37,4,1,DOWNS
Georgia,SEC,South Carolina,SEC,401012268,4010122687,true,1,66,66,3,54,1,28,28,0,30,3,24,6,38,FG
South Carolina,SEC,Georgia,SEC,401012268,4010122688,false,1,25,75,0,30,2,33,67,14,50,,40,3,8,PUNT
Georgia,SEC,South Carolina,SEC,401012268,4010122689,false,2,66,66,14,50,2,62,62,11,36,3,14,6,4,PUNT
East Tennessee State,,Tennessee,SEC,401012269,4010122691,false,1,82,82,15,0,1,76,76,12,39,2,21,3,6,PUNT
Tennessee,SEC,East Tennessee State,,401012269,4010122692,true,1,33,67,12,39,1,91,9,9,32,3,7,8,58,FG
East Tennessee State,,Tennessee,SEC,401012269,4010122693,false,1,75,75,9,32,1,72,72,8,32,1,,3,3,PUNT
Tennessee,SEC,East Tennessee State,,401012269,4010122694,false,1,38,62,8,32,1,54,46,4,19,4,13,6,16,PUNT
East Tennessee State,,Tennessee,SEC,401012269,4010122695,true,1,80,80,4,19,1,74,74,2,49,1,30,3,6,PUNT TD
East Tennessee State,,Tennessee,SEC,401012269,4010122697,false,1,75,75,2,49,1,62,62,0,25,2,24,4,13,PUNT
Tennessee,SEC,East Tennessee State,,401012269,4010122698,false,1,22,78,0,25,1,30,70,0,0,,25,3,8,PUNT
East Tennessee State,,Tennessee,SEC,401012269,4010122699,false,2,82,82,14,15,2,69,69,0,0,14,15,5,13,PUNT
Texas A&M,SEC,Clemson,ACC,401012270,4010122701,false,1,25,75,15,0,1,91,9,9,48,5,12,11,66,MISSED FG
Clemson,ACC,Texas A&M,SEC,401012270,4010122702,false,1,80,80,9,48,1,86,86,7,57,1,51,3,-6,PUNT
Texas A&M,SEC,Clemson,ACC,401012270,4010122703,true,1,45,55,7,57,1,77,23,4,28,3,29,8,32,FG
Clemson,ACC,Texas A&M,SEC,401012270,4010122704,true,1,75,75,4,28,1,0,0,1,23,3,5,7,75,TD
Texas A&M,SEC,Clemson,ACC,401012270,4010122705,false,1,16,84,1,23,2,20,80,14,27,1,56,5,4,PUNT
Clemson,ACC,Texas A&M,SEC,401012270,4010122706,true,2,64,64,14,27,2,0,0,14,13,,14,1,64,TD
Texas A&M,SEC,Clemson,ACC,401012270,4010122707,false,2,25,75,14,13,2,21,79,13,19,,54,3,-4,PUNT
Clemson,ACC,Texas A&M,SEC,401012270,4010122708,false,2,62,62,13,19,2,43,43,11,41,1,38,5,19,PUNT
Texas A&M,SEC,Clemson,ACC,401012270,4010122709,false,2,8,92,11,41,2,16,84,9,43,1,58,3,8,PUNT
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122711,false,1,25,75,15,0,1,89,11,11,19,3,41,8,64,FUMBLE
Nevada,Mountain West,Vanderbilt,SEC,401012271,4010122712,false,1,89,89,11,19,1,69,69,7,29,3,50,7,20,PUNT
Vanderbilt,SEC,Nevada,Mountain West,401012271,4010122713,false,1,26,74,7,29,1,97,3,3,4,4,25,8,71,DOWNS
