offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Alabama,SEC,Wisconsin,Big Ten,400603827,4006038271,false,1,20,80,15,0,1,24,76,11,11,3,49,6,4,PUNT
Wisconsin,Big Ten,Alabama,SEC,400603827,4006038272,false,1,64,64,11,11,1,45,45,7,55,3,16,6,19,PUNT
Alabama,SEC,Wisconsin,Big Ten,400603827,4006038273,true,1,10,90,7,55,1,100,0,5,54,2,1,6,90,TD
Wisconsin,Big Ten,Alabama,SEC,400603827,4006038274,false,1,83,83,5,54,1,60,60,3,31,2,23,4,23,PUNT
Alabama,SEC,Wisconsin,Big Ten,400603827,4006038275,false,1,16,84,3,31,1,32,68,0,30,3,1,7,16,PUNT
Wisconsin,Big Ten,Alabama,SEC,400603827,4006038276,true,1,63,63,0,30,2,0,0,11,6,4,24,9,63,TD
Alabama,SEC,Wisconsin,Big Ten,400603827,4006038277,true,2,12,88,11,6,2,100,0,6,39,4,27,8,88,TD
Wisconsin,Big Ten,Alabama,SEC,400603827,4006038278,false,2,82,82,6,39,2,49,49,1,15,5,24,9,33,PUNT
Alabama,SEC,Wisconsin,Big Ten,400603827,4006038279,false,2,13,87,1,15,2,19,81,0,9,1,6,3,6,PUNT
Arkansas,SEC,UTEP,Conference USA,400603828,4006038281,true,1,25,75,15,0,1,100,0,11,35,3,25,7,75,TD
UTEP,Conference USA,Arkansas,SEC,400603828,4006038282,false,1,75,75,11,35,1,60,60,7,58,3,37,6,15,PUNT
Arkansas,SEC,UTEP,Conference USA,400603828,4006038283,true,1,21,79,7,58,1,100,0,4,11,3,47,8,79,TD
UTEP,Conference USA,Arkansas,SEC,400603828,4006038284,true,1,80,80,4,11,2,20,20,12,51,6,20,11,60,FG
Arkansas,SEC,UTEP,Conference USA,400603828,4006038285,true,2,30,70,12,51,2,100,0,11,17,1,34,3,70,TD
UTEP,Conference USA,Arkansas,SEC,400603828,4006038286,true,2,75,75,11,17,2,0,0,8,56,2,21,5,75,TD
Arkansas,SEC,UTEP,Conference USA,400603828,4006038287,true,2,25,75,8,56,2,100,0,5,17,3,39,6,75,TD
UTEP,Conference USA,Arkansas,SEC,400603828,4006038288,false,2,75,75,5,17,2,70,70,0,59,4,18,6,5,PUNT
Arkansas,SEC,UTEP,Conference USA,400603828,4006038289,false,2,10,90,0,59,2,85,15,0,0,,59,4,75,END OF HALF
Louisville,ACC,Auburn,SEC,400603829,4006038291,false,1,75,75,15,0,1,75,75,14,41,,19,1,0,INT
Auburn,SEC,Louisville,ACC,400603829,4006038292,true,1,74,26,14,41,1,100,0,12,49,1,52,5,26,TD
Louisville,ACC,Auburn,SEC,400603829,4006038293,false,1,75,75,12,49,1,19,19,7,18,5,31,12,56,MISSED FG
Auburn,SEC,Louisville,ACC,400603829,4006038294,false,1,20,80,7,18,1,29,71,5,38,1,40,3,9,PUNT
Louisville,ACC,Auburn,SEC,400603829,4006038295,false,1,68,68,5,38,1,76,76,3,20,2,18,3,-8,PUNT
Auburn,SEC,Louisville,ACC,400603829,4006038296,false,1,35,65,3,20,1,64,36,1,0,2,20,5,29,INT
Louisville,ACC,Auburn,SEC,400603829,4006038297,false,1,68,68,1,0,2,49,49,11,0,5,,10,19,PUNT
Auburn,SEC,Louisville,ACC,400603829,4006038298,false,2,21,79,11,0,2,32,68,9,29,1,31,4,11,INT
Louisville,ACC,Auburn,SEC,400603829,4006038299,true,2,77,77,9,29,2,16,16,6,54,2,35,8,61,FUMBLE TD
Florida,SEC,New Mexico State,Sun Belt,400603830,4006038301,false,1,23,77,15,0,1,34,66,11,52,3,8,5,11,PUNT
New Mexico State,Sun Belt,Florida,SEC,400603830,4006038302,false,1,74,74,11,52,1,71,71,10,23,1,29,3,3,PUNT
Florida,SEC,New Mexico State,Sun Belt,400603830,4006038303,true,1,37,63,10,23,1,100,0,8,21,2,2,4,63,TD
New Mexico State,Sun Belt,Florida,SEC,400603830,4006038304,false,1,75,75,8,21,1,33,33,3,40,4,41,10,42,PUNT
Florida,SEC,New Mexico State,Sun Belt,400603830,4006038305,true,1,11,89,3,40,2,100,0,14,6,4,34,8,89,TD
New Mexico State,Sun Belt,Florida,SEC,400603830,4006038306,false,2,75,75,14,6,2,72,72,12,36,1,30,3,3,PUNT
Florida,SEC,New Mexico State,Sun Belt,400603830,4006038307,true,2,50,50,12,36,2,100,0,10,59,1,37,5,50,TD
New Mexico State,Sun Belt,Florida,SEC,400603830,4006038308,false,2,75,75,10,59,2,19,19,8,26,2,33,7,56,DOWNS
Florida,SEC,New Mexico State,Sun Belt,400603830,4006038309,false,2,19,81,8,26,2,18,82,8,19,,7,1,-1,FUMBLE
Georgia,SEC,Louisiana Monroe,Sun Belt,400603831,4006038311,false,1,31,69,15,0,1,33,67,13,2,1,58,3,2,PUNT
Louisiana Monroe,Sun Belt,Georgia,SEC,400603831,4006038312,false,1,79,79,13,2,1,76,76,11,24,1,38,3,3,PUNT
Georgia,SEC,Louisiana Monroe,Sun Belt,400603831,4006038313,true,1,79,21,11,24,1,100,0,10,45,,39,2,21,TD
Louisiana Monroe,Sun Belt,Georgia,SEC,400603831,4006038314,false,1,75,75,10,45,1,75,75,10,34,,11,1,0,INT
Georgia,SEC,Louisiana Monroe,Sun Belt,400603831,4006038315,true,1,85,15,10,34,1,100,0,10,25,,9,1,15,TD
Louisiana Monroe,Sun Belt,Georgia,SEC,400603831,4006038316,false,1,75,75,10,25,1,77,77,8,3,2,22,3,-2,PUNT
Georgia,SEC,Louisiana Monroe,Sun Belt,400603831,4006038317,false,1,56,44,8,3,1,60,40,6,13,1,50,3,4,PUNT
Louisiana Monroe,Sun Belt,Georgia,SEC,400603831,4006038318,false,1,90,90,6,13,1,81,81,4,7,2,6,3,9,PUNT
Georgia,SEC,Louisiana Monroe,Sun Belt,400603831,4006038319,false,1,38,62,4,7,1,43,57,2,54,1,13,3,5,PUNT
Kentucky,SEC,Louisiana,Sun Belt,400603832,4006038321,true,1,25,75,15,0,1,100,0,14,32,,28,1,75,TD
Louisiana,Sun Belt,Kentucky,SEC,400603832,4006038322,false,1,74,74,14,32,1,71,71,13,41,,51,3,3,PUNT
Kentucky,SEC,Louisiana,Sun Belt,400603832,4006038323,false,1,26,74,13,41,1,20,80,12,8,1,33,3,-6,PUNT
Louisiana,Sun Belt,Kentucky,SEC,400603832,4006038324,false,1,72,72,12,8,1,37,37,8,51,3,17,10,35,PUNT
Kentucky,SEC,Louisiana,Sun Belt,400603832,4006038325,true,1,1,99,8,51,1,100,0,6,12,2,39,7,99,TD
Louisiana,Sun Belt,Kentucky,SEC,400603832,4006038326,false,1,80,80,6,12,1,5,5,1,2,5,10,12,75,FUMBLE
Kentucky,SEC,Louisiana,Sun Belt,400603832,4006038327,true,1,5,95,1,2,2,100,0,14,43,1,19,5,95,TD
Louisiana,Sun Belt,Kentucky,SEC,400603832,4006038328,true,2,75,75,14,43,2,0,0,8,33,6,10,13,75,TD
Kentucky,SEC,Louisiana,Sun Belt,400603832,4006038329,false,2,25,75,8,33,2,32,68,6,59,1,34,3,7,PUNT
Southeast Missouri State,,Missouri,SEC,400603834,4006038341,false,1,75,75,15,0,1,59,59,12,43,2,17,5,16,PUNT
Missouri,SEC,Southeast Missouri State,,400603834,4006038342,true,1,36,64,12,43,1,100,0,11,28,1,15,5,64,TD
Southeast Missouri State,,Missouri,SEC,400603834,4006038343,false,1,75,75,11,28,1,75,75,10,29,,59,3,0,PUNT
Missouri,SEC,Southeast Missouri State,,400603834,4006038344,false,1,37,63,10,29,1,67,33,8,30,1,59,6,30,INT
Southeast Missouri State,,Missouri,SEC,400603834,4006038345,false,1,94,94,8,30,1,95,95,6,48,1,42,3,-1,PUNT
Missouri,SEC,Southeast Missouri State,,400603834,4006038346,true,1,46,54,6,48,1,100,0,4,43,2,5,5,54,TD
Southeast Missouri State,,Missouri,SEC,400603834,4006038347,false,1,75,75,4,43,1,85,85,2,37,2,6,3,-10,PUNT
Missouri,SEC,Southeast Missouri State,,400603834,4006038348,false,1,47,53,2,37,1,42,58,0,45,1,52,3,-5,PUNT
Southeast Missouri State,,Missouri,SEC,400603834,4006038349,false,1,92,92,0,45,2,69,69,13,9,2,36,4,15,PUNT
Ole Miss,SEC,UT Martin,,400603835,4006038351,false,1,15,85,15,0,1,44,56,13,28,1,32,4,29,PUNT
UT Martin,,Ole Miss,SEC,400603835,4006038352,false,1,92,92,13,28,1,92,92,11,15,2,13,3,0,PUNT
Ole Miss,SEC,UT Martin,,400603835,4006038353,true,1,40,60,11,15,1,100,0,11,6,,9,1,60,TD
UT Martin,,Ole Miss,SEC,400603835,4006038354,false,1,84,84,11,6,1,65,65,7,33,3,33,5,19,PUNT
Ole Miss,SEC,UT Martin,,400603835,4006038355,true,1,74,26,7,33,1,100,0,6,42,,51,5,26,TD
UT Martin,,Ole Miss,SEC,400603835,4006038356,false,1,75,75,6,42,1,78,78,5,36,1,6,3,-3,PUNT
Ole Miss,SEC,UT Martin,,400603835,4006038357,true,1,44,56,5,36,1,100,0,5,28,,8,1,56,TD
UT Martin,,Ole Miss,SEC,400603835,4006038358,false,1,86,86,5,28,1,73,73,3,11,2,17,4,13,PUNT
Ole Miss,SEC,UT Martin,,400603835,4006038359,true,1,62,38,3,11,1,100,0,1,6,2,5,8,38,TD
Southern Mississippi,Conference USA,Mississippi State,SEC,400603836,4006038361,false,1,23,77,15,0,1,67,33,10,20,4,40,12,44,DOWNS
Mississippi State,SEC,Southern Mississippi,Conference USA,400603836,4006038362,false,1,67,67,10,20,1,0,0,9,19,1,1,4,67,FUMBLE
Southern Mississippi,Conference USA,Mississippi State,SEC,400603836,4006038363,false,1,20,80,9,19,1,20,80,7,18,2,1,3,0,PUNT
Southern Mississippi,Conference USA,Mississippi State,SEC,400603836,4006038365,true,1,89,11,7,18,1,86,14,5,26,1,52,4,-3,FG
Mississippi State,SEC,Southern Mississippi,Conference USA,400603836,4006038366,true,1,0,0,5,26,1,0,0,5,26,,,0,0,TD
Southern Mississippi,Conference USA,Mississippi State,SEC,400603836,4006038367,true,1,30,70,5,26,1,100,0,2,14,3,12,8,70,TD
Southern Mississippi,Conference USA,Mississippi State,SEC,400603836,4006038368,false,1,42,58,2,14,1,35,65,0,31,1,43,3,-7,PUNT
Mississippi State,SEC,Southern Mississippi,Conference USA,400603836,4006038369,false,1,83,83,0,31,2,55,55,14,39,,52,4,28,PUNT
Texas A&M,SEC,Arizona State,Pac-12,400603838,4006038381,false,1,25,75,15,0,1,29,71,14,6,,54,3,4,PUNT
Arizona State,Pac-12,Texas A&M,SEC,400603838,4006038382,false,1,64,64,14,6,1,60,60,12,14,1,52,3,4,PUNT
Texas A&M,SEC,Arizona State,Pac-12,400603838,4006038383,false,1,30,70,12,14,1,36,64,11,0,1,14,3,6,PUNT
Arizona State,Pac-12,Texas A&M,SEC,400603838,4006038384,false,1,80,80,11,0,1,60,60,8,9,2,51,6,20,PUNT
Texas A&M,SEC,Arizona State,Pac-12,400603838,4006038385,false,1,25,75,8,9,1,37,63,5,31,2,38,6,12,PUNT
Arizona State,Pac-12,Texas A&M,SEC,400603838,4006038386,false,1,89,89,5,31,1,65,65,3,23,2,8,4,24,PUNT
Texas A&M,SEC,Arizona State,Pac-12,400603838,4006038387,true,1,6,94,3,23,1,100,0,0,20,3,3,9,94,TD
Arizona State,Pac-12,Texas A&M,SEC,400603838,4006038388,true,1,81,81,0,20,2,60,60,12,51,2,29,5,21,PUNT RETURN TD
Arizona State,Pac-12,Texas A&M,SEC,400603838,4006038389,false,2,74,74,12,51,2,54,54,10,46,2,5,6,20,PUNT
Vanderbilt,SEC,Western Kentucky,Conference USA,400603839,4006038391,false,1,27,73,15,0,1,36,64,11,5,3,55,7,9,PUNT
Western Kentucky,Conference USA,Vanderbilt,SEC,400603839,4006038392,false,1,98,98,11,5,1,91,91,9,48,1,17,3,7,PUNT
Vanderbilt,SEC,Western Kentucky,Conference USA,400603839,4006038393,false,1,52,48,9,48,1,60,40,7,12,2,36,4,8,PUNT
Western Kentucky,Conference USA,Vanderbilt,SEC,400603839,4006038394,false,1,80,80,7,12,1,56,56,4,16,2,56,6,24,PUNT
Western Kentucky,Conference USA,Vanderbilt,SEC,400603839,4006038396,false,1,18,18,4,16,1,36,36,3,8,1,8,3,-18,PUNT
Vanderbilt,SEC,Western Kentucky,Conference USA,400603839,4006038397,false,1,5,95,3,8,2,91,9,11,41,6,27,11,86,INT
Western Kentucky,Conference USA,Vanderbilt,SEC,400603839,4006038398,false,2,80,80,11,41,2,74,74,10,47,,54,3,6,PUNT
Vanderbilt,SEC,Western Kentucky,Conference USA,400603839,4006038399,false,2,38,62,10,47,2,90,10,6,0,4,47,8,52,MISSED FG
South Carolina,SEC,North Carolina,ACC,400603840,4006038401,false,1,25,75,15,0,1,24,76,13,37,1,23,3,-1,PUNT
North Carolina,ACC,South Carolina,SEC,400603840,4006038402,false,1,36,36,13,37,1,6,6,11,5,2,32,8,58,INT
South Carolina,SEC,North Carolina,ACC,400603840,4006038403,false,1,20,80,11,5,1,48,52,6,32,4,33,9,28,PUNT
North Carolina,ACC,South Carolina,SEC,400603840,4006038404,true,1,91,91,6,32,1,0,0,5,21,1,11,5,91,TD
South Carolina,SEC,North Carolina,ACC,400603840,4006038405,true,1,25,75,5,21,2,100,0,14,56,5,25,11,75,TD
North Carolina,ACC,South Carolina,SEC,400603840,4006038406,true,2,75,75,14,56,2,30,30,12,23,2,33,7,45,FG
South Carolina,SEC,North Carolina,ACC,400603840,4006038407,true,2,25,75,12,23,2,93,7,7,11,5,12,11,68,FG
North Carolina,ACC,South Carolina,SEC,400603840,4006038408,true,2,75,75,7,11,2,21,21,1,44,5,27,11,54,FG
South Carolina,SEC,North Carolina,ACC,400603840,4006038409,false,2,25,75,1,44,2,57,43,0,0,1,44,9,36,DOWNS
Alabama,SEC,Louisiana Monroe,Sun Belt,400603841,4006038411,false,1,16,84,15,0,1,22,78,12,59,2,1,3,6,PUNT
Louisiana Monroe,Sun Belt,Alabama,SEC,400603841,4006038412,false,1,40,40,12,59,1,45,45,11,4,1,55,3,-5,PUNT
Alabama,SEC,Louisiana Monroe,Sun Belt,400603841,4006038413,false,1,10,90,11,4,1,44,56,8,22,2,42,7,34,PUNT
Louisiana Monroe,Sun Belt,Alabama,SEC,400603841,4006038414,false,1,82,82,8,22,1,76,76,6,25,1,57,3,6,PUNT
Alabama,SEC,Louisiana Monroe,Sun Belt,400603841,4006038415,true,1,45,55,6,25,1,100,0,2,38,3,47,11,55,TD
Louisiana Monroe,Sun Belt,Alabama,SEC,400603841,4006038416,false,1,78,78,2,38,1,70,70,0,46,1,52,3,8,PUNT
Alabama,SEC,Louisiana Monroe,Sun Belt,400603841,4006038417,false,1,48,52,0,46,1,48,52,0,11,,35,3,0,PUNT
Louisiana Monroe,Sun Belt,Alabama,SEC,400603841,4006038418,false,1,80,80,0,11,2,74,74,13,33,1,38,4,-5,DOWNS
Alabama,SEC,Louisiana Monroe,Sun Belt,400603841,4006038419,true,2,85,15,13,33,2,100,0,13,24,,9,1,15,TD
Arkansas,SEC,Texas A&M,SEC,400603842,4006038421,false,1,25,75,15,0,1,52,48,10,36,4,24,6,27,PUNT
Texas A&M,SEC,Arkansas,SEC,400603842,4006038422,false,1,86,86,10,36,1,68,68,8,23,2,13,4,18,PUNT
Arkansas,SEC,Texas A&M,SEC,400603842,4006038423,true,1,14,86,8,23,1,100,0,1,8,7,15,11,86,TD
Texas A&M,SEC,Arkansas,SEC,400603842,4006038424,true,1,98,98,1,8,2,0,0,14,48,1,20,4,98,TD
Arkansas,SEC,Texas A&M,SEC,400603842,4006038425,false,2,25,75,14,48,2,65,35,7,36,7,12,9,40,INT
Texas A&M,SEC,Arkansas,SEC,400603842,4006038426,true,2,86,86,7,36,2,6,6,5,33,2,3,6,80,FG
Arkansas,SEC,Texas A&M,SEC,400603842,4006038427,false,2,25,75,5,33,2,50,50,0,52,4,41,7,25,PUNT
Texas A&M,SEC,Arkansas,SEC,400603842,4006038428,false,2,80,80,0,52,2,81,81,0,0,,52,3,-1,PUNT
Auburn,SEC,Mississippi State,SEC,400603843,4006038431,false,1,25,75,15,0,1,95,5,8,33,6,27,13,70,INT
Mississippi State,SEC,Auburn,SEC,400603843,4006038432,true,1,79,79,8,33,1,0,0,5,18,3,15,10,79,TD
Auburn,SEC,Mississippi State,SEC,400603843,4006038433,false,1,25,75,5,18,1,34,66,3,1,2,17,3,9,PUNT
Mississippi State,SEC,Auburn,SEC,400603843,4006038434,false,1,63,63,3,1,1,50,50,0,31,2,30,5,13,PUNT
Auburn,SEC,Mississippi State,SEC,400603843,4006038435,false,1,20,80,0,31,2,34,66,11,38,3,53,6,14,PUNT
Mississippi State,SEC,Auburn,SEC,400603843,4006038436,true,2,79,79,11,38,2,0,0,8,2,3,36,11,79,TD
Auburn,SEC,Mississippi State,SEC,400603843,4006038437,false,2,24,76,8,2,2,91,9,0,45,7,17,15,67,MISSED FG
Mississippi State,SEC,Auburn,SEC,400603843,4006038438,false,2,80,80,0,45,2,76,76,0,0,,45,1,4,END OF HALF
Mississippi State,SEC,Auburn,SEC,400603843,4006038439,false,3,65,65,15,0,3,40,40,12,40,2,20,7,21,FUMBLE
Florida,SEC,Tennessee,SEC,400603844,4006038441,false,1,25,75,15,0,1,30,70,13,51,1,9,3,5,PUNT
Tennessee,SEC,Florida,SEC,400603844,4006038442,false,1,86,86,13,51,1,76,76,12,4,1,47,4,10,PUNT
Florida,SEC,Tennessee,SEC,400603844,4006038443,true,1,30,70,12,4,1,100,0,10,23,1,41,4,70,TD
Tennessee,SEC,Florida,SEC,400603844,4006038444,false,1,75,75,10,23,1,64,64,6,20,4,3,8,11,PUNT
Florida,SEC,Tennessee,SEC,400603844,4006038445,false,1,13,87,6,20,1,20,80,5,21,,59,3,7,PUNT
Tennessee,SEC,Florida,SEC,400603844,4006038446,true,1,58,58,5,21,1,0,0,5,7,,14,1,58,TD
Florida,SEC,Tennessee,SEC,400603844,4006038447,false,1,25,75,5,7,1,44,56,2,20,2,47,4,19,PUNT
Tennessee,SEC,Florida,SEC,400603844,4006038448,false,1,80,80,2,20,1,60,60,0,21,1,59,5,20,PUNT
Florida,SEC,Tennessee,SEC,400603844,4006038449,false,1,6,94,0,21,2,42,58,11,44,3,37,8,36,PUNT
Southern,,Georgia,SEC,400603845,4006038451,false,1,72,72,15,0,1,84,84,12,32,2,28,3,-12,PUNT
Georgia,SEC,Southern,,400603845,4006038452,true,1,49,51,12,32,1,71,29,9,42,2,50,8,22,FG
Southern,,Georgia,SEC,400603845,4006038453,false,1,87,87,9,42,1,83,83,8,38,1,4,3,4,PUNT
Georgia,SEC,Southern,,400603845,4006038454,true,1,73,27,8,38,1,100,0,7,56,,42,2,27,TD
Southern,,Georgia,SEC,400603845,4006038455,false,1,75,75,7,56,1,31,31,3,34,4,22,9,44,MISSED FG
Georgia,SEC,Southern,,400603845,4006038456,false,1,31,69,3,34,1,100,0,0,57,2,37,6,69,TD
Southern,,Georgia,SEC,400603845,4006038457,true,1,93,93,0,57,2,0,0,8,6,7,51,14,75,TD
Georgia,SEC,Southern,,400603845,4006038458,false,2,65,35,8,6,2,32,68,6,4,2,2,3,0,PUNT
Southern,,Georgia,SEC,400603845,4006038459,false,2,56,56,6,4,2,50,50,4,55,1,9,3,6,PUNT
Missouri,SEC,Kentucky,SEC,400603846,4006038461,false,1,71,71,15,0,1,51,51,12,8,2,52,6,34,PUNT
Kentucky,SEC,Missouri,SEC,400603846,4006038462,false,1,18,82,12,8,1,30,70,9,55,2,13,5,12,PUNT
Missouri,SEC,Kentucky,SEC,400603846,4006038463,true,1,80,80,9,55,1,0,0,3,49,6,6,13,80,TD
Kentucky,SEC,Missouri,SEC,400603846,4006038464,true,1,29,71,3,49,2,100,0,14,50,3,59,9,82,TD
Missouri,SEC,Kentucky,SEC,400603846,4006038465,false,2,81,81,14,50,2,59,59,12,10,2,40,6,22,PUNT
Kentucky,SEC,Missouri,SEC,400603846,4006038466,false,2,4,96,12,10,2,60,40,6,55,5,15,9,56,PUNT
Missouri,SEC,Kentucky,SEC,400603846,4006038467,false,2,90,90,6,55,2,47,47,4,15,2,40,7,43,PUNT
Kentucky,SEC,Missouri,SEC,400603846,4006038468,false,2,2,98,4,15,2,29,71,0,0,4,15,8,27,END OF HALF
Kentucky,SEC,Missouri,SEC,400603846,4006038469,false,3,49,51,15,0,3,41,59,13,25,1,35,3,-8,PUNT
Ole Miss,SEC,Vanderbilt,SEC,400603847,4006038471,false,1,65,35,15,0,1,50,50,13,17,1,43,6,33,INT
Vanderbilt,SEC,Ole Miss,SEC,400603847,4006038472,false,1,69,69,13,17,1,68,68,12,9,1,8,3,1,PUNT
Ole Miss,SEC,Vanderbilt,SEC,400603847,4006038473,false,1,14,86,12,9,1,41,59,10,42,1,27,6,27,PUNT
Vanderbilt,SEC,Ole Miss,SEC,400603847,4006038474,true,1,83,83,10,42,1,10,10,3,25,7,17,19,73,FG
Ole Miss,SEC,Vanderbilt,SEC,400603847,4006038475,true,1,65,35,3,25,1,100,0,2,13,1,12,5,72,TD
Vanderbilt,SEC,Ole Miss,SEC,400603847,4006038476,false,1,35,35,2,13,1,45,45,0,9,2,4,3,-2,PUNT
Ole Miss,SEC,Vanderbilt,SEC,400603847,4006038477,false,1,15,85,0,9,2,22,78,14,26,,43,3,7,PUNT
Vanderbilt,SEC,Ole Miss,SEC,400603847,4006038478,false,2,70,70,14,26,2,67,67,13,3,1,23,3,3,PUNT
Ole Miss,SEC,Vanderbilt,SEC,400603847,4006038479,false,2,26,74,13,3,2,25,75,11,26,1,37,4,-1,PUNT
South Carolina,SEC,UCF,American Athletic,400603848,4006038481,true,1,26,74,15,0,1,66,34,9,47,5,13,12,40,FG
UCF,American Athletic,South Carolina,SEC,400603848,4006038482,false,1,79,79,9,47,1,66,66,7,53,1,54,5,13,PUNT
South Carolina,SEC,UCF,American Athletic,400603848,4006038483,false,1,36,64,7,53,1,69,31,4,20,3,33,7,33,MISSED FG
UCF,American Athletic,South Carolina,SEC,400603848,4006038484,false,1,69,69,4,20,1,77,77,2,22,1,58,3,-8,PUNT
South Carolina,SEC,UCF,American Athletic,400603848,4006038485,false,1,32,68,2,22,2,57,43,14,48,2,34,5,25,PUNT
UCF,American Athletic,South Carolina,SEC,400603848,4006038486,true,2,98,98,14,48,2,100,100,14,42,,6,1,-2,SF
South Carolina,SEC,UCF,American Athletic,400603848,4006038487,false,2,33,67,14,42,2,33,67,14,2,,40,3,0,PUNT
UCF,American Athletic,South Carolina,SEC,400603848,4006038488,false,2,79,79,14,2,2,57,57,11,12,2,50,6,22,PUNT
Syracuse,ACC,LSU,SEC,400603849,4006038491,false,1,37,63,15,0,1,41,59,12,3,2,57,3,4,PUNT
LSU,SEC,Syracuse,ACC,400603849,4006038492,false,1,91,91,12,3,1,60,60,8,19,3,44,7,31,PUNT
Syracuse,ACC,LSU,SEC,400603849,4006038493,false,1,47,53,8,19,1,49,51,7,22,,57,3,2,PUNT
LSU,SEC,Syracuse,ACC,400603849,4006038494,true,1,91,91,7,22,1,0,0,3,56,3,26,6,91,TD
Syracuse,ACC,LSU,SEC,400603849,4006038495,false,1,27,73,3,56,1,22,78,2,16,1,40,3,-5,PUNT
LSU,SEC,Syracuse,ACC,400603849,4006038496,false,1,65,65,2,16,1,70,70,0,38,1,38,3,-5,PUNT
Syracuse,ACC,LSU,SEC,400603849,4006038497,false,1,53,47,0,38,2,60,40,14,10,1,28,4,7,DOWNS
LSU,SEC,Syracuse,ACC,400603849,4006038498,false,2,60,60,14,10,2,73,73,11,40,2,30,3,-13,PUNT
Syracuse,ACC,LSU,SEC,400603849,4006038499,true,2,40,60,11,40,2,73,27,6,58,4,42,9,33,FG
Ole Miss,SEC,Alabama,SEC,400603850,4006038501,true,1,17,17,15,0,1,15,15,14,22,,38,4,2,FG
Alabama,SEC,Ole Miss,SEC,400603850,4006038502,false,1,25,75,14,22,1,65,35,11,56,2,26,6,41,DOWNS
Ole Miss,SEC,Alabama,SEC,400603850,4006038503,false,1,66,66,11,56,1,39,39,10,56,1,,4,27,PUNT
Alabama,SEC,Ole Miss,SEC,400603850,4006038504,false,1,7,93,10,56,1,64,36,5,41,5,15,10,57,PUNT
Ole Miss,SEC,Alabama,SEC,400603850,4006038505,false,1,98,98,5,41,1,62,62,2,10,3,31,8,36,PUNT
Alabama,SEC,Ole Miss,SEC,400603850,4006038506,true,1,28,72,2,10,2,97,3,11,52,5,18,13,69,FG
Ole Miss,SEC,Alabama,SEC,400603850,4006038507,false,2,67,67,11,52,2,66,66,10,51,1,1,3,1,PUNT
Alabama,SEC,Ole Miss,SEC,400603850,4006038508,false,2,16,84,10,51,2,18,82,9,58,,53,2,2,INT
Ole Miss,SEC,Alabama,SEC,400603850,4006038509,true,2,26,26,9,58,2,0,0,7,30,2,28,6,26,TD
Arkansas,SEC,Texas Tech,Big 12,400603851,4006038511,false,1,25,75,15,0,1,28,72,13,24,1,36,3,3,PUNT
Texas Tech,Big 12,Arkansas,SEC,400603851,4006038512,true,1,77,77,13,24,1,0,0,10,45,2,39,8,77,TD
Arkansas,SEC,Texas Tech,Big 12,400603851,4006038513,false,1,22,78,10,45,1,51,49,8,3,2,42,6,29,INT
Texas Tech,Big 12,Arkansas,SEC,400603851,4006038514,false,1,79,79,8,3,1,80,80,7,16,,47,3,-1,INT
Arkansas,SEC,Texas Tech,Big 12,400603851,4006038515,true,1,40,60,7,16,1,100,0,3,6,4,10,7,60,TD
Texas Tech,Big 12,Arkansas,SEC,400603851,4006038516,true,1,75,75,3,6,1,0,0,0,21,2,45,8,75,TD
Arkansas,SEC,Texas Tech,Big 12,400603851,4006038517,true,1,19,81,0,21,2,100,0,8,18,7,3,12,81,TD
Texas Tech,Big 12,Arkansas,SEC,400603851,4006038518,true,2,85,85,8,18,2,0,0,7,52,,26,2,85,TD
Arkansas,SEC,Texas Tech,Big 12,400603851,4006038519,true,2,25,75,7,52,2,100,0,1,3,6,49,11,75,TD
South Carolina,SEC,Georgia,SEC,400603852,4006038521,false,1,75,75,15,0,1,58,58,11,52,3,8,5,17,PUNT
Georgia,SEC,South Carolina,SEC,400603852,4006038522,true,1,17,83,11,52,1,88,12,7,16,4,36,11,71,FG
South Carolina,SEC,Georgia,SEC,400603852,4006038523,true,1,75,75,7,16,1,27,27,1,36,5,40,13,48,FG
Georgia,SEC,South Carolina,SEC,400603852,4006038524,true,1,18,82,1,36,2,100,0,12,56,3,40,9,82,TD
South Carolina,SEC,Georgia,SEC,400603852,4006038525,false,2,67,67,12,56,2,49,49,11,19,1,37,6,18,PUNT
Georgia,SEC,South Carolina,SEC,400603852,4006038526,true,2,12,88,11,19,2,100,0,7,37,3,42,7,88,TD
South Carolina,SEC,Georgia,SEC,400603852,4006038527,true,2,72,72,7,37,2,0,0,2,17,5,20,9,72,TD
Georgia,SEC,South Carolina,SEC,400603852,4006038528,true,2,22,78,2,17,2,100,0,0,17,2,,8,78,TD
South Carolina,SEC,Georgia,SEC,400603852,4006038529,true,2,33,33,0,17,2,65,65,0,0,,17,1,0,END OF HALF
Florida,SEC,Kentucky,SEC,400603853,4006038531,false,1,77,77,15,0,1,70,70,13,39,1,21,3,7,PUNT
Kentucky,SEC,Florida,SEC,400603853,4006038532,false,1,43,57,13,39,1,59,41,11,12,2,27,6,16,INT
Florida,SEC,Kentucky,SEC,400603853,4006038533,true,1,19,19,11,12,1,0,0,8,48,2,24,5,19,TD
