offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Miami,ACC,Florida State,ACC,401112497,4011124975,false,1,65,65,5,28,1,58,58,2,3,3,25,5,7,PUNT
Florida State,ACC,Miami,ACC,401112497,4011124976,true,1,26,74,2,3,2,80,20,10,15,6,48,17,54,FG
Miami,ACC,Florida State,ACC,401112497,4011124977,false,2,75,75,10,15,2,65,65,9,21,,54,4,10,PUNT
Florida State,ACC,Miami,ACC,401112497,4011124978,false,2,20,80,9,21,2,17,83,8,48,,33,3,-3,PUNT
Miami,ACC,Florida State,ACC,401112497,4011124979,false,2,40,40,8,48,2,26,26,7,25,1,23,5,3,FUMBLE
Pittsburgh,ACC,Georgia Tech,ACC,401112498,4011124981,true,1,76,76,14,54,1,14,14,11,14,3,40,10,62,FG
Georgia Tech,ACC,Pittsburgh,ACC,401112498,4011124982,false,1,13,87,11,8,1,31,69,0,0,,,5,18,PUNT
Pittsburgh,ACC,Georgia Tech,ACC,401112498,4011124983,false,1,55,55,8,24,1,55,55,0,0,,,1,0,INT
Georgia Tech,ACC,Pittsburgh,ACC,401112498,4011124984,false,1,29,71,8,18,1,31,69,0,0,,,3,2,PUNT
Pittsburgh,ACC,Georgia Tech,ACC,401112498,4011124985,true,1,61,61,6,36,1,0,0,6,25,,11,1,61,TD
Georgia Tech,ACC,Pittsburgh,ACC,401112498,4011124986,false,1,25,75,6,25,1,31,69,0,0,,,3,6,PUNT
Pittsburgh,ACC,Georgia Tech,ACC,401112498,4011124987,false,1,86,86,5,29,1,73,73,0,0,,,5,13,INT
Georgia Tech,ACC,Pittsburgh,ACC,401112498,4011124988,false,1,60,40,3,5,2,83,17,14,54,3,11,7,23,MISSED FG
Pittsburgh,ACC,Georgia Tech,ACC,401112498,4011124989,false,2,80,80,14,54,2,49,49,13,32,1,22,4,31,FUMBLE
North Carolina,ACC,Virginia,ACC,401112499,4011124991,false,1,35,65,15,0,1,30,70,13,34,1,26,3,-5,PUNT
Virginia,ACC,North Carolina,ACC,401112499,4011124992,false,1,65,65,13,34,1,47,47,0,0,,,6,18,PUNT
North Carolina,ACC,Virginia,ACC,401112499,4011124993,true,1,20,80,10,56,1,81,19,9,16,1,40,5,61,FG
Virginia,ACC,North Carolina,ACC,401112499,4011124994,true,1,70,70,9,9,1,0,0,2,46,6,23,13,70,TD
North Carolina,ACC,Virginia,ACC,401112499,4011124995,false,1,26,74,2,40,1,80,20,0,0,,,9,54,DOWNS
Virginia,ACC,North Carolina,ACC,401112499,4011124996,true,2,80,80,13,34,2,4,4,9,18,4,16,8,76,FG
North Carolina,ACC,Virginia,ACC,401112499,4011124997,true,2,25,75,9,18,2,100,0,7,17,2,1,5,75,TD
Virginia,ACC,North Carolina,ACC,401112499,4011124998,false,2,75,75,7,17,2,75,75,0,0,,,3,0,PUNT
North Carolina,ACC,Virginia,ACC,401112499,4011124999,true,2,41,59,5,13,2,100,0,2,6,3,7,8,59,TD
NC State,ACC,Wake Forest,ACC,401112500,4011125001,false,1,77,77,15,0,1,58,58,12,19,2,41,8,19,PUNT
Wake Forest,ACC,NC State,ACC,401112500,4011125002,true,1,14,86,12,19,1,100,0,8,34,3,45,13,86,TD
Wake Forest,ACC,NC State,ACC,401112500,4011125003,true,1,97,3,8,34,1,100,0,7,41,,53,2,3,TD
NC State,ACC,Wake Forest,ACC,401112500,4011125004,false,1,75,75,7,41,1,64,64,5,52,1,49,4,11,INT
Wake Forest,ACC,NC State,ACC,401112500,4011125005,true,1,26,74,5,52,1,100,0,3,32,2,20,8,74,TD
NC State,ACC,Wake Forest,ACC,401112500,4011125006,false,1,75,75,3,32,1,84,84,1,27,2,5,3,-9,PUNT
Wake Forest,ACC,NC State,ACC,401112500,4011125007,false,1,34,66,1,27,1,54,46,0,0,1,27,4,20,PUNT
NC State,ACC,Wake Forest,ACC,401112500,4011125008,false,1,98,98,0,0,2,99,99,14,41,,19,3,-1,PUNT
Wake Forest,ACC,NC State,ACC,401112500,4011125009,true,2,71,29,14,41,2,93,7,12,26,2,15,5,22,FG
Notre Dame,FBS Independents,Virginia Tech,ACC,401112501,4011125011,false,1,21,79,15,0,1,25,75,14,11,,49,3,4,PUNT
Virginia Tech,ACC,Notre Dame,FBS Independents,401112501,4011125012,false,1,75,75,14,11,1,71,71,12,32,1,39,3,4,PUNT
Notre Dame,FBS Independents,Virginia Tech,ACC,401112501,4011125013,false,1,23,77,12,32,1,83,17,10,45,1,47,6,60,INT
Virginia Tech,ACC,Notre Dame,FBS Independents,401112501,4011125014,false,1,91,91,10,45,1,96,96,9,36,1,9,3,-5,PUNT
Notre Dame,FBS Independents,Virginia Tech,ACC,401112501,4011125015,true,1,74,26,9,36,1,100,0,9,10,,26,2,26,TD
Virginia Tech,ACC,Notre Dame,FBS Independents,401112501,4011125016,false,1,65,65,9,10,1,58,58,7,26,1,44,3,7,PUNT
Notre Dame,FBS Independents,Virginia Tech,ACC,401112501,4011125017,false,1,20,80,7,26,1,29,71,5,50,1,36,3,9,PUNT
Virginia Tech,ACC,Notre Dame,FBS Independents,401112501,4011125018,false,1,57,57,5,50,1,52,52,4,59,,51,3,5,PUNT
Notre Dame,FBS Independents,Virginia Tech,ACC,401112501,4011125019,false,1,16,84,4,59,1,23,77,3,42,1,17,3,7,PUNT
Boston College,ACC,Florida State,ACC,401112502,4011125021,true,1,25,75,15,0,1,100,0,9,22,5,38,14,75,TD
Florida State,ACC,Boston College,ACC,401112502,4011125022,true,1,54,54,9,13,1,3,3,5,51,3,22,11,51,FG
Boston College,ACC,Florida State,ACC,401112502,4011125023,false,1,32,68,5,44,1,80,20,1,25,4,19,11,48,MISSED FG
Florida State,ACC,Boston College,ACC,401112502,4011125024,false,1,80,80,1,25,1,39,39,57,0,28,,9,41,PUNT
Boston College,ACC,Florida State,ACC,401112502,4011125025,false,2,11,89,12,57,2,13,87,9,36,3,21,6,2,PUNT
Florida State,ACC,Boston College,ACC,401112502,4011125026,false,2,69,69,9,36,2,51,51,18,0,18,,5,18,PUNT
Boston College,ACC,Florida State,ACC,401112502,4011125027,true,2,39,61,7,18,2,100,0,5,12,2,6,6,61,TD
Florida State,ACC,Boston College,ACC,401112502,4011125028,true,2,84,84,5,6,2,0,0,4,31,,35,2,84,TD
Boston College,ACC,Florida State,ACC,401112502,4011125029,false,2,26,74,4,26,2,72,28,0,0,4,26,11,46,MISSED FG
Clemson,ACC,NC State,ACC,401112503,4011125031,true,1,84,84,15,0,1,0,0,10,56,4,4,9,84,TD
NC State,ACC,Clemson,ACC,401112503,4011125032,false,1,5,95,10,56,1,29,71,9,10,1,46,3,4,PUNT
Clemson,ACC,NC State,ACC,401112503,4011125033,true,1,92,92,9,10,1,0,0,5,0,4,10,10,92,TD
NC State,ACC,Clemson,ACC,401112503,4011125034,false,1,5,95,5,0,1,24,76,4,7,,53,2,-13,FUMBLE
Clemson,ACC,NC State,ACC,401112503,4011125035,true,1,3,3,4,7,1,0,0,3,31,,36,2,3,TD
NC State,ACC,Clemson,ACC,401112503,4011125036,false,1,24,76,3,31,1,29,71,2,25,1,6,3,-3,FUMBLE
Clemson,ACC,NC State,ACC,401112503,4011125037,true,1,21,21,2,25,1,0,0,1,31,,54,2,21,TD
NC State,ACC,Clemson,ACC,401112503,4011125038,false,1,25,75,1,31,2,58,42,13,30,3,1,9,33,PUNT
Clemson,ACC,NC State,ACC,401112503,4011125039,false,2,87,87,13,30,2,48,48,9,6,4,24,9,39,PUNT
Georgia Tech,ACC,Virginia,ACC,401112504,4011125041,true,1,75,75,15,0,1,0,0,13,19,1,41,4,75,TD
Virginia,ACC,Georgia Tech,ACC,401112504,4011125042,true,1,24,76,13,19,1,100,0,8,39,4,40,9,76,TD
Georgia Tech,ACC,Virginia,ACC,401112504,4011125043,true,1,75,75,8,39,1,0,0,5,9,3,30,7,75,TD
Virginia,ACC,Georgia Tech,ACC,401112504,4011125044,false,1,34,66,5,9,1,38,62,4,5,1,4,3,4,PUNT
Georgia Tech,ACC,Virginia,ACC,401112504,4011125045,false,1,78,78,4,5,1,76,76,0,0,,,2,2,INT
Virginia,ACC,Georgia Tech,ACC,401112504,4011125046,true,1,72,28,3,16,1,100,0,1,50,1,26,3,28,TD
Georgia Tech,ACC,Virginia,ACC,401112504,4011125047,false,1,75,75,1,50,1,76,76,0,27,1,23,3,-1,PUNT
Virginia,ACC,Georgia Tech,ACC,401112504,4011125048,true,1,45,55,0,27,2,94,6,10,36,4,51,10,49,FG
Georgia Tech,ACC,Virginia,ACC,401112504,4011125049,false,2,75,75,10,36,2,12,12,4,20,6,16,12,63,MISSED FG
Louisville,ACC,Miami,ACC,401112505,4011125051,false,1,75,75,15,0,1,48,48,12,27,2,33,5,27,PUNT
Miami,ACC,Louisville,ACC,401112505,4011125052,true,1,8,92,12,27,1,100,0,9,32,2,55,7,92,TD
Louisville,ACC,Miami,ACC,401112505,4011125053,true,1,87,87,9,32,1,0,0,7,4,2,28,5,87,TD
Miami,ACC,Louisville,ACC,401112505,4011125054,true,1,33,67,7,4,1,100,0,6,49,,15,1,67,TD
Louisville,ACC,Miami,ACC,401112505,4011125055,false,1,75,75,6,49,1,85,85,4,59,1,50,3,-10,PUNT
Miami,ACC,Louisville,ACC,401112505,4011125056,true,1,86,14,4,59,1,100,0,4,49,,10,1,14,TD
Louisville,ACC,Miami,ACC,401112505,4011125057,true,1,80,80,4,49,2,0,0,14,21,5,28,10,80,TD
Miami,ACC,Louisville,ACC,401112505,4011125058,true,2,21,79,14,21,2,100,0,11,4,3,17,6,79,TD
Louisville,ACC,Miami,ACC,401112505,4011125059,false,2,71,71,11,4,2,67,67,9,24,1,40,3,4,PUNT
Virginia Tech,ACC,Wake Forest,ACC,401112506,4011125061,true,1,18,82,15,0,1,82,18,5,33,9,27,19,64,FG
Wake Forest,ACC,Virginia Tech,ACC,401112506,4011125062,false,1,75,75,5,33,1,74,74,3,58,1,35,3,1,PUNT
Virginia Tech,ACC,Wake Forest,ACC,401112506,4011125063,false,1,13,87,3,58,1,63,37,3,46,,12,1,50,FUMBLE
Wake Forest,ACC,Virginia Tech,ACC,401112506,4011125064,true,1,59,59,3,46,1,22,22,2,23,1,23,5,37,FG
Virginia Tech,ACC,Wake Forest,ACC,401112506,4011125065,false,1,28,72,2,18,1,34,66,0,0,,,3,6,PUNT
Wake Forest,ACC,Virginia Tech,ACC,401112506,4011125066,false,1,78,78,1,7,1,71,71,0,0,,,3,7,PUNT
Virginia Tech,ACC,Wake Forest,ACC,401112506,4011125067,true,2,18,82,14,49,2,86,14,7,47,7,2,13,68,FG
Wake Forest,ACC,Virginia Tech,ACC,401112506,4011125068,true,2,75,75,7,47,2,0,0,5,48,1,59,7,75,TD
Virginia Tech,ACC,Wake Forest,ACC,401112506,4011125069,false,2,40,60,5,40,2,40,60,0,0,,,3,0,PUNT
North Carolina,ACC,Pittsburgh,ACC,401112507,4011125071,false,1,59,59,15,0,1,39,39,12,30,2,30,5,20,DOWNS
Pittsburgh,ACC,North Carolina,ACC,401112507,4011125072,true,1,39,61,12,30,1,77,23,8,32,3,58,11,38,FG
North Carolina,ACC,Pittsburgh,ACC,401112507,4011125073,true,1,78,78,8,32,1,0,0,6,14,2,18,6,78,TD
Pittsburgh,ACC,North Carolina,ACC,401112507,4011125074,false,1,25,75,6,14,1,93,7,0,0,,,8,68,DOWNS
North Carolina,ACC,Pittsburgh,ACC,401112507,4011125075,false,1,93,93,2,34,1,80,80,0,13,2,21,4,13,PUNT
Pittsburgh,ACC,North Carolina,ACC,401112507,4011125076,true,1,28,72,0,13,2,100,0,12,3,3,10,9,72,TD
North Carolina,ACC,Pittsburgh,ACC,401112507,4011125077,false,2,75,75,12,3,2,63,63,0,0,,,5,12,PUNT
Pittsburgh,ACC,North Carolina,ACC,401112507,4011125078,true,2,26,74,9,53,2,100,0,9,41,,12,1,74,TD
North Carolina,ACC,Pittsburgh,ACC,401112507,4011125079,true,2,75,75,9,41,2,8,8,7,36,2,5,5,67,FG
Wake Forest,ACC,Clemson,ACC,401112508,4011125081,false,1,76,76,15,0,1,78,78,12,32,2,28,3,-2,PUNT
Clemson,ACC,Wake Forest,ACC,401112508,4011125082,true,1,72,28,12,32,1,100,0,11,40,,52,3,28,TD
Wake Forest,ACC,Clemson,ACC,401112508,4011125083,false,1,75,75,11,40,1,75,75,11,34,,6,1,0,INT
Clemson,ACC,Wake Forest,ACC,401112508,4011125084,true,1,59,41,11,34,1,100,0,9,55,1,39,4,41,TD
Wake Forest,ACC,Clemson,ACC,401112508,4011125085,false,1,75,75,9,55,1,75,75,8,2,1,53,3,0,PUNT
Clemson,ACC,Wake Forest,ACC,401112508,4011125086,false,1,19,81,8,2,1,49,51,4,2,4,,9,9,FUMBLE
Wake Forest,ACC,Clemson,ACC,401112508,4011125087,true,1,28,28,4,2,1,12,12,1,29,2,33,6,16,FG
Clemson,ACC,Wake Forest,ACC,401112508,4011125088,false,1,27,73,1,29,2,32,68,13,57,2,32,3,5,PUNT
Wake Forest,ACC,Clemson,ACC,401112508,4011125089,false,2,74,74,13,57,2,79,79,12,34,1,23,3,-5,PUNT
Duke,ACC,Syracuse,ACC,401112509,4011125091,false,1,25,75,15,0,1,74,26,11,12,3,48,10,49,MISSED FG
Syracuse,ACC,Duke,ACC,401112509,4011125092,true,1,74,74,11,12,1,0,0,9,36,1,36,4,74,TD
Duke,ACC,Syracuse,ACC,401112509,4011125093,false,1,25,75,9,36,1,52,48,6,44,2,52,7,27,PUNT
Syracuse,ACC,Duke,ACC,401112509,4011125094,true,1,80,80,6,44,1,0,0,0,0,,,9,80,TD
Duke,ACC,Syracuse,ACC,401112509,4011125095,false,1,25,75,3,37,1,50,50,0,0,,,7,25,PUNT
Syracuse,ACC,Duke,ACC,401112509,4011125096,false,1,87,87,0,43,1,88,88,0,0,,,3,-1,PUNT
Duke,ACC,Syracuse,ACC,401112509,4011125097,false,2,40,60,14,53,2,65,35,0,0,,,9,25,PUNT
Syracuse,ACC,Duke,ACC,401112509,4011125098,false,2,96,96,10,58,2,94,94,9,37,1,21,3,2,PUNT
Duke,ACC,Syracuse,ACC,401112509,4011125099,true,2,63,37,9,37,2,87,13,0,0,,,10,24,FG
Alabama State,,Florida State,ACC,401112510,4011125101,true,1,51,51,15,0,1,2,2,12,31,2,29,7,49,FG
Florida State,ACC,Alabama State,,401112510,4011125102,true,1,31,69,12,31,1,100,0,12,22,,9,1,69,TD
Alabama State,,Florida State,ACC,401112510,4011125103,false,1,75,75,12,22,1,73,73,0,0,,,3,2,PUNT
Florida State,ACC,Alabama State,,401112510,4011125104,true,1,40,60,10,14,1,100,0,8,0,2,14,8,60,TD
Alabama State,,Florida State,ACC,401112510,4011125105,false,1,75,75,8,0,1,68,68,0,0,,,3,7,PUNT
Florida State,ACC,Alabama State,,401112510,4011125106,false,1,31,69,6,17,1,35,65,23,0,54,,3,4,PUNT
Alabama State,,Florida State,ACC,401112510,4011125107,false,1,74,74,5,23,2,21,21,14,10,6,13,13,53,MISSED FG
Florida State,ACC,Alabama State,,401112510,4011125108,true,2,21,79,14,10,2,100,0,11,55,2,15,6,79,TD
Alabama State,,Florida State,ACC,401112510,4011125109,true,2,65,65,11,55,2,18,18,5,48,6,7,12,47,FG
Georgia Tech,ACC,Virginia Tech,ACC,401112511,4011125111,false,1,25,75,15,0,1,34,66,13,18,1,42,3,9,PUNT
Virginia Tech,ACC,Georgia Tech,ACC,401112511,4011125112,false,1,70,70,13,18,1,63,63,11,27,1,51,3,7,PUNT
Georgia Tech,ACC,Virginia Tech,ACC,401112511,4011125113,false,1,31,69,11,27,1,32,68,9,53,1,34,3,1,PUNT
Virginia Tech,ACC,Georgia Tech,ACC,401112511,4011125114,true,1,71,71,9,53,1,0,0,7,53,2,,5,71,TD
Georgia Tech,ACC,Virginia Tech,ACC,401112511,4011125115,false,1,28,72,7,45,1,35,65,6,22,1,23,3,7,PUNT
Virginia Tech,ACC,Georgia Tech,ACC,401112511,4011125116,true,1,77,77,6,22,1,0,0,2,49,3,33,7,77,TD
Georgia Tech,ACC,Virginia Tech,ACC,401112511,4011125117,false,1,25,75,2,49,1,30,70,0,48,2,1,3,5,PUNT
Virginia Tech,ACC,Georgia Tech,ACC,401112511,4011125118,true,1,69,69,0,48,1,0,0,0,0,,,8,69,TD
Georgia Tech,ACC,Virginia Tech,ACC,401112511,4011125119,false,2,16,84,12,1,2,24,76,8,13,3,48,6,8,PUNT
NC State,ACC,Louisville,ACC,401112512,4011125121,false,1,22,78,15,0,1,50,50,0,0,,,10,28,PUNT
Louisville,ACC,NC State,ACC,401112512,4011125122,false,1,80,80,10,49,1,53,53,0,0,,,7,27,PUNT
NC State,ACC,Louisville,ACC,401112512,4011125123,false,1,12,88,7,4,1,42,58,0,0,,,6,30,FUMBLE
Louisville,ACC,NC State,ACC,401112512,4011125124,false,1,42,42,5,16,1,26,26,2,6,3,10,7,16,MISSED FG
NC State,ACC,Louisville,ACC,401112512,4011125125,false,1,26,74,2,6,2,58,42,14,53,2,13,7,32,INT
Louisville,ACC,NC State,ACC,401112512,4011125126,true,2,53,53,14,53,2,0,0,11,54,2,59,6,53,TD
NC State,ACC,Louisville,ACC,401112512,4011125127,true,2,35,65,11,54,2,89,11,7,41,4,13,10,54,FG
Louisville,ACC,NC State,ACC,401112512,4011125128,false,2,77,77,7,36,2,90,90,5,22,2,14,3,-13,PUNT
NC State,ACC,Louisville,ACC,401112512,4011125129,true,2,73,27,5,22,2,100,0,4,1,1,21,4,27,TD
Georgia Tech,ACC,NC State,ACC,401112513,4011125131,true,1,30,70,15,0,1,100,0,13,44,1,16,3,70,TD
NC State,ACC,Georgia Tech,ACC,401112513,4011125132,false,1,75,75,13,44,1,10,10,8,34,5,10,11,64,DOWNS
Georgia Tech,ACC,NC State,ACC,401112513,4011125133,false,1,11,89,8,34,1,19,81,7,30,1,4,3,8,PUNT
NC State,ACC,Georgia Tech,ACC,401112513,4011125134,false,1,67,67,7,30,1,50,50,5,31,1,59,6,17,PUNT
Georgia Tech,ACC,NC State,ACC,401112513,4011125135,false,1,10,90,5,31,1,90,10,2,24,3,7,6,75,FUMBLE
NC State,ACC,Georgia Tech,ACC,401112513,4011125136,false,1,85,85,2,24,1,89,89,0,18,2,6,3,-4,PUNT
Georgia Tech,ACC,NC State,ACC,401112513,4011125137,true,1,50,50,0,18,2,100,0,13,48,1,30,6,50,TD
NC State,ACC,Georgia Tech,ACC,401112513,4011125138,false,2,75,75,13,48,2,69,69,12,48,1,,3,6,PUNT
Georgia Tech,ACC,NC State,ACC,401112513,4011125139,false,2,28,72,12,48,2,42,58,10,27,2,21,6,13,PUNT
Notre Dame,FBS Independents,Boston College,ACC,401112514,4011125141,true,1,21,79,15,0,1,71,29,11,11,3,49,9,50,FG
Boston College,ACC,Notre Dame,FBS Independents,401112514,4011125142,false,1,75,75,11,11,1,79,79,10,0,1,11,3,-4,PUNT
Notre Dame,FBS Independents,Boston College,ACC,401112514,4011125143,false,1,51,49,10,0,1,52,48,6,38,3,22,6,1,PUNT
Boston College,ACC,Notre Dame,FBS Independents,401112514,4011125144,false,1,92,92,6,38,1,72,72,4,37,2,1,4,20,PUNT
Notre Dame,FBS Independents,Boston College,ACC,401112514,4011125145,true,1,28,72,4,37,2,89,11,14,52,4,45,12,61,FG
Boston College,ACC,Notre Dame,FBS Independents,401112514,4011125146,true,2,84,84,14,52,2,0,0,7,56,6,56,16,84,TD
Notre Dame,FBS Independents,Boston College,ACC,401112514,4011125147,true,2,25,75,7,56,2,100,0,2,48,5,8,15,75,TD
Boston College,ACC,Notre Dame,FBS Independents,401112514,4011125148,false,2,75,75,2,48,2,58,58,1,18,1,30,6,17,PUNT
Notre Dame,FBS Independents,Boston College,ACC,401112514,4011125149,true,2,17,83,1,18,2,76,24,0,1,1,17,7,56,DOWNS
Duke,ACC,Wake Forest,ACC,401112515,4011125151,false,1,82,82,15,0,1,75,75,0,0,,,3,7,PUNT
Wake Forest,ACC,Duke,ACC,401112515,4011125152,false,1,38,62,13,35,1,70,30,0,0,,,9,32,DOWNS
Duke,ACC,Wake Forest,ACC,401112515,4011125153,false,1,70,70,9,46,1,74,74,8,39,1,7,4,-4,FUMBLE
Wake Forest,ACC,Duke,ACC,401112515,4011125154,false,1,74,26,8,39,1,67,33,0,0,,,3,-7,PUNT
Duke,ACC,Wake Forest,ACC,401112515,4011125155,false,1,80,80,6,44,1,72,72,0,0,,,3,8,PUNT
Wake Forest,ACC,Duke,ACC,401112515,4011125156,true,1,17,83,5,23,1,80,20,0,35,4,48,12,63,FG
Duke,ACC,Wake Forest,ACC,401112515,4011125157,true,1,0,0,0,24,1,0,0,0,24,,,0,0,TD
Wake Forest,ACC,Duke,ACC,401112515,4011125158,false,1,23,77,0,24,1,29,71,0,0,,,3,6,PUNT
Duke,ACC,Wake Forest,ACC,401112515,4011125159,false,2,61,61,13,29,2,35,35,0,0,,,1,26,FUMBLE
Louisville,ACC,Syracuse,ACC,401112516,4011125161,true,1,23,77,15,0,1,100,0,10,29,4,31,10,77,TD
Syracuse,ACC,Louisville,ACC,401112516,4011125162,true,1,52,52,10,29,1,15,15,8,6,2,23,8,37,FG
Louisville,ACC,Syracuse,ACC,401112516,4011125163,false,1,25,75,8,6,1,25,75,6,25,1,41,3,0,PUNT
Louisville,ACC,Syracuse,ACC,401112516,4011125165,true,1,71,29,6,24,1,100,0,6,19,,5,1,29,TD
Syracuse,ACC,Louisville,ACC,401112516,4011125166,false,1,75,75,6,19,1,67,67,0,0,,,3,8,PUNT
Louisville,ACC,Syracuse,ACC,401112516,4011125167,true,1,40,60,4,31,1,100,0,1,15,3,16,7,60,TD
Syracuse,ACC,Louisville,ACC,401112516,4011125168,true,1,75,75,1,15,2,0,0,9,36,6,39,16,75,TD
Louisville,ACC,Syracuse,ACC,401112516,4011125169,false,2,25,75,9,36,2,47,53,0,0,,,4,22,PUNT
Florida International,Conference USA,Miami,ACC,401112517,4011125171,false,1,25,75,15,0,1,30,70,13,2,1,58,3,5,PUNT
Miami,ACC,Florida International,Conference USA,401112517,4011125172,false,1,71,71,13,2,1,66,66,12,14,,48,2,5,INT
Florida International,Conference USA,Miami,ACC,401112517,4011125173,true,1,82,18,12,14,1,88,12,10,8,2,6,4,6,FG
Miami,ACC,Florida International,Conference USA,401112517,4011125174,false,1,75,75,10,8,1,53,53,8,10,1,58,4,22,PUNT
Florida International,Conference USA,Miami,ACC,401112517,4011125175,true,1,20,80,8,10,1,100,0,3,59,4,11,11,80,TD
Miami,ACC,Florida International,Conference USA,401112517,4011125176,false,1,77,77,3,53,2,1,1,14,16,4,37,8,76,DOWNS
Florida International,Conference USA,Miami,ACC,401112517,4011125177,false,2,2,98,14,16,2,31,69,8,53,5,23,7,29,PUNT
Miami,ACC,Florida International,Conference USA,401112517,4011125178,false,2,83,83,8,53,2,18,18,3,9,5,44,9,65,DOWNS
Florida International,Conference USA,Miami,ACC,401112517,4011125179,true,2,18,82,3,9,2,67,33,0,2,3,7,9,49,FG
Mercer,,North Carolina,ACC,401112518,4011125181,false,1,80,80,15,0,1,81,81,0,0,,,1,-1,FUMBLE
North Carolina,ACC,Mercer,,401112518,4011125182,true,1,81,19,14,47,1,100,0,13,30,1,17,4,19,TD
Mercer,,North Carolina,ACC,401112518,4011125183,false,1,75,75,13,30,1,68,68,0,0,,,3,7,PUNT
North Carolina,ACC,Mercer,,401112518,4011125184,true,1,43,57,12,3,1,100,0,11,39,,24,2,57,TD
Mercer,,North Carolina,ACC,401112518,4011125185,false,1,93,93,11,33,1,29,29,0,0,,,17,64,INT
North Carolina,ACC,Mercer,,401112518,4011125186,true,1,13,87,2,45,1,100,0,1,46,,59,4,87,TD
Mercer,,North Carolina,ACC,401112518,4011125187,false,1,75,75,1,46,1,71,71,0,0,,,3,4,PUNT
North Carolina,ACC,Mercer,,401112518,4011125188,true,2,36,64,14,48,2,100,0,11,46,3,2,7,64,TD
Mercer,,North Carolina,ACC,401112518,4011125189,false,2,74,74,11,39,2,67,67,10,16,1,23,4,7,DOWNS
Virginia Tech,ACC,Pittsburgh,ACC,401112519,4011125191,false,1,25,75,15,0,1,40,60,11,58,3,2,5,15,PUNT
Pittsburgh,ACC,Virginia Tech,ACC,401112519,4011125192,false,1,76,76,11,58,1,76,76,11,32,,26,3,0,PUNT
Virginia Tech,ACC,Pittsburgh,ACC,401112519,4011125193,false,1,40,60,11,32,1,38,62,10,12,1,20,3,-2,PUNT
Pittsburgh,ACC,Virginia Tech,ACC,401112519,4011125194,false,1,80,80,10,12,1,76,76,9,6,1,6,3,4,PUNT
Virginia Tech,ACC,Pittsburgh,ACC,401112519,4011125195,false,1,53,47,9,6,1,50,50,6,56,2,10,4,-3,FUMBLE
Pittsburgh,ACC,Virginia Tech,ACC,401112519,4011125196,false,1,50,50,6,56,1,52,52,5,4,1,52,3,-2,PUNT
Virginia Tech,ACC,Pittsburgh,ACC,401112519,4011125197,true,1,10,90,5,4,1,100,0,3,16,1,48,4,90,TD
Pittsburgh,ACC,Virginia Tech,ACC,401112519,4011125198,true,1,75,75,3,16,1,93,93,3,7,,9,1,-18,FUMBLE TD
Liberty,FBS Independents,Virginia,ACC,401112520,4011125201,false,1,75,75,15,0,1,85,85,14,16,,44,3,-10,PUNT
Virginia,ACC,Liberty,FBS Independents,401112520,4011125202,true,1,53,47,14,16,1,100,0,10,49,3,27,9,47,TD
Liberty,FBS Independents,Virginia,ACC,401112520,4011125203,false,1,75,75,10,49,1,74,74,9,29,1,20,3,1,PUNT
Virginia,ACC,Liberty,FBS Independents,401112520,4011125204,true,1,44,56,9,29,1,92,8,3,39,5,50,12,48,FG
Liberty,FBS Independents,Virginia,ACC,401112520,4011125205,true,1,75,75,3,39,1,0,0,1,39,2,,7,75,TD
Virginia,ACC,Liberty,FBS Independents,401112520,4011125206,false,1,25,75,1,39,2,20,80,14,34,2,5,3,-5,PUNT
Liberty,FBS Independents,Virginia,ACC,401112520,4011125207,true,2,65,65,14,34,2,0,0,12,25,2,9,7,65,TD
Virginia,ACC,Liberty,FBS Independents,401112520,4011125208,false,2,39,61,12,25,2,58,42,9,10,3,15,7,19,DOWNS
Liberty,FBS Independents,Virginia,ACC,401112520,4011125209,false,2,58,58,9,10,2,38,38,7,40,1,30,4,20,INT
Virginia,ACC,Virginia Tech,ACC,401112521,4011125211,true,1,25,75,15,0,1,100,0,12,14,2,46,8,75,TD
Virginia Tech,ACC,Virginia,ACC,401112521,4011125212,false,1,75,75,12,14,1,68,68,10,19,1,55,3,7,PUNT
Virginia,ACC,Virginia Tech,ACC,401112521,4011125213,false,1,24,76,10,19,1,47,53,8,5,2,14,4,23,INT
Virginia Tech,ACC,Virginia,ACC,401112521,4011125214,true,1,56,56,8,5,1,3,3,3,26,4,39,8,53,FG
Virginia,ACC,Virginia Tech,ACC,401112521,4011125215,true,1,25,75,3,26,1,100,0,2,32,,54,3,75,TD
Virginia Tech,ACC,Virginia,ACC,401112521,4011125216,false,1,75,75,2,32,2,46,46,14,16,3,16,8,34,FUMBLE
Virginia,ACC,Virginia Tech,ACC,401112521,4011125217,false,2,41,59,14,16,2,62,38,12,6,2,10,4,21,PUNT
Virginia Tech,ACC,Virginia,ACC,401112521,4011125218,false,2,80,80,12,6,2,76,76,10,48,1,18,3,4,PUNT
Virginia,ACC,Virginia Tech,ACC,401112521,4011125219,false,2,39,61,10,48,2,42,58,9,10,1,38,3,3,PUNT
Boston College,ACC,Pittsburgh,ACC,401112522,4011125221,false,1,75,75,15,0,1,66,66,0,0,,,3,9,PUNT
