offense,offense_conference,defense,defense_conference,game_id,id,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Baylor,Big 12,TCU,Big 12,400868882,4008688823,false,1,25,75,14,4,1,29,71,11,52,2,12,6,4,PUNT
TCU,Big 12,Baylor,Big 12,400868882,4008688824,false,1,61,61,11,52,1,37,37,9,30,2,22,8,24,PUNT
Baylor,Big 12,TCU,Big 12,400868882,4008688825,false,1,2,98,9,30,1,4,96,8,56,,34,3,2,PUNT
TCU,Big 12,Baylor,Big 12,400868882,4008688826,true,1,45,45,8,56,1,9,9,5,36,3,20,11,36,FG
Baylor,Big 12,TCU,Big 12,400868882,4008688827,false,1,25,75,5,36,1,40,60,3,30,2,6,6,15,PUNT
TCU,Big 12,Baylor,Big 12,400868882,4008688828,true,1,88,88,3,30,2,0,0,14,55,3,35,10,88,TD
Baylor,Big 12,TCU,Big 12,400868882,4008688829,false,2,25,75,14,55,2,42,58,12,58,1,57,5,17,PUNT
Oklahoma,Big 12,Baylor,Big 12,400868883,4008688831,true,1,25,75,15,0,1,100,0,11,11,3,49,10,75,TD
Baylor,Big 12,Oklahoma,Big 12,400868883,4008688832,false,1,79,79,11,11,1,54,54,9,24,1,47,7,26,DOWNS
Oklahoma,Big 12,Baylor,Big 12,400868883,4008688833,false,1,53,47,9,24,1,58,42,8,1,1,23,3,5,PUNT
Baylor,Big 12,Oklahoma,Big 12,400868883,4008688834,false,1,98,98,8,1,1,99,99,7,15,,46,3,-1,PUNT
Oklahoma,Big 12,Baylor,Big 12,400868883,4008688835,true,1,50,50,7,15,1,100,0,5,17,1,58,5,50,TD
Baylor,Big 12,Oklahoma,Big 12,400868883,4008688836,false,1,67,67,5,17,1,2,2,2,48,2,29,10,65,INT
Oklahoma,Big 12,Baylor,Big 12,400868883,4008688837,true,1,9,91,2,48,2,100,0,12,45,5,3,11,91,TD
Baylor,Big 12,Oklahoma,Big 12,400868883,4008688838,true,2,75,75,12,45,2,18,18,7,28,5,17,18,57,FG
Oklahoma,Big 12,Baylor,Big 12,400868883,4008688839,false,2,25,75,7,28,2,55,45,4,34,2,54,6,30,PUNT
Baylor,Big 12,Kansas State,Big 12,400868884,4008688841,false,1,11,89,15,0,1,17,83,14,17,,43,3,6,PUNT
Kansas State,Big 12,Baylor,Big 12,400868884,4008688842,false,1,52,52,14,17,1,47,47,11,13,3,4,7,5,PUNT
Baylor,Big 12,Kansas State,Big 12,400868884,4008688843,false,1,15,85,11,13,1,90,10,6,21,4,52,15,83,FUMBLE
Kansas State,Big 12,Baylor,Big 12,400868884,4008688844,false,1,95,95,6,21,1,51,51,0,20,6,1,11,44,PUNT
Baylor,Big 12,Kansas State,Big 12,400868884,4008688845,false,1,20,80,0,20,2,27,73,14,3,1,17,5,7,PUNT
Kansas State,Big 12,Baylor,Big 12,400868884,4008688846,false,2,51,51,14,3,2,49,49,12,34,1,29,3,2,PUNT
Baylor,Big 12,Kansas State,Big 12,400868884,4008688847,false,2,4,96,12,34,2,13,87,11,17,1,17,3,9,PUNT
Kansas State,Big 12,Baylor,Big 12,400868884,4008688848,false,2,55,55,11,17,2,40,40,9,14,2,3,4,15,PUNT
Baylor,Big 12,Kansas State,Big 12,400868884,4008688849,false,2,20,80,9,14,2,49,51,7,15,1,59,7,29,FUMBLE
Baylor,Big 12,Texas Tech,Big 12,400868885,4008688851,true,1,75,75,15,0,1,0,0,12,43,2,17,7,75,TD
Texas Tech,Big 12,Baylor,Big 12,400868885,4008688852,true,1,23,77,12,43,1,100,0,8,5,4,38,10,77,TD
Baylor,Big 12,Texas Tech,Big 12,400868885,4008688853,false,1,69,69,8,5,1,61,61,6,17,1,48,6,9,FUMBLE
Texas Tech,Big 12,Baylor,Big 12,400868885,4008688854,true,1,60,40,6,17,1,100,0,6,9,,8,1,40,TD
Baylor,Big 12,Texas Tech,Big 12,400868885,4008688855,false,1,75,75,6,9,1,41,41,4,25,1,44,7,34,DOWNS
Texas Tech,Big 12,Baylor,Big 12,400868885,4008688856,true,1,41,59,4,25,1,100,0,3,13,1,12,4,59,TD
Baylor,Big 12,Texas Tech,Big 12,400868885,4008688857,false,1,75,75,3,13,1,60,60,1,18,1,55,4,15,PUNT
Texas Tech,Big 12,Baylor,Big 12,400868885,4008688858,false,1,14,86,1,18,2,17,83,14,49,1,29,3,3,PUNT
Baylor,Big 12,Texas Tech,Big 12,400868885,4008688859,false,2,36,36,14,49,2,20,20,13,5,1,44,6,16,MISSED FG
Baylor,Big 12,West Virginia,Big 12,400868886,4008688861,false,1,73,73,15,0,1,72,72,14,7,,53,2,1,INT
West Virginia,Big 12,Baylor,Big 12,400868886,4008688862,false,1,70,30,14,7,1,78,22,13,15,,52,4,8,DOWNS
Baylor,Big 12,West Virginia,Big 12,400868886,4008688863,false,1,78,78,13,15,1,59,59,10,39,2,36,6,19,PUNT
West Virginia,Big 12,Baylor,Big 12,400868886,4008688864,false,1,28,72,10,39,1,71,29,7,49,2,50,9,43,MISSED FG
Baylor,Big 12,West Virginia,Big 12,400868886,4008688865,false,1,71,71,7,49,1,72,72,6,19,1,30,2,-1,PUNT
West Virginia,Big 12,Baylor,Big 12,400868886,4008688866,true,1,40,60,6,19,1,67,33,2,23,3,56,10,28,FG
Baylor,Big 12,West Virginia,Big 12,400868886,4008688867,true,1,75,75,2,23,2,0,0,14,54,2,29,7,75,TD
West Virginia,Big 12,Baylor,Big 12,400868886,4008688868,false,2,18,82,14,54,2,63,37,11,13,3,41,9,45,PUNT
Baylor,Big 12,West Virginia,Big 12,400868886,4008688869,false,2,88,88,11,13,2,88,88,10,50,,23,3,0,PUNT
Northern Iowa,,Iowa State,Big 12,400868887,4008688871,false,1,75,75,15,0,1,61,61,12,6,2,54,6,14,PUNT
Iowa State,Big 12,Northern Iowa,,400868887,4008688872,false,1,11,89,12,6,1,40,60,9,57,2,9,5,29,PUNT
Northern Iowa,,Iowa State,Big 12,400868887,4008688873,false,1,89,89,9,57,1,81,81,8,7,1,50,3,8,PUNT
Iowa State,Big 12,Northern Iowa,,400868887,4008688874,true,1,56,44,8,7,1,100,0,7,16,,51,2,44,TD
Northern Iowa,,Iowa State,Big 12,400868887,4008688875,false,1,75,75,7,16,1,19,19,3,18,3,58,9,56,MISSED FG
Iowa State,Big 12,Northern Iowa,,400868887,4008688876,false,1,20,80,3,18,1,22,78,1,45,1,33,3,2,PUNT
Northern Iowa,,Iowa State,Big 12,400868887,4008688877,false,1,73,73,1,45,1,65,65,0,16,1,29,3,8,PUNT
Iowa State,Big 12,Northern Iowa,,400868887,4008688878,false,1,34,66,0,16,2,52,48,12,38,2,38,4,18,PUNT
Northern Iowa,,Iowa State,Big 12,400868887,4008688879,false,2,67,67,12,38,2,53,53,10,34,2,4,4,14,PUNT
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688881,false,1,25,75,15,0,1,54,46,12,29,2,31,5,29,PUNT
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688882,false,1,86,86,12,29,1,83,83,11,37,,52,3,3,PUNT
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688883,true,1,58,42,11,37,1,100,0,8,42,2,55,7,42,TD
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688884,false,1,75,75,8,42,1,70,70,7,15,1,27,3,5,PUNT
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688885,true,1,34,66,7,15,1,100,0,5,42,1,33,4,66,TD
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688886,true,1,77,77,5,42,1,14,14,0,32,5,10,11,63,FG
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688887,true,1,34,66,0,32,2,100,0,10,15,5,17,10,66,TD
Iowa State,Big 12,Iowa,Big Ten,400868888,4008688888,false,2,75,75,10,15,2,58,58,7,42,2,33,5,17,PUNT
Iowa,Big Ten,Iowa State,Big 12,400868888,4008688889,true,2,14,86,7,42,2,100,0,2,17,5,25,9,86,TD
Iowa State,Big 12,TCU,Big 12,400868889,4008688891,false,1,75,75,15,0,1,69,69,14,6,,54,3,6,PUNT
TCU,Big 12,Iowa State,Big 12,400868889,4008688892,true,1,39,61,14,6,1,80,20,11,48,2,18,9,41,FG
Iowa State,Big 12,TCU,Big 12,400868889,4008688893,false,1,75,75,11,48,1,34,34,7,56,3,52,10,41,DOWNS
TCU,Big 12,Iowa State,Big 12,400868889,4008688894,false,1,34,66,7,56,1,37,63,7,13,,43,3,3,PUNT
Iowa State,Big 12,TCU,Big 12,400868889,4008688895,false,1,88,88,7,13,1,84,84,5,45,1,28,3,4,PUNT
TCU,Big 12,Iowa State,Big 12,400868889,4008688896,true,1,36,64,5,45,1,100,0,5,24,,21,1,64,TD
Iowa State,Big 12,TCU,Big 12,400868889,4008688897,false,1,56,56,5,24,1,46,46,2,23,3,1,6,10,PUNT
TCU,Big 12,Iowa State,Big 12,400868889,4008688898,false,1,8,92,2,23,1,10,90,0,20,2,3,3,2,PUNT
Iowa State,Big 12,TCU,Big 12,400868889,4008688899,true,1,54,54,0,20,2,0,0,12,18,3,2,8,54,TD
Temple,American Athletic,Army,FBS Independents,400868910,4008689101,false,1,25,75,15,0,1,72,28,10,5,4,55,9,47,INT
Army,FBS Independents,Temple,American Athletic,400868910,4008689102,false,1,58,58,10,5,1,17,17,3,31,6,34,14,41,MISSED FG
Temple,American Athletic,Army,FBS Independents,400868910,4008689103,true,1,20,80,3,31,2,100,0,14,32,3,59,8,80,TD
Army,FBS Independents,Temple,American Athletic,400868910,4008689104,true,2,75,75,14,32,2,0,0,8,52,5,40,12,75,TD
Temple,American Athletic,Army,FBS Independents,400868910,4008689105,false,2,22,78,8,52,2,60,40,5,28,3,24,6,38,PUNT
Army,FBS Independents,Temple,American Athletic,400868910,4008689106,false,2,91,91,5,28,2,84,84,3,37,1,51,3,7,PUNT
Temple,American Athletic,Army,FBS Independents,400868910,4008689107,true,2,77,23,3,37,2,76,24,2,51,,46,4,-1,FG
Army,FBS Independents,Temple,American Athletic,400868910,4008689108,false,2,70,70,2,51,2,50,50,1,10,1,41,5,20,PUNT
Temple,American Athletic,Army,FBS Independents,400868910,4008689109,false,2,15,85,1,10,2,17,83,0,0,1,10,4,2,DOWNS
Rice,Conference USA,Army,FBS Independents,400868911,4008689111,true,1,75,75,15,0,1,0,0,13,52,1,8,3,75,TD
Army,FBS Independents,Rice,Conference USA,400868911,4008689112,true,1,25,75,13,52,1,100,0,10,54,2,58,6,75,TD
Rice,Conference USA,Army,FBS Independents,400868911,4008689113,false,1,75,75,10,54,1,36,36,7,45,3,9,6,39,PUNT
Army,FBS Independents,Rice,Conference USA,400868911,4008689114,true,1,16,84,7,45,1,100,0,0,43,7,2,13,84,TD
Rice,Conference USA,Army,FBS Independents,400868911,4008689115,false,1,75,75,0,43,2,58,58,14,10,1,33,4,17,PUNT
Army,FBS Independents,Rice,Conference USA,400868911,4008689116,false,2,20,80,14,10,2,54,46,9,41,4,29,7,34,PUNT
Rice,Conference USA,Army,FBS Independents,400868911,4008689117,false,2,95,95,9,41,2,65,65,7,46,1,55,5,30,FUMBLE
Army,FBS Independents,Rice,Conference USA,400868911,4008689118,true,2,65,35,7,46,2,100,0,4,16,3,30,7,35,TD
Rice,Conference USA,Army,FBS Independents,400868911,4008689119,false,2,75,75,4,16,2,69,69,2,59,1,17,3,6,PUNT
Army,FBS Independents,UTEP,Conference USA,400868912,4008689121,true,1,75,75,15,0,1,10,10,7,10,7,50,14,65,FG
UTEP,Conference USA,Army,FBS Independents,400868912,4008689122,false,1,25,75,7,10,1,32,68,4,15,2,55,6,7,PUNT
Army,FBS Independents,UTEP,Conference USA,400868912,4008689123,true,1,80,80,4,15,2,0,0,13,39,5,30,12,80,TD
UTEP,Conference USA,Army,FBS Independents,400868912,4008689124,false,2,18,82,13,39,2,25,75,11,28,2,11,4,7,PUNT
Army,FBS Independents,UTEP,Conference USA,400868912,4008689125,true,2,60,60,11,28,2,0,0,7,42,3,46,8,60,TD
UTEP,Conference USA,Army,FBS Independents,400868912,4008689126,false,2,25,75,7,42,2,51,49,5,36,2,6,5,26,PUNT
Army,FBS Independents,UTEP,Conference USA,400868912,4008689127,true,2,82,82,5,36,2,0,0,0,0,5,36,12,82,TD
UTEP,Conference USA,Army,FBS Independents,400868912,4008689128,false,2,55,45,0,0,2,55,45,0,0,,,0,0,Uncategorized
UTEP,Conference USA,Army,FBS Independents,400868912,4008689129,false,3,13,87,14,53,3,17,83,13,38,1,15,3,4,PUNT
Buffalo,Mid-American,Army,FBS Independents,400868913,4008689131,false,1,38,62,15,0,1,43,57,13,49,1,11,3,5,PUNT
Army,FBS Independents,Buffalo,Mid-American,400868913,4008689132,true,1,71,71,13,49,1,0,0,9,27,4,22,9,71,TD
Buffalo,Mid-American,Army,FBS Independents,400868913,4008689133,false,1,23,77,9,27,1,35,65,7,26,2,1,5,12,INT
Army,FBS Independents,Buffalo,Mid-American,400868913,4008689134,false,1,43,43,7,26,1,37,37,5,13,2,13,4,6,DOWNS
Buffalo,Mid-American,Army,FBS Independents,400868913,4008689135,false,1,38,62,5,13,1,44,56,3,35,1,38,3,6,PUNT
Army,FBS Independents,Buffalo,Mid-American,400868913,4008689136,true,1,84,84,3,35,2,4,4,11,21,7,8,14,80,FG
Buffalo,Mid-American,Army,FBS Independents,400868913,4008689137,false,2,21,79,11,21,2,61,39,5,33,5,48,11,40,PUNT
Army,FBS Independents,Buffalo,Mid-American,400868913,4008689138,false,2,86,86,5,33,2,36,36,1,5,4,28,10,50,INT
Buffalo,Mid-American,Army,FBS Independents,400868913,4008689139,false,2,1,99,1,5,2,10,90,0,0,1,5,2,9,END OF HALF
Lafayette,,Army,FBS Independents,400868915,4008689151,false,1,75,75,15,0,1,44,44,12,4,2,56,6,31,PUNT
Army,FBS Independents,Lafayette,,400868915,4008689152,true,1,12,88,12,4,1,100,0,10,4,2,,4,88,TD
Lafayette,,Army,FBS Independents,400868915,4008689153,false,1,78,78,10,4,1,74,74,6,49,3,15,6,4,PUNT
Army,FBS Independents,Lafayette,,400868915,4008689154,true,1,50,50,6,49,1,100,0,2,19,4,30,8,50,TD
Lafayette,,Army,FBS Independents,400868915,4008689155,false,1,78,78,2,19,1,74,74,0,11,2,8,3,4,PUNT
Army,FBS Independents,Lafayette,,400868915,4008689156,true,1,36,64,0,11,2,100,0,12,6,2,53,7,64,TD
Lafayette,,Army,FBS Independents,400868915,4008689157,false,2,69,69,12,6,2,67,67,10,59,1,7,3,2,PUNT
Army,FBS Independents,Lafayette,,400868915,4008689158,true,2,21,79,10,59,2,100,0,8,47,2,12,5,79,TD
Lafayette,,Army,FBS Independents,400868915,4008689159,false,2,82,82,8,47,2,70,70,5,49,2,58,6,12,PUNT
Army,FBS Independents,North Texas,Conference USA,400868916,4008689161,false,1,25,75,15,0,1,45,55,13,39,1,21,3,20,FUMBLE
North Texas,Conference USA,Army,FBS Independents,400868916,4008689162,false,1,45,45,13,39,1,44,44,12,58,,41,2,1,INT
Army,FBS Independents,North Texas,Conference USA,400868916,4008689163,true,1,42,58,12,58,1,100,0,7,37,5,21,11,58,TD
North Texas,Conference USA,Army,FBS Independents,400868916,4008689164,true,1,76,76,7,37,1,0,0,5,38,1,59,7,76,TD
Army,FBS Independents,North Texas,Conference USA,400868916,4008689165,true,1,25,75,5,38,1,30,70,4,57,,41,2,5,INT TD
Army,FBS Independents,North Texas,Conference USA,400868916,4008689167,true,1,8,92,4,43,2,78,22,13,21,6,15,14,70,FG
North Texas,Conference USA,Army,FBS Independents,400868916,4008689168,false,2,75,75,13,21,2,73,73,11,43,1,38,3,2,PUNT
Army,FBS Independents,North Texas,Conference USA,400868916,4008689169,false,2,28,72,11,43,2,32,68,8,2,3,41,8,4,DOWNS
Wake Forest,ACC,Army,FBS Independents,400868917,4008689171,false,1,16,84,15,0,1,45,55,12,54,2,6,6,29,INT
Army,FBS Independents,Wake Forest,ACC,400868917,4008689172,false,1,34,34,12,54,1,12,12,9,16,3,38,7,22,MISSED FG
Wake Forest,ACC,Army,FBS Independents,400868917,4008689173,false,1,20,80,9,16,1,19,81,8,2,1,14,3,-1,PUNT
Army,FBS Independents,Wake Forest,ACC,400868917,4008689174,true,1,43,43,8,2,1,0,0,7,54,,8,1,43,TD
Wake Forest,ACC,Army,FBS Independents,400868917,4008689175,false,1,10,90,7,54,1,58,42,7,12,,42,2,48,INT
Army,FBS Independents,Wake Forest,ACC,400868917,4008689176,false,1,78,78,7,12,1,62,62,3,45,3,27,6,16,PUNT
Wake Forest,ACC,Army,FBS Independents,400868917,4008689177,false,1,23,77,3,45,1,42,58,0,47,2,58,5,19,PUNT
Army,FBS Independents,Wake Forest,ACC,400868917,4008689178,false,1,80,80,0,47,2,76,76,14,20,1,27,3,4,PUNT
Wake Forest,ACC,Army,FBS Independents,400868917,4008689179,false,2,40,60,14,20,2,49,51,12,50,1,30,3,9,PUNT
Army,FBS Independents,Air Force,Mountain West,400868918,4008689181,false,1,26,74,15,0,1,58,42,10,9,4,51,7,32,PUNT
Air Force,Mountain West,Army,FBS Independents,400868918,4008689182,false,1,86,86,10,9,1,29,29,1,5,9,4,15,57,MISSED FG
Army,FBS Independents,Air Force,Mountain West,400868918,4008689183,false,1,29,71,1,5,2,42,58,13,18,2,47,6,13,PUNT
Air Force,Mountain West,Army,FBS Independents,400868918,4008689184,false,2,85,85,13,18,2,83,83,13,18,,,1,2,FUMBLE
Army,FBS Independents,Air Force,Mountain West,400868918,4008689185,false,2,83,17,13,18,2,83,17,12,0,1,18,3,0,INT
Air Force,Mountain West,Army,FBS Independents,400868918,4008689186,true,2,80,80,12,0,2,3,3,7,29,4,31,10,77,FG
Army,FBS Independents,Air Force,Mountain West,400868918,4008689187,false,2,8,92,7,29,2,17,83,5,33,1,56,3,9,PUNT
Air Force,Mountain West,Army,FBS Independents,400868918,4008689188,true,2,55,55,5,33,2,0,0,4,34,,59,3,55,TD
Army,FBS Independents,Air Force,Mountain West,400868918,4008689189,true,2,35,65,4,34,2,100,0,1,19,3,15,6,65,TD
Notre Dame,FBS Independents,Army,FBS Independents,400868919,4008689191,true,1,100,0,15,0,1,100,0,14,48,,12,0,0,TD
Army,FBS Independents,Notre Dame,FBS Independents,400868919,4008689192,false,1,78,78,14,48,1,79,79,12,42,2,6,3,-1,PUNT
Notre Dame,FBS Independents,Army,FBS Independents,400868919,4008689193,true,1,29,71,12,42,1,100,0,10,0,2,42,5,71,TD
Army,FBS Independents,Notre Dame,FBS Independents,400868919,4008689194,false,1,74,74,10,0,1,83,83,7,19,2,41,3,-9,PUNT
Notre Dame,FBS Independents,Army,FBS Independents,400868919,4008689195,true,1,56,44,7,19,1,100,0,3,44,3,35,8,44,TD
Army,FBS Independents,Notre Dame,FBS Independents,400868919,4008689196,true,1,63,63,3,44,2,0,0,14,14,4,30,9,63,TD
Notre Dame,FBS Independents,Army,FBS Independents,400868919,4008689197,true,2,29,71,14,14,2,100,0,9,34,4,40,9,71,TD
Army,FBS Independents,Notre Dame,FBS Independents,400868919,4008689198,false,2,75,75,9,34,2,73,73,8,1,1,33,3,2,PUNT
Notre Dame,FBS Independents,Army,FBS Independents,400868919,4008689199,true,2,41,59,8,1,2,90,10,3,39,4,22,9,49,FG
Morgan State,,Army,FBS Independents,400868920,4008689201,false,1,81,81,15,0,1,73,73,13,15,1,45,3,8,PUNT
Army,FBS Independents,Morgan State,,400868920,4008689202,true,1,40,60,13,15,1,100,0,9,26,3,49,8,60,TD
Morgan State,,Army,FBS Independents,400868920,4008689203,false,1,75,75,9,26,1,63,63,7,38,1,48,4,12,PUNT
Army,FBS Independents,Morgan State,,400868920,4008689204,true,1,53,47,7,38,1,100,0,6,49,,49,3,47,TD
Morgan State,,Army,FBS Independents,400868920,4008689205,false,1,80,80,6,49,1,76,76,4,43,2,6,3,4,PUNT
Army,FBS Independents,Morgan State,,400868920,4008689206,false,1,42,58,4,43,1,57,43,2,42,2,1,4,15,PUNT
Morgan State,,Army,FBS Independents,400868920,4008689207,false,1,98,98,2,42,2,55,55,11,43,5,59,12,43,PUNT
Morgan State,,Army,FBS Independents,400868920,4008689209,true,2,19,19,11,43,2,7,7,9,25,2,18,7,12,FG
Navy,American Athletic,Army,FBS Independents,400868921,4008689211,false,1,68,68,15,0,1,48,48,12,2,2,58,5,34,FUMBLE
