game_id,school,conference,homeAway,points,stat_category,stat_type,athlete,stat
322452638,UTEP,Conference USA,home,7,passing,C/ATT,Nick Lamaison,6/23
322452638,UTEP,Conference USA,home,7,passing,C/ATT,Carson Meger,1/3
322452638,UTEP,Conference USA,home,7,passing,YDS,Nick Lamaison,39
322452638,UTEP,Conference USA,home,7,passing,YDS,Carson Meger,9
322452638,UTEP,Conference USA,home,7,passing,AVG,Nick Lamaison,1.7
322452638,UTEP,Conference USA,home,7,passing,AVG,Carson Meger,3.0
322452638,UTEP,Conference USA,home,7,passing,TD,Nick Lamaison,0
322452638,UTEP,Conference USA,home,7,passing,TD,Carson Meger,0
322452638,UTEP,Conference USA,home,7,passing,INT,Nick Lamaison,0
322452638,UTEP,Conference USA,home,7,passing,INT,Carson Meger,0
322452638,UTEP,Conference USA,home,7,passing,QBR,Nick Lamaison,9.3
322452638,UTEP,Conference USA,home,7,passing,QBR,Carson Meger,17.4
322452638,UTEP,Conference USA,home,7,rushing,CAR,Nate Jeffery,21
322452638,UTEP,Conference USA,home,7,rushing,CAR,Xay Williams,5
322452638,UTEP,Conference USA,home,7,rushing,CAR,Carson Meger,1
322452638,UTEP,Conference USA,home,7,rushing,CAR,LaQuintus Dowell,3
322452638,UTEP,Conference USA,home,7,rushing,CAR,Josh Bell,1
322452638,UTEP,Conference USA,home,7,rushing,CAR,Autrey Golden,1
322452638,UTEP,Conference USA,home,7,rushing,CAR,Jordan Leslie,1
322452638,UTEP,Conference USA,home,7,rushing,CAR,Nick Lamaison,3
322452638,UTEP,Conference USA,home,7,rushing,YDS,Nate Jeffery,177
322452638,UTEP,Conference USA,home,7,rushing,YDS,Xay Williams,16
322452638,UTEP,Conference USA,home,7,rushing,YDS,Carson Meger,10
322452638,UTEP,Conference USA,home,7,rushing,YDS,LaQuintus Dowell,7
322452638,UTEP,Conference USA,home,7,rushing,YDS,Josh Bell,3
322452638,UTEP,Conference USA,home,7,rushing,YDS,Autrey Golden,3
322452638,UTEP,Conference USA,home,7,rushing,YDS,Jordan Leslie,-4
322452638,UTEP,Conference USA,home,7,rushing,YDS,Nick Lamaison,-5
322452638,UTEP,Conference USA,home,7,rushing,AVG,Nate Jeffery,8.4
322452638,UTEP,Conference USA,home,7,rushing,AVG,Xay Williams,3.2
322452638,UTEP,Conference USA,home,7,rushing,AVG,Carson Meger,10.0
322452638,UTEP,Conference USA,home,7,rushing,AVG,LaQuintus Dowell,2.3
322452638,UTEP,Conference USA,home,7,rushing,AVG,Josh Bell,3.0
322452638,UTEP,Conference USA,home,7,rushing,AVG,Autrey Golden,3.0
322452638,UTEP,Conference USA,home,7,rushing,AVG,Jordan Leslie,-4.0
322452638,UTEP,Conference USA,home,7,rushing,AVG,Nick Lamaison,-1.7
