id,offense,offense_conference,defense,defense_conference,home,away,offense_score,defense_score,drive_id,period,clock.minutes,clock.seconds,yard_line,yards_to_goal,down,distance,yards_gained,play_type,play_text,ppa
322450066004,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,14,30,34,66,3,1,7,Rush,Steele Jantz rush for 7 yards to the IowSt 41 for a 1ST down.,1.4417766318718419
322450066003,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,14,45,25,75,2,10,9,Pass Completion,Steele Jantz pass complete to Josh Lenz for 9 yards to the IowSt 34.,0.67993616009470423
322450066005,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,14,5,41,59,1,10,7,Rush,Shontrelle Johnson rush for 7 yards to the IowSt 48.,0.6972022034641013
322450066002,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,14,53,25,75,1,10,0,Pass Incompletion,Steele Jantz pass incomplete to Aaron Horne.,-0.70297002204365193
322450066010,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,12,39,57,43,4,11,0,Punt,"Kirby Van Der Kamp punt for 41 yards, punt out-of-bounds at the Tulsa 2.",
322450066006,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,13,40,48,52,2,3,10,Pass Completion,Steele Jantz pass complete to Aaron Horne for 10 yards to the Tulsa 42 for a 1ST down.,0.666874674762202
322450066007,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,13,12,58,42,1,10,-1,Rush,James White rush for a loss of 1 yard to the Tulsa 43.,-1.125910376883770
322450066008,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,12,52,57,43,2,11,0,Pass Incompletion,Steele Jantz pass incomplete to Aaron Horne.,-1.052222351415418
322450066009,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006601,1,12,46,57,43,3,11,0,Pass Incompletion,Steele Jantz pass incomplete to Josh Lenz.,-0.8748897038073657
322450066015,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,11,27,86,86,2,10,12,Pass Completion,Cody Green pass complete to Bryan Burnham for 12 yards to the Tulsa 26 for a 1ST down.,1.07337829298670505
322450066017,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,10,40,68,68,2,4,0,Rush,Ja'Terian Douglas rush for no gain to the Tulsa 32.,-0.90067771678742837
322450066012,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,12,33,98,98,1,10,4,Rush,Ja'Terian Douglas rush for 4 yards to the Tulsa 6.,-0.028184277766515997
322450066018,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,10,4,68,68,3,4,3,Pass Completion,Cody Green pass complete to Bryan Burnham for 3 yards to the Tulsa 35.,-0.19912301154964229
322450066016,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,11,9,74,74,1,10,6,Pass Completion,Cody Green pass complete to Bryan Burnham for 6 yards to the Tulsa 32.,0.3420124320108239
322450066019,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,9,23,65,65,4,1,0,Punt,"Cole Way punt for 34 yards, fair catch by Aaron Horne at the IowSt 31.",
322450066014,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,11,50,86,86,1,10,0,Rush,Cody Green rush for no gain to the Tulsa 14.,-0.42008778911877175
322450066013,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006602,1,12,6,94,94,2,6,8,Pass Completion,Cody Green pass complete to Keyarris Garrett for 8 yards to the Tulsa 14 for a 1ST down.,0.34329976233834357
322450066027,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,0,32245006603,1,7,51,97,3,-1,-1,0,Extra Point Good,Edwin Arceo extra point GOOD.,
322450066021,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006603,1,9,16,31,69,1,10,2,Pass Completion,Steele Jantz pass complete to Shontrelle Johnson for 2 yards to the IowSt 33.,-0.5660789348414364
322450066023,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006603,1,8,46,43,57,1,10,6,Pass Completion,Steele Jantz pass complete to Josh Lenz for 6 yards to the IowSt 49.,0.3916485064988020
322450066026,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,6,0,32245006603,1,7,51,57,43,2,8,43,Pass Completion,Steele Jantz pass complete to Josh Lenz for 43 yards for a TOUCHDOWN.,
322450066025,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006603,1,8,25,55,45,1,10,2,Rush,Shontrelle Johnson rush for 2 yards to the Tulsa 43.,-0.548127712470997
322450066022,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006603,1,8,55,33,67,2,8,10,Rush,Shontrelle Johnson rush for 10 yards to the IowSt 43 for a 1ST down.,1.7080532424451596
322450066028,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006603,1,7,51,35,65,-1,-1,60,Kickoff,Edwin Arceo kickoff for 61 yards returned by Trey Watts for 60 yards to the IowSt 36.,
322450066024,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,0,0,32245006603,1,8,39,49,51,2,4,6,Rush,Shontrelle Johnson rush for 6 yards to the Tulsa 45 for a 1ST down.,0.5971541059454565
322450066033,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,7,32245006604,1,6,54,34,34,3,8,0,Pass Incompletion,Cody Green pass incomplete to Bryan Burnham.,-1.0270296822165914
322450066032,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,7,32245006604,1,7,11,29,29,3,3,0,Penalty,TULSA penalty 5 yard False Start on Stetson Burnett accepted.,
322450066034,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,7,32245006604,1,6,43,34,34,4,8,0,Punt,"Cole Way punt for 31 yards, downed at the IowSt 3.",
322450066029,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,7,32245006604,1,7,37,36,36,1,10,0,Pass Incompletion,Cody Green pass incomplete to Bryan Burnham.,-0.7215426143188567
322450066031,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,7,32245006604,1,7,30,36,36,2,10,7,Rush,Ja'Terian Douglas rush for 7 yards to the IowSt 29.,0.4061519175082164
322450066036,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,2,32245006605,1,6,39,3,97,1,10,-3,Safety,Jeff Woody rush for a loss of 3 yards to the IowSt 0 for a SAFETY.,-2.04248143826009887
322450066038,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,0,32245006605,1,6,39,20,80,-1,-1,10,Kickoff,Kirby Van Der Kamp kickoff for 46 yards returned by Jake Sizelove for 10 yards to the Tulsa 44.,
322450066040,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,6,4,56,56,2,10,7,Pass Completion,Cody Green pass complete to Jordan James for 7 yards to the IowSt 49.,0.5660009479714940
322450066048,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,3,45,7,7,1,7,4,Rush,Ja'Terian Douglas rush for 4 yards to the IowSt 3.,-0.014669983632882
322450066049,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,3,10,3,3,2,3,2,Rush,Alex Singleton rush for 2 yards to the IowSt 1.,-0.242573615219457
322450066050,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,2,47,1,1,3,1,0,Rush,Alex Singleton rush for no gain to the IowSt 1.,-0.331755745676551
322450066051,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,8,7,32245006606,1,2,31,1,1,4,1,1,Rush,Ja'Terian Douglas rush for 1 yard for a TOUCHDOWN.,
322450066041,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,5,34,49,49,3,3,0,Timeout,"Timeout TULSA, clock 5:34.",
322450066053,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,10,7,32245006606,1,2,31,65,65,-1,-1,0,Kickoff,Cole Way kickoff for 65 yards for a touchback.,
322450066052,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,10,7,32245006606,1,2,31,3,3,-1,-1,0,2pt Conversion,"Two-point conversion attempt, Cody Green pass to Thomas Roberson GOOD.",
322450066047,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,4,8,16,16,2,5,9,Rush,Ja'Terian Douglas rush for 9 yards to the IowSt 7 for a 1ST down.,0.361053552277762
322450066044,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,4,42,21,21,1,10,5,Rush,Cody Green rush for 5 yards to the IowSt 16.,0.074488631190520
322450066043,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,5,8,32,32,1,10,11,Pass Completion,Cody Green pass complete to Bryan Burnham for 11 yards to the IowSt 21 for a 1ST down.,0.2392226117934694
322450066039,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,6,29,56,56,1,10,0,Pass Completion,Cody Green pass complete to Willie Carter for no gain to the Tulsa 44.,-1.1612466882658818
322450066042,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,2,7,32245006606,1,5,27,49,49,3,3,17,Pass Completion,Cody Green pass complete to Thomas Roberson for 17 yards to the IowSt 32 for a 1ST down.,2.0939090960847314
322450066056,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,10,32245006607,1,1,50,26,74,2,9,5,Pass Completion,Steele Jantz pass complete to Jarvis West for 5 yards to the IowSt 31.,0.05274725954590843
322450066055,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,10,32245006607,1,2,18,25,75,1,10,1,Rush,Steele Jantz rush for 1 yard to the IowSt 26.,-0.58747954310168553
322450066057,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,10,32245006607,1,1,13,31,69,3,4,18,Pass Interception,"Steele Jantz pass intercepted by Marco Nelson at the Tulsa 47, returned for 18 yards to the IowSt 35.",-0.3875125967229014
322450066064,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,7,32245006608,1,0,14,3,3,-1,-1,0,Extra Point Missed,Daniel Schwarz extra point BLOCKED.,
322450066063,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,7,32245006608,1,0,14,6,6,3,6,6,Pass Completion,Cody Green pass complete to Thomas Roberson for 6 yards for a TOUCHDOWN.,
322450066059,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,10,7,32245006608,1,1,5,35,35,1,10,25,Pass Completion,Cody Green pass complete to Bryan Burnham for 25 yards to the IowSt 10 for a 1ST down.,0.458761941527514
322450066067,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,7,32245006608,1,0,14,65,65,-1,-1,0,Kickoff,Cole Way kickoff for 65 yards for a touchback.,
322450066060,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,10,7,32245006608,1,0,43,10,10,1,10,4,Rush,Trey Watts rush for 4 yards to the IowSt 6.,-0.014840150532496
322450066061,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,10,7,32245006608,1,0,20,6,6,2,6,0,Pass Incompletion,Cody Green pass incomplete to Keyarris Garrett.,-0.295094857392710
322450066068,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006609,1,0,0,25,75,1,10,-4,Rush,James White rush for a loss of 4 yards to the IowSt 21.,-1.01636075209856185
322450066070,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006609,2,14,52,21,79,2,14,2,Pass Completion,Steele Jantz pass complete to Jarvis West for 2 yards to the IowSt 23.,-0.11780597257035285
322450066072,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006609,2,14,12,23,77,4,12,0,Punt,"Kirby Van Der Kamp punt for 47 yards, punt out-of-bounds at the Tulsa 30.",
322450066071,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006609,2,14,19,23,77,3,12,0,Pass Incompletion,Steele Jantz pass incomplete to Josh Lenz.,-0.11184027731402413
322450066074,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,7,32245006610,2,14,3,70,70,1,10,21,Pass Completion,"Cody Green pass complete to Bryan Burnham for 21 yards, fumbled, forced by Jake Knott, recovered by IowSt Durrell Givens at the IowSt 49.",1.9304559672670951
322450066081,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,12,24,69,31,3,4,0,Penalty,"TULSA penalty 15 yard Pass Interference on John Flanders accepted, no play.",
322450066085,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,13,16,32245006611,2,11,55,95,5,1,5,5,Rush,Steele Jantz rush for 5 yards for a TOUCHDOWN.,
322450066084,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,12,5,91,9,2,3,4,Rush,Jeff Woody rush for 4 yards to the Tulsa 5 for a 1ST down.,0.378912580316374
322450066083,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,12,18,79,21,1,15,12,Pass Completion,Steele Jantz pass complete to Jerome Tiller for 12 yards to the Tulsa 9.,0.670864175425972
322450066079,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,12,53,66,34,2,7,3,Pass Completion,Steele Jantz pass complete to Chris Young for 3 yards to the Tulsa 31.,-0.2701431701238965
322450066078,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,13,24,63,37,1,10,3,Rush,Shontrelle Johnson rush for 3 yards to the Tulsa 34.,-0.2366089144620603
322450066077,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,13,36,58,42,2,1,5,Pass Completion,Steele Jantz pass complete to Chris Young for 5 yards to the Tulsa 37 for a 1ST down.,-0.2507147830468912
322450066076,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,13,49,49,51,1,10,9,Pass Completion,Steele Jantz pass complete to Chris Young for 9 yards to the Tulsa 42.,1.122673355463087
322450066086,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006611,2,11,55,97,3,-1,-1,0,Extra Point Good,Edwin Arceo extra point GOOD.,
322450066087,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006611,2,11,55,35,65,-1,-1,0,Kickoff,Edwin Arceo kickoff for 65 yards for a touchback.,
322450066082,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,7,16,32245006611,2,12,24,84,16,1,10,0,Penalty,IOWA ST penalty 5 yard False Start on Jacob Gannon accepted.,
322450066091,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,14,32245006612,2,11,11,69,69,4,4,0,Punt,"Cole Way punt for 39 yards, fair catch by Aaron Horne at the IowSt 30.",
322450066088,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,14,32245006612,2,11,48,75,75,1,10,6,Pass Completion,Cody Green pass complete to Bryan Burnham for 6 yards to the Tulsa 31.,0.3333748010525683
322450066089,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,14,32245006612,2,11,23,69,69,2,4,0,Pass Incompletion,Cody Green pass incomplete to Willie Carter.,-0.8681070846083454
322450066090,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,14,32245006612,2,11,19,69,69,3,4,0,Pass Incompletion,Cody Green pass incomplete to Trey Watts.,-0.43770162015070736
322450066093,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006613,2,11,4,30,70,1,10,31,Pass Completion,Steele Jantz pass complete to Chris Young for 31 yards to the Tulsa 39 for a 1ST down.,2.5523479639727924
322450066096,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006613,2,9,54,83,17,1,10,12,Pass Completion,Steele Jantz pass complete to Josh Lenz for 12 yards to the Tulsa 5 for a 1ST down.,0.696122262225540
322450066100,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006613,2,9,18,35,65,-1,-1,38,Kickoff,Edwin Arceo kickoff for 65 yards returned by Ja'Terian Douglas for 38 yards to the Tulsa 38.,
322450066099,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006613,2,9,18,97,3,-1,-1,0,Extra Point Good,Edwin Arceo extra point GOOD.,
322450066097,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006613,2,9,45,95,5,1,5,-2,Rush,Shontrelle Johnson rush for a loss of 2 yards to the Tulsa 7.,-0.723367627458863
322450066095,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006613,2,10,5,68,32,2,3,0,Penalty,"TULSA penalty 15 yard Face Mask on Derrick Jackson accepted, no play.",
322450066098,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,20,16,32245006613,2,9,18,93,7,2,7,7,Pass Completion,Steele Jantz pass complete to Ernst Brun Jr. for 7 yards for a TOUCHDOWN.,
322450066094,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,14,16,32245006613,2,10,48,61,39,1,10,7,Pass Completion,Steele Jantz pass complete to Josh Lenz for 7 yards to the Tulsa 32.,0.435345095661706
322450066104,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006614,2,7,32,54,54,4,2,0,Punt,"Cole Way punt for 29 yards, downed at the IowSt 25.",
322450066103,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006614,2,8,2,53,53,3,1,-1,Rush,Alex Singleton rush for a loss of 1 yard to the Tulsa 46.,-1.2749964128491387
322450066101,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006614,2,9,5,62,62,1,10,4,Rush,Trey Watts rush for 4 yards to the Tulsa 42.,-0.1660250563858484
322450066102,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,0,0,32245006614,2,8,33,58,58,2,6,5,Rush,Cody Green rush for 5 yards to the Tulsa 47.,0.109495584664849
322450066114,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006615,2,5,53,53,47,3,8,4,Rush,Steele Jantz rush for 4 yards to the Tulsa 43.,-0.1565780364984341
322450066110,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006615,2,7,26,25,75,1,10,12,Rush,Shontrelle Johnson rush for 12 yards to the IowSt 37 for a 1ST down.,1.0272443261435713
322450066111,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006615,2,7,13,37,63,1,10,14,Pass Completion,Steele Jantz pass complete to Aaron Horne for 14 yards to the Tulsa 49 for a 1ST down.,1.2881802419405019
322450066112,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006615,2,6,52,51,49,1,10,1,Rush,Shontrelle Johnson rush for 1 yard to the Tulsa 48.,-0.8564651345494897
322450066113,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006615,2,6,30,52,48,2,9,1,Rush,Steele Jantz rush for 1 yard to the Tulsa 47.,-0.864701327734272
322450066115,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006615,2,5,23,57,43,4,4,0,Punt,"Kirby Van Der Kamp punt for 34 yards, fair catch by Trey Watts at the Tulsa 9.",
322450066124,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,3,22,70,70,4,3,0,Punt,"Cole Way punt for 40 yards, fair catch by Aaron Horne at the IowSt 30.",
322450066123,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,3,28,70,70,3,3,0,Pass Incompletion,Cody Green pass incomplete to Willie Carter.,-0.46492010519186522
322450066121,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,3,59,77,77,1,10,0,Pass Incompletion,Cody Green pass incomplete to Bryan Burnham.,-0.64253058711277506
322450066122,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,3,49,77,77,2,10,7,Pass Completion,Cody Green pass complete to Jordan James for 7 yards to the Tulsa 30.,0.28760399331917963
322450066118,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,5,17,91,91,1,10,7,Rush,Trey Watts rush for 7 yards to the Tulsa 16.,0.3698057877633616
322450066120,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,4,17,82,82,3,1,5,Pass Completion,Cody Green pass complete to Trey Watts for 5 yards to the Tulsa 23 for a 1ST down.,0.59040641720111515
322450066119,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006616,2,4,50,84,84,2,3,2,Rush,Trey Watts rush for 2 yards to the Tulsa 18.,-0.34838334312899555
322450066137,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,1,29,55,45,4,2,0,Punt,"Kirby Van Der Kamp punt for 30 yards, punt out-of-bounds at the Tulsa 15.",
322450066133,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,1,44,38,62,2,19,0,Pass Incompletion,Steele Jantz pass incomplete to James White.,-0.34367038684316941
322450066134,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,1,36,38,62,3,19,17,Pass Completion,Steele Jantz pass complete to Chris Young for 17 yards to the Tulsa 45.,1.54683939292076381
322450066136,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,1,36,55,45,4,2,0,Timeout,"Timeout IOWA ST, clock 1:36.",
322450066126,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,3,17,30,70,1,10,5,Pass Completion,Steele Jantz pass complete to Chris Young for 5 yards to the IowSt 35.,0.1029188553265588
322450066127,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,3,0,35,65,2,5,0,Rush,James White rush for no gain to the IowSt 35.,-0.9147012934951731
322450066128,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,2,30,35,65,3,5,12,Pass Completion,Steele Jantz pass complete to Ernst Brun Jr. for 12 yards to the IowSt 47 for a 1ST down.,2.4092695234996500
322450066132,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006617,2,2,7,47,53,1,10,0,Sack,Steele Jantz sacked by Daeshon Bufford for a loss of 9 yards to the IowSt 38.,-1.1527089917962545
322450066142,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006618,2,1,2,85,85,4,10,0,Punt,"Cole Way punt for 58 yards, downed at the IowSt 27.",
322450066139,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006618,2,1,24,85,85,1,10,0,Pass Incompletion,Cody Green pass incomplete to Willie Carter.,-0.44040789566676251
322450066141,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006618,2,1,14,85,85,3,10,0,Pass Incompletion,Cody Green pass incomplete to Ja'Terian Douglas.,-0.08613457617564713
322450066140,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,21,32245006618,2,1,19,85,85,2,10,0,Pass Incompletion,Cody Green pass incomplete to Willie Carter.,-0.19768513834417423
322450066153,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,24,16,32245006619,3,15,0,35,65,-1,-1,20,Kickoff,Edwin Arceo kickoff for 65 yards returned by Trey Watts for 20 yards to the Tulsa 20.,
322450066148,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,15,79,21,1,10,0,Timeout,"Timeout IOWA ST, clock 0:15.",
322450066144,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,55,27,73,1,10,11,Pass Completion,Steele Jantz pass complete to Aaron Horne for 11 yards to the IowSt 38 for a 1ST down.,0.9797117935424460
322450066145,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,36,38,62,1,10,9,Pass Completion,Steele Jantz pass complete to Josh Lenz for 9 yards to the IowSt 47.,1.3663728610382950
322450066146,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,23,47,53,2,1,0,Pass Incompletion,Steele Jantz pass incomplete to Aaron Horne.,-1.4229023327592944
322450066147,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,15,47,53,3,1,17,Rush,"James White rush for 17 yards to the Tulsa 21, TULSA penalty 15 yard Personal Foul on Marco Nelson accepted for a 1ST down.",1.998755017386694
322450066149,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,8,79,21,1,10,9,Pass Completion,Steele Jantz pass complete to Josh Lenz for 9 yards to the Tulsa 12.,0.628271997694076
322450066150,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,21,16,32245006619,2,0,4,88,12,2,1,0,Pass Incompletion,Steele Jantz pass incomplete to Josh Lenz.,-0.581427629460931
322450066151,Iowa State,Big 12,Tulsa,Conference USA,Iowa State,Tulsa,24,16,32245006619,2,0,0,88,12,3,1,30,Field Goal Good,Edwin Arceo 30 yard field goal GOOD.,-1.414547554437652
322450066154,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,24,32245006620,3,14,42,80,80,1,10,2,Rush,Ja'Terian Douglas rush for 2 yards to the Tulsa 22.,-0.3623882030735057
322450066155,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,24,32245006620,3,14,17,78,78,2,8,0,Pass Incompletion,Cody Green pass incomplete to Willie Carter.,-0.36802108747178331
322450066156,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,24,32245006620,3,14,9,78,78,3,8,25,Pass Completion,Cody Green pass complete to Trey Watts for 25 yards to the Tulsa 47 for a 1ST down.,3.02116765257708411
322450066160,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,24,32245006620,3,13,0,39,39,1,10,0,Pass Incompletion,Cody Green pass incomplete to Bryan Burnham.,-0.814236079442537
322450066157,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,24,32245006620,3,13,54,53,53,1,10,0,Pass Incompletion,Cody Green pass incomplete to Keyarris Garrett.,-1.1527089917962545
322450066161,Tulsa,Conference USA,Iowa State,Big 12,Iowa State,Tulsa,16,24,32245006620,3,12,54,39,39,2,10,0,Pass Incompletion,Cody Green pass incomplete to Keyarris Garrett.,-1.008878077670078
