id,Season,Date,Oppponent,Result,UNO.Score,Opp.Score,Location,Win,Loss,Tie,Game.Number,Game.Number.Series,running.wins,running.loses,running.ties,win.streak,lose.streak,tie.streak
538,2010,15-Jan-11,Bemidji State,L,2,3,"Omaha, NE",0,1,0,22,10,5,4,1,0,1,0
539,2010,21-Jan-11,North Dakota,W,8,4,"Grand Forks, ND",1,0,0,23,3,2,1,0,1,0,0
540,2010,22-Jan-11,North Dakota,L,2,4,"Grand Forks, ND",0,1,0,24,4,2,2,0,0,1,0
541,2010,28-Jan-11,Alabama-Huntsville,W,4,0,"Omaha, NE",1,0,0,25,9,7,0,2,1,0,0
542,2010,29-Jan-11,Alabama-Huntsville,L,1,2,"Omaha, NE",0,1,0,26,10,7,1,2,0,1,0
543,2010,4-Feb-11,St. Cloud State,W,3,0,"Omaha, NE",1,0,0,27,7,2,4,1,1,0,0
544,2010,5-Feb-11,St. Cloud State,W,4,3,"Omaha, NE",1,0,0,28,8,3,4,1,2,0,0
545,2010,11-Feb-11,Wisconsin,W,4,1,"Omaha, NE",1,0,0,29,6,1,5,0,3,0,0
546,2010,12-Feb-11,Wisconsin,W,4,3,"Omaha, NE",1,0,0,30,7,2,5,0,4,0,0
547,2010,18-Feb-11,Alaska Anchorage,L,2,3,"Anchorage, AK",0,1,0,31,2,0,1,1,0,1,0
548,2010,19-Feb-11,Alaska Anchorage,W,4,1,"Anchorage, AK",1,0,0,32,3,1,1,1,1,0,0
549,2010,25-Feb-11,Denver,W,5,2,"Omaha, NE",1,0,0,33,10,3,7,0,2,0,0
550,2010,26-Feb-11,Denver,L,2,4,"Omaha, NE",0,1,0,34,11,3,8,0,0,1,0
551,2010,4-Mar-11,Minnesota Duluth,L,1,4,"Duluth, MN",0,1,0,35,1,0,1,0,0,2,0
552,2010,5-Mar-11,Minnesota Duluth,W,5,2,"Duluth, MN",1,0,0,36,2,1,1,0,1,0,0
553,2010,11-Mar-11,Bemidji State,L,2,4,"Omaha, NE",0,1,0,37,11,5,5,1,0,1,0
554,2010,12-Mar-11,Bemidji State,L,2,3,"Omaha, NE",0,1,0,38,12,5,6,1,0,2,0
555,2010,25-Mar-11,Michigan,L,2,3,"St. Louis, MO",0,1,0,39,36,7,26,3,0,3,0
556,2011,7-Oct-11,Mercy Hurst,W,5,1,"Omaha, NE",1,0,0,1,3,3,0,0,1,0,0
557,2011,8-Oct-11,Colgate,L,3,4,"Omaha, NE",0,1,0,2,6,3,1,2,0,1,0
558,2011,14-Oct-11,Alaska Anchorage,L,0,3,"Fairbanks, AK",0,1,0,3,4,1,2,1,0,2,0
559,2011,15-Oct-11,Alaska Fairbanks,L,1,4,"Fairbanks, AK",0,1,0,4,50,16,23,11,0,3,0
560,2011,21-Oct-11,Alaska Anchorage,W,4,1,"Omaha, NE",1,0,0,5,5,2,2,1,1,0,0
561,2011,22-Oct-11,Alaska Anchorage,W,3,1,"Omaha, NE",1,0,0,6,6,3,2,1,2,0,0
562,2011,28-Oct-11,Wisconsin,W,5,4,"Madison, WI",1,0,0,7,8,3,5,0,3,0,0
563,2011,29-Oct-11,Wisconsin,L,3,6,"Madison, WI",0,1,0,8,9,3,6,0,0,1,0
564,2011,4-Nov-11,Colorado College,W,7,5,"Omaha, NE",1,0,0,9,4,2,1,1,1,0,0
565,2011,5-Nov-11,Colorado College,L,2,5,"Omaha, NE",0,1,0,10,5,2,2,1,0,1,0
566,2011,11-Nov-11,Bemidji State,T,3,3,"Bemidji, MN",0,0,1,11,13,5,6,2,0,0,1
567,2011,12-Nov-11,Bemidji State,W,5,1,"Bemidji, MN",1,0,0,12,14,6,6,2,1,0,0
568,2011,18-Nov-11,Denver,L,3,7,"Denver, CO",0,1,0,13,12,3,9,0,0,1,0
569,2011,19-Nov-11,Denver,T,3,3,"Denver, CO",0,0,1,14,13,3,9,1,0,0,1
570,2011,26-Nov-11,St. Cloud State,W,4,3,"Omaha, NE",1,0,0,15,9,4,4,1,1,0,0
571,2011,27-Nov-11,St. Cloud State,T,2,2,"Omaha, NE",0,0,1,16,10,4,4,2,0,0,1
572,2011,2-Dec-11,Alabama-Huntsville,L,1,3,"Nashville, TN",0,1,0,17,11,7,2,2,0,1,0
573,2011,3-Dec-11,Alabama-Huntsville,W,6,2,"Nashville, TN",1,0,0,18,12,8,2,2,1,0,0
574,2011,9-Dec-11,North Dakota,W,2,1,"Grand Forks, ND",1,0,0,19,5,3,2,0,2,0,0
575,2011,10-Dec-11,North Dakota,L,0,1,"Grand Forks, ND",0,1,0,20,6,3,3,0,0,1,0
576,2011,30-Dec-11,Quinnipiac,T,2,2,"Omaha, NE",0,0,1,21,3,0,2,1,0,0,1
577,2011,31-Dec-11,Quinnipiac,W,4,1,"Omaha, NE",1,0,0,22,4,1,2,1,1,0,0
578,2011,13-Jan-12,Minnesota Duluth,L,2,6,"Omaha, NE",0,1,0,23,3,1,2,0,0,1,0
579,2011,14-Jan-12,Minnesota Duluth,W,3,1,"Omaha, NE",1,0,0,24,4,2,2,0,1,0,0
580,2011,20-Jan-12,Minnesota State,W,2,1,"Mankato, MN",1,0,0,25,29,11,13,5,2,0,0
581,2011,21-Jan-12,Minnesota State,L,4,5,"Mankato, MN",0,1,0,26,30,11,14,5,0,1,0
582,2011,3-Feb-12,Bemidji State,T,1,1,"Omaha, NE",0,0,1,27,15,6,6,3,0,0,1
583,2011,4-Feb-12,Bemidji State,L,4,6,"Omaha, NE",0,1,0,28,16,6,7,3,0,1,0
584,2011,10-Feb-12,Michigan Tech,T,3,3,"Houghton, MI",0,0,1,29,7,4,2,1,0,0,1
585,2011,11-Feb-12,Michigan Tech,W,4,0,"Houghton, MI",1,0,0,30,8,5,2,1,1,0,0
586,2011,17-Feb-12,Colorado College,L,3,4,"Colorado Springs, CO",0,1,0,31,6,2,3,1,0,1,0
587,2011,18-Feb-12,Colorado College,W,5,3,"Colorado Springs, CO",1,0,0,32,7,3,3,1,1,0,0
588,2011,24-Feb-12,Minnesota,L,2,3,"Omaha, NE",0,1,0,33,4,2,2,0,0,1,0
589,2011,25-Feb-12,Minnesota,L,2,3,"Omaha, NE",0,1,0,34,5,2,3,0,0,2,0
590,2011,2-Mar-12,Denver,L,0,3,"Omaha, NE",0,1,0,35,14,3,10,1,0,3,0
591,2011,3-Mar-12,Denver,L,2,3,"Omaha, NE",0,1,0,36,15,3,11,1,0,4,0
592,2011,9-Mar-12,St. Cloud State,L,0,4,"St. Cloud, MN",0,1,0,37,11,4,5,2,0,5,0
593,2011,10-Mar-12,St. Cloud State,L,1,3,"St. Cloud, MN",0,1,0,38,12,4,6,2,0,6,0
594,2012,12-Oct-12,Army,W,5,1,"Kansas City, MO",1,0,0,1,7,3,4,0,1,0,0
595,2012,13-Oct-12,Notre Dame,L,2,3,"Kansas City, MO",0,1,0,2,32,10,18,4,0,1,0
596,2012,19-Oct-12,Northern Michigan,W,5,2,"Omaha, NE",1,0,0,3,33,16,15,2,1,0,0
597,2012,20-Oct-12,Northern Michigan,L,1,2,"Omaha, NE",0,1,0,4,34,16,16,2,0,1,0
598,2012,26-Oct-12,Bemidji State,T,3,3,"Omaha, NE",0,0,1,5,17,6,7,4,0,0,1
599,2012,27-Oct-12,Bemidji State,L,2,3,"Omaha, NE",0,1,0,6,18,6,8,4,0,1,0
600,2012,2-Nov-12,Michigan Tech,W,2,1,"Houghton, MI",1,0,0,7,9,6,2,1,1,0,0
601,2012,3-Nov-12,Michigan Tech,W,5,3,"Houghton, MI",1,0,0,8,10,7,2,1,2,0,0
602,2012,10-Nov-12,Minnesota Duluth,W,3,2,"Omaha, NE",1,0,0,9,5,3,2,0,3,0,0
603,2012,11-Nov-12,Minnesota Duluth,W,6,3,"Omaha, NE",1,0,0,10,6,4,2,0,4,0,0
604,2012,23-Nov-12,Alabama-Huntsville,W,3,2,"Omaha, NE",1,0,0,11,13,9,2,2,5,0,0
605,2012,24-Nov-12,Alabama-Huntsville,W,8,0,"Omaha, NE",1,0,0,12,14,10,2,2,6,0,0
606,2012,30-Nov-12,Minnesota,W,3,2,"Minneapolis, MN",1,0,0,13,6,3,3,0,7,0,0
607,2012,1-Dec-12,Minnesota,L,2,3,"Minneapolis, MN",0,1,0,14,7,3,4,0,0,1,0
608,2012,7-Dec-12,St. Cloud State,W,6,5,"St. Cloud, MN",1,0,0,15,13,5,6,2,1,0,0
609,2012,8-Dec-12,St. Cloud State,L,1,2,"St. Cloud, MN",0,1,0,16,14,5,7,2,0,1,0
610,2012,14-Dec-12,Minnesota State,L,3,6,"Omaha, NE",0,1,0,17,31,11,15,5,0,2,0
611,2012,15-Dec-12,Minnesota State,W,5,1,"Omaha, NE",1,0,0,18,32,12,15,5,1,0,0
612,2012,29-Dec-12,Quinnipiac,L,4,5,"Hamden, CT",0,1,0,19,5,1,3,1,0,1,0
613,2012,30-Dec-12,Quinnipiac,L,1,3,"Hamden, CT",0,1,0,20,6,1,4,1,0,2,0
614,2012,4-Jan-13,Colorado College,W,8,4,"Omaha, NE",1,0,0,21,8,4,3,1,1,0,0
615,2012,5-Jan-13,Colorado College,W,3,1,"Omaha, NE",1,0,0,22,9,5,3,1,2,0,0
616,2012,11-Jan-12,Denver,L,4,7,"Denver, CO",0,1,0,23,16,3,12,1,0,1,0
617,2012,12-Jan-13,Denver,T,3,3,"Denver, CO",0,0,1,24,17,3,12,2,0,0,1
618,2012,25-Jan-13,Bemidji State,W,5,3,"Bemidji, MN",1,0,0,25,19,7,8,4,1,0,0
619,2012,26-Jan-13,Bemidji State,W,2,1,"Bemidji, MN",1,0,0,26,20,8,8,4,2,0,0
620,2012,1-Feb-13,Michigan Tech,W,4,3,"Omaha, NE",1,0,0,27,11,8,2,1,3,0,0
621,2012,2-Feb-13,Michigan Tech,L,1,2,"Omaha, NE",0,1,0,28,12,8,3,1,0,1,0
622,2012,8-Feb-13,North Dakota,L,1,2,"Omaha, NE",0,1,0,29,7,3,4,0,0,2,0
623,2012,9-Feb-13,North Dakota,L,2,5,"Omaha, NE",0,1,0,30,8,3,5,0,0,3,0
624,2012,15-Feb-13,Alaska Anchorage,W,3,0,"Anchorage, AK",1,0,0,31,7,4,2,1,1,0,0
625,2012,16-Feb-13,Alaska Anchorage,W,6,5,"Anchorage, AK",1,0,0,32,8,5,2,1,2,0,0
626,2012,1-Mar-13,Wisconsin,L,3,4,"Omaha, NE",0,1,0,33,10,3,7,0,0,1,0
627,2012,2-Mar-13,Wisconsin,L,2,6,"Omaha, NE",0,1,0,34,11,3,8,0,0,2,0
628,2012,8-Mar-13,Minnesota Duluth,L,4,5,"Duluth, MN",0,1,0,35,7,4,3,0,0,3,0
629,2012,9-Mar-13,Minnesota Duluth,L,0,6,"Duluth, MN",0,1,0,36,8,4,4,0,0,4,0
630,2012,15-Mar-13,Minnesota State,L,3,4,"Mankato, MN",0,1,0,37,33,12,16,5,0,5,0
631,2012,16-Mar-13,Minnesota State,W,2,1,"Mankato, MN",1,0,0,38,34,13,16,5,1,0,0
632,2012,17-Mar-13,Minnesota State,L,1,3,"Mankato, MN",0,1,0,39,35,13,17,5,0,1,0
633,2013,11-Oct-13,Bentley,L,4,6,"Omaha, NE",0,1,0,1,3,2,1,0,0,2,0
634,2013,12-Oct-13,Bentley,W,4,2,"Omaha, NE",1,0,0,2,4,3,1,0,1,0,0
635,2013,18-Oct-13,Northern Michigan,W,2,1,"Marquette, MI",1,0,0,3,35,17,16,2,2,0,0
636,2013,19-Oct-13,Northern Michigan,L,3,6,"Marquette, MI",0,1,0,4,36,17,17,2,0,1,0
637,2013,25-Oct-13,Cornell,L,3,5,"Omaha, NE",0,1,0,5,1,0,1,0,0,2,0
638,2013,26-Oct-13,Cornell,L,3,4,"Omaha, NE",0,1,0,6,2,0,2,0,0,3,0
639,2013,1-Nov-13,Denver,W,3,2,"Denver, CO",1,0,0,7,18,4,12,2,1,0,0
640,2013,2-Dec-13,Denver,W,3,2,"Denver, CO",1,0,0,8,19,5,12,2,2,0,0
641,2013,9-Nov-13,North Dakota,W,4,2,"Omaha, NE",1,0,0,9,9,4,5,0,3,0,0
642,2013,10-Nov-13,North Dakota,L,2,3,"Omaha, NE",0,1,0,10,10,4,6,0,0,1,0
643,2013,15-Nov-13,Michigan,W,3,2,"Omaha, NE",1,0,0,11,37,8,26,3,1,0,0
644,2013,16-Nov-13,Michigan,L,3,4,"Omaha, NE",0,1,0,12,38,8,27,3,0,1,0
645,2013,22-Nov-13,Miami,W,6,3,"Omaha, NE",1,0,0,13,28,8,17,3,1,0,0
646,2013,23-Nov-13,Miami,W,3,1,"Omaha, NE",1,0,0,14,29,9,17,3,2,0,0
647,2013,6-Dec-13,Colorado College,L,2,4,"Colorado Springs, CO",0,1,0,15,10,5,4,1,0,1,0
648,2013,7-Dec-13,Colorado College,T,3,3,"Colorado Springs, CO",0,0,1,16,11,5,4,2,0,0,1
649,2013,3-Jan-14,New Hampshire,L,3,6,"Durham, NH",0,1,0,17,3,1,2,0,0,1,0
650,2013,4-Jan-14,New Hampshire,L,2,5,"Durham, NH",0,1,0,18,4,1,3,0,0,2,0
651,2013,10-Jan-14,Minnesota Duluth,L,2,3,"Omaha, NE",0,1,0,19,9,4,5,0,0,3,0
652,2013,11-Jan-14,Minnesota Duluth,L,1,3,"Omaha, NE",0,1,0,20,10,4,6,0,0,4,0
653,2013,17-Jan-14,Miami,T,2,2,"Oxford, OH",0,0,1,21,30,9,17,4,0,0,1
654,2013,18-Jan-14,Miami,W,5,1,"Oxford, OH",1,0,0,22,31,10,17,4,1,0,0
655,2013,31-Jan-14,St. Cloud State,L,3,5,"Omaha, NE",0,1,0,23,15,5,8,2,0,1,0
656,2013,1-Feb-14,St. Cloud State,W,8,6,"Omaha, NE",1,0,0,24,16,6,8,2,1,0,0
657,2013,7-Feb-14,North Dakota,L,2,4,"Grand Forks, ND",0,1,0,25,11,4,7,0,0,1,0
658,2013,8-Feb-14,North Dakota,W,6,3,"Grand Forks, ND",1,0,0,26,12,5,7,0,1,0,0
659,2013,14-Feb-14,Denver,W,4,2,"Omaha, NE",1,0,0,27,20,6,12,2,2,0,0
660,2013,15-Feb-14,Denver,L,1,4,"Omaha, NE",0,1,0,28,21,6,13,2,0,1,0
661,2013,21-Feb-14,Western Michigan,W,5,1,"Kalamazoo, MI",1,0,0,29,29,15,8,6,1,0,0
662,2013,22-Feb-14,Western Michigan,L,3,5,"Kalamazoo, MI",0,1,0,30,30,15,9,6,0,1,0
663,2013,28-Feb-14,Colorado College,W,6,0,"Omaha, NE",1,0,0,31,12,6,4,2,1,0,0
664,2013,1-Mar-14,Colorado College,W,2,1,"Omaha, NE",1,0,0,32,13,7,4,2,2,0,0
665,2013,7-Mar-14,Minnesota Duluth,L,2,8,"Duluth, MN",0,1,0,33,11,4,7,0,0,1,0
666,2013,8-Mar-14,Minnesota Duluth,W,4,1,"Duluth, MN",1,0,0,34,12,5,7,0,1,0,0
667,2013,13-Mar-14,Denver,W,4,3,"Omaha, NE",1,0,0,35,22,7,13,2,2,0,0
668,2013,14-Mar-14,Denver,L,1,5,"Omaha, NE",0,1,0,36,23,7,14,2,0,1,0
669,2013,15-Mar-14,Denver,L,0,2,"Omaha, NE",0,1,0,37,24,7,15,2,0,2,0
670,2014,10-Oct-14,Minnesota State,W,5,3,"Omaha, NE",1,0,0,1,36,14,17,5,1,0,0
671,2014,11-Oct-14,Minnesota State,L,2,4,"Omaha, NE",0,1,0,2,37,14,18,5,0,1,0
672,2014,17-Oct-14,Western Michigan,W,5,2,"Kalamazoo, MI",1,0,0,3,31,16,9,6,1,0,0
673,2014,18-Oct-14,Western Michigan,W,3,0,"Kalamazoo, MI",1,0,0,4,32,17,9,6,2,0,0
674,2014,31-Oct-14,Cornell,T,1,1,"Ithaca, NY",0,0,1,5,3,0,2,1,0,0,1
675,2014,1-Nov-14,Cornell,W,2,1,"Ithaca, NY",1,0,0,6,4,1,2,1,1,0,0
676,2014,7-Nov-14,Ohio State,W,4,1,"Columbus, OH",1,0,0,7,32,14,13,5,2,0,0
677,2014,8-Nov-14,Ohio State,W,4,3,"Columbus, OH",1,0,0,8,33,15,13,5,3,0,0
678,2014,21-Nov-14,Minnesota Duluth,L,2,3,"Omaha, NE",0,1,0,9,13,5,8,0,0,1,0
679,2014,22-Nov-14,Minnesota Duluth,W,4,1,"Omaha, NE",1,0,0,10,14,6,8,0,1,0,0
680,2014,28-Nov-14,North Dakota,T,2,2,"Grand Forks, ND",0,0,1,11,13,5,7,1,0,0,1
681,2014,29-Nov-14,North Dakota,L,2,3,"Grand Forks, ND",0,1,0,12,14,5,8,1,0,1,0
682,2014,5-Dec-14,Miami,L,2,8,"Oxford, OH",0,1,0,13,32,10,18,4,0,2,0
683,2014,6-Nov-14,Miami,W,5,2,"Oxford, OH",1,0,0,14,33,11,18,4,1,0,0
684,2014,12-Dec-14,St. Cloud State,W,3,2,"Omaha, NE",1,0,0,15,17,7,8,2,2,0,0
685,2014,13-Dec-14,St. Cloud State,W,5,3,"Omaha, NE",1,0,0,16,18,8,8,2,3,0,0
686,2014,20-Dec-14,Alabama-Huntsville,W,2,1,"Omaha, NE",1,0,0,17,15,11,2,2,4,0,0
687,2014,21-Dec-14,Alabama-Huntsville,T,3,3,"Omaha, NE",0,0,1,18,16,11,2,3,0,0,1
688,2014,30-Dec-14,New Hampshire,W,2,1,"Omaha, NE",1,0,0,19,5,2,3,0,1,0,0
689,2014,31-Dec-14,New Hampshire,L,2,6,"Omaha, NE",0,1,0,20,6,2,4,0,0,1,0
690,2014,9-Jan-15,Denver,W,5,4,"Omaha, NE",1,0,0,21,25,8,15,2,1,0,0
691,2014,10-Jan-15,Denver,W,1,0,"Omaha, NE",1,0,0,22,26,9,15,2,2,0,0
692,2014,16-Jan-15,Colorado College,L,3,4,"Colorado Springs, CO",0,1,0,23,14,7,5,2,0,1,0
693,2014,17-Jan-15,Colorado College,W,4,1,"Colorado Springs, CO",1,0,0,24,15,8,5,2,1,0,0
694,2014,30-Jan-15,North Dakota,W,3,2,"Omaha, NE",1,0,0,25,15,6,8,1,2,0,0
695,2014,31-Jan-15,North Dakota,L,3,4,"Omaha, NE",0,1,0,26,16,6,9,1,0,1,0
696,2014,13-Feb-15,Western Michigan,L,1,2,"Omaha, NE",0,1,0,27,33,17,10,6,0,2,0
697,2014,14-Feb-15,Western Michigan,W,3,1,"Omaha, NE",1,0,0,28,34,18,10,6,1,0,0
698,2014,20-Feb-15,St. Cloud State,L,3,4,"St. Cloud, MN",0,1,0,29,19,8,9,2,0,1,0
699,2014,21-Feb-15,St. Cloud State,L,0,2,"St. Cloud, MN",0,1,0,30,20,8,10,2,0,2,0
700,2014,27-Feb-15,Minnesota Duluth,T,1,1,"Duluth, MN",0,0,1,31,15,6,8,1,0,0,1
701,2014,28-Feb-15,Minnesota Duluth,T,1,1,"Duluth, MN",0,0,1,32,16,6,8,2,0,0,2
702,2014,6-Mar-15,Colorado College,T,2,2,"Omaha, NE",0,0,1,33,16,8,5,3,0,0,3
703,2014,7-Mar-15,Colorado College,W,4,2,"Omaha, NE",1,0,0,34,17,9,5,3,1,0,0
704,2014,13-Mar-15,St. Cloud State,L,1,2,"Omaha, NE",0,1,0,35,21,8,11,2,0,1,0
705,2014,14-Mar-15,St. Cloud State,L,1,3,"Omaha, NE",0,1,0,36,22,8,12,2,0,2,0
706,2014,28-Mar-15,Harvard,W,4,1,"South Bend, IN",1,0,0,37,3,1,2,0,1,0,0
707,2014,29-Mar-15,RIT,W,4,0,"South Bend, IN",1,0,0,38,4,2,2,0,2,0,0
708,2014,9-Apr-15,Providence,L,1,4,"Boston, MA",0,1,0,39,2,1,1,0,0,1,0
709,2015,9-Oct-15,Minnesota State,W,3,2,"Mankato, MN",1,0,0,1,38,15,18,5,1,0,0
710,2015,10-Oct-15,Minnesota State,W,2,0,"Mankato, MN",1,0,0,2,39,16,18,5,2,0,0
711,2015,16-Oct-15,Vermont,W,4,3,"Burlington, VT",1,0,0,3,1,1,0,0,3,0,0
712,2015,17-Oct-15,Vermont,W,3,1,"Burlington, VT",1,0,0,4,2,2,0,0,4,0,0
713,2015,23-Oct-15,Air Force,W,4,2,"Omaha, NE",1,0,0,5,7,6,1,0,5,0,0
714,2015,24-Oct-15,Air Force,W,4,1,"Omaha, NE",1,0,0,6,8,7,1,0,6,0,0
715,2015,30-Oct-15,Western Michigan,L,2,4,"Kalamazoo, MI",0,1,0,7,35,18,11,6,0,1,0
716,2015,31-Oct-15,Western Michigan,L,1,6,"Kalamazoo, MI",0,1,0,8,36,18,12,6,0,2,0
717,2015,6-Nov-15,Minnesota Duluth,W,4,2,"Omaha, NE",1,0,0,9,17,7,8,2,1,0,0
718,2015,7-Nov-15,Minnesota Duluth,W,4,2,"Omaha, NE",1,0,0,10,18,8,8,2,2,0,0
719,2015,20-Nov-15,Miami,T,3,3,"Oxford, OH",0,0,1,11,34,11,18,5,0,0,1
720,2015,21-Nov-15,Miami,W,3,2,"Oxford, OH",1,0,0,12,35,12,18,5,1,0,0
721,2015,27-Nov-15,Ohio State,W,3,1,"Omaha, NE",1,0,0,13,34,16,13,5,2,0,0
722,2015,28-Nov-15,Ohio State,W,6,4,"Omaha, NE",1,0,0,14,35,17,13,5,3,0,0
723,2015,4-Dec-15,St. Cloud State,L,1,4,"St. Cloud, MN",0,1,0,15,23,8,13,2,0,1,0
724,2015,5-Dec-15,St. Cloud State,W,7,2,"St. Cloud, MN",1,0,0,16,24,9,13,2,1,0,0
725,2015,19-Dec-15,Arizona State,W,3,1,"Omaha, NE",1,0,0,17,1,1,0,0,2,0,0
726,2015,20-Dec-15,Arizona State,W,6,0,"Omaha, NE",1,0,0,18,2,2,0,0,3,0,0
727,2015,8-Jan-16,Denver,L,0,3,"Omaha, NE",0,1,0,19,27,9,16,2,0,1,0
728,2015,9-Jan-16,Denver,L,3,4,"Omaha, NE",0,1,0,20,28,9,17,2,0,2,0
729,2015,15-Jan-16,North Dakota,W,4,3,"Grand Forks, ND",1,0,0,21,17,7,9,1,1,0,0
730,2015,16-Jan-16,North Dakota,L,1,5,"Grand Forks, ND",0,1,0,22,18,7,10,1,0,1,0
731,2015,22-Jan-16,Miami,L,1,3,"Omaha, NE",0,1,0,23,36,12,19,5,0,2,0
732,2015,23-Jan-16,Miami,L,3,7,"Omaha, NE",0,1,0,24,37,12,20,5,0,3,0
733,2015,29-Jan-16,Colorado College,L,1,5,"Colorado Springs, CO",0,1,0,25,18,9,6,3,0,4,0
734,2015,30-Jan-16,Colorado College,W,6,1,"Colorado Springs, CO",1,0,0,26,19,10,6,3,1,0,0
735,2015,12-Feb-16,Western Michigan,W,2,1,"Omaha, NE",1,0,0,27,37,19,12,6,2,0,0
736,2015,13-Feb-16,Western Michigan,W,6,3,"Omaha, NE",1,0,0,28,38,20,12,6,3,0,0
737,2015,19-Feb-16,St. Cloud State,L,1,4,"Omaha, NE",0,1,0,29,25,9,14,2,0,1,0
738,2015,20-Feb-16,St. Cloud State,L,3,6,"Omaha, NE",0,1,0,30,26,9,15,2,0,2,0
739,2015,26-Feb-16,North Dakota,L,2,4,"Omaha, NE",0,1,0,31,19,7,11,1,0,3,0
740,2015,27-Feb-16,North Dakota,L,1,4,"Omaha, NE",0,1,0,32,20,7,12,1,0,4,0
741,2015,4-Mar-16,Denver,L,0,3,"Denver, CO",0,1,0,33,29,9,18,2,0,5,0
742,2015,5-Mar-16,Denver,L,1,2,"Denver, CO",0,1,0,34,30,9,19,2,0,6,0
743,2015,11-Mar-16,Denver,L,2,5,"Denver, CO",0,1,0,35,31,9,20,2,0,7,0
744,2015,12-Mar-16,Denver,L,3,4,"Denver, CO",0,1,0,36,32,9,21,2,0,8,0
745,2016,14-Oct-16,Alaska Anchorage,W,3,1,"Fairbanks, AK",1,0,0,1,9,6,2,1,1,0,0
746,2016,15-Oct-16,Alaska Fairbanks,W,4,3,"Fairbanks, AK",1,0,0,2,51,17,23,11,2,0,0
747,2016,21-Oct-16,Vermont,T,4,4,"Omaha, NE",0,0,1,3,3,2,0,1,0,0,1
748,2016,22-Oct-16,Vermont,L,2,5,"Omaha, NE",0,1,0,4,4,2,1,1,0,1,0
749,2016,28-Oct-16,Massachusetts-Lowell,W,5,1,"Omaha, NE",1,0,0,5,3,3,0,0,1,0,0
750,2016,29-Oct-16,Massachusetts-Lowell,L,2,4,"Omaha, NE",0,1,0,6,4,3,1,0,0,1,0
751,2016,4-Nov-16,Colorado College,L,1,2,"Omaha, NE",0,1,0,7,20,10,7,3,0,2,0
752,2016,5-Nov-16,Colorado College,W,6,4,"Omaha, NE",1,0,0,8,21,11,7,3,1,0,0
753,2016,11-Nov-16,Miami,W,6,4,"Oxford, OH",1,0,0,9,38,13,20,5,2,0,0
754,2016,12-Nov-16,Miami,W,6,2,"Oxford, OH",1,0,0,10,39,14,20,5,3,0,0
755,2016,18-Nov-16,Minnesota Duluth,L,4,6,"Omaha, NE",0,1,0,11,19,8,9,2,0,1,0
756,2016,19-Nov-16,Minnesota Duluth,L,2,3,"Omaha, NE",0,1,0,12,20,8,10,2,0,2,0
757,2016,25-Nov-16,Northern Michigan,T,2,2,"Marquette, MI",0,0,1,13,37,17,17,3,0,0,1
758,2016,26-Nov-16,Northern Michigan,W,2,0,"Marquette, MI",1,0,0,14,38,18,17,3,1,0,0
759,2016,2-Dec-16,Wisconsin,T,3,3,"Madison, WI",0,0,1,15,12,3,8,1,0,0,1
760,2016,3-Dec-16,Wisconsin,W,7,4,"Madison, WI",1,0,0,16,13,4,8,1,1,0,0
761,2016,9-Dec-16,St. Cloud State,W,3,1,"St. Cloud, MN",1,0,0,17,27,10,15,2,2,0,0
762,2016,10-Dec-16,St. Cloud State,L,2,4,"St. Cloud, MN",0,1,0,18,28,10,16,2,0,1,0
763,2016,30-Dec-16,Lake Superior State,W,4,1,"Omaha, NE",1,0,0,19,29,15,9,5,1,0,0
764,2016,31-Dec-16,Lake Superior State,W,5,3,"Omaha, NE",1,0,0,20,30,16,9,5,2,0,0
765,2016,6-Jan-17,North Dakota,L,1,9,"Omaha, NE",0,1,0,21,21,7,13,1,0,1,0
766,2016,7-Jan-17,North Dakota,L,3,7,"Omaha, NE",0,1,0,22,22,7,14,1,0,2,0
767,2016,13-Jan-17,Colorado College,W,5,2,"Colorado Springs, CO",1,0,0,23,22,12,7,3,1,0,0
768,2016,14-Jan-17,Colorado College,W,4,2,"Colorado Springs, CO",1,0,0,24,23,13,7,3,2,0,0
769,2016,20-Jan-17,Miami,T,3,3,"Omaha, NE",0,0,1,25,40,14,20,6,0,0,1
770,2016,21-Jan-17,Miami,W,2,0,"Omaha, NE",1,0,0,26,41,15,20,6,1,0,0
771,2016,27-Jan-17,Denver,L,3,5,"Denver, CO",0,1,0,27,33,9,22,2,0,1,0
772,2016,28-Jan-17,Denver,L,0,5,"Denver, CO",0,1,0,28,34,9,23,2,0,2,0
773,2016,3-Feb-17,Minnesota Duluth,T,2,2,"Duluth, MN",0,0,1,29,21,8,10,3,0,0,1
774,2016,4-Feb-17,Minnesota Duluth,L,0,5,"Duluth, MN",0,1,0,30,22,8,11,3,0,1,0
775,2016,10-Feb-17,Western Michigan,L,6,7,"Omaha, NE",0,1,0,31,39,20,13,6,0,2,0
776,2016,11-Feb-17,Western Michigan,W,6,3,"Omaha, NE",1,0,0,32,40,21,13,6,1,0,0
777,2016,24-Feb-17,North Dakota,L,4,6,"Grand Forks, ND",0,1,0,33,23,7,15,1,0,1,0
778,2016,25-Feb-17,North Dakota,W,3,0,"Grand Forks, ND",1,0,0,34,24,8,15,1,1,0,0
779,2016,3-Mar-17,Denver,L,2,4,"Omaha, NE",0,1,0,35,35,9,24,2,0,1,0
