id,Season,Date,Oppponent,Result,UNO.Score,Opp.Score,Location,Win,Loss,Tie,Game.Number,Game.Number.Series,running.wins,running.loses,running.ties,win.streak,lose.streak,tie.streak
1,1997,24-Oct-97,Air Force,L,2,4,"Colorado Springs, CO",0,1,0,1,1,0,1,0,0,1,0
2,1997,26-Oct-97,Air Force,W,6,1,"Colorado Springs, CO",1,0,0,2,2,1,1,0,1,0,0
3,1997,31-Oct-97,Princeton,L,2,5,"Omaha, NE",0,1,0,3,1,0,1,0,0,1,0
4,1997,11/1/97,Princeton,L,3,5,"Omaha, NE",0,1,0,4,2,0,2,0,0,2,0
5,1997,11/7/97,Massachusetts,L,2,3,"Omaha, NE",0,1,0,5,1,0,1,0,0,3,0
6,1997,8-Nov-97,Massachusetts,W,5,1,"Omaha, NE",1,0,0,6,2,1,1,0,1,0,0
7,1997,15-Nov-97,Denver,W,6,3,"Omaha, NE",1,0,0,7,1,1,0,0,2,0,0
8,1997,16-Nov-97,Denver,W,7,5,"Omaha, NE",1,0,0,8,2,2,0,0,3,0,0
9,1997,21-Nov-97,Army,L,1,2,"West Point, NY",0,1,0,9,1,0,1,0,0,1,0
10,1997,21-Nov-97,Army,L,1,4,"West Point, NY",0,1,0,10,2,0,2,0,0,2,0
11,1997,28-Nov-97,Union,W,6,3,"Omaha, NE",1,0,0,11,1,1,0,0,1,0,0
12,1997,29-Nov-97,Union,L,3,6,"Omaha, NE",0,1,0,12,2,1,1,0,0,1,0
13,1997,5-Dec-97,Minnesota-Duluth,L,3,4,"Duluth, MN",0,1,0,13,1,0,1,0,0,2,0
14,1997,6-Dec-97,Minnesota-Duluth,L,0,3,"Duluth, MN",0,1,0,14,2,0,2,0,0,3,0
15,1997,19-Dec-97,Michigan Tech,L,1,2,"Omaha, NE",0,1,0,15,1,0,1,0,0,4,0
16,1997,20-Dec-97,Michigan Tech,L,1,6,"Omaha, NE",0,1,0,16,2,0,2,0,0,5,0
17,1997,31-Dec-97,New Hampshire,L,2,6,"Omaha, NE",0,1,0,17,1,0,1,0,0,6,0
18,1997,9-Jan-98,St. Cloud State,L,1,2,"St. Cloud, MN",0,1,0,18,1,0,1,0,0,7,0
19,1997,10-Jan-98,St. Cloud State,L,2,6,"St. Cloud, MN",0,1,0,19,2,0,2,0,0,8,0
20,1997,16-Jan-98,Wisconsin,L,1,5,"Madison, WI",0,1,0,20,1,0,1,0,0,9,0
21,1997,18-Jan-98,Wisconsin,L,2,4,"Madison, WI",0,1,0,21,2,0,2,0,0,10,0
22,1997,24-Jan-98,Alabama-Huntsville,W,5,2,"Huntsville, AL",1,0,0,22,1,1,0,0,1,0,0
23,1997,25-Jan-98,Alabama-Huntsville,T,3,3,"Huntsville, AL",0,0,1,23,2,1,0,1,0,0,1
24,1997,30-Jan-98,Air Force,W,2,1,"Omaha, NE",1,0,0,24,3,2,1,0,1,0,0
25,1997,31-Jan-98,Air Force,W,4,3,"Omaha, NE",1,0,0,25,4,3,1,0,2,0,0
26,1997,13-Feb-98,Minnesota State,W,7,4,"Mankato, MN",1,0,0,26,1,1,0,0,3,0,0
27,1997,14-Feb-98,Minnesota State,W,7,4,"Mankato, MN",1,0,0,27,2,2,0,0,4,0,0
28,1997,20-Feb-98,Alabama-Huntsville,T,2,2,"Omaha, NE",0,0,1,28,3,1,0,2,0,0,1
29,1997,21-Feb-98,Alabama-Huntsville,W,4,0,"Omaha, NE",1,0,0,29,4,2,0,2,1,0,0
30,1997,27-Feb-98,Maine,L,0,11,"Orono, ME",0,1,0,30,1,0,1,0,0,1,0
31,1997,28-Feb-98,Maine,W,4,3,"Orono, ME",1,0,0,31,2,1,1,0,1,0,0
32,1997,5-Mar-98,Minnesota State,L,2,3,"Omaha, NE",0,1,0,32,3,2,1,0,0,1,0
33,1997,6-Mar-98,Minnesota State,T,2,2,"Omaha, NE",0,0,1,33,4,2,1,1,0,0,1
34,1998,16-Oct-98,Maine,L,2,7,"Omaha, NE",0,1,0,1,3,1,2,0,0,1,0
35,1998,17-Oct-98,Maine,L,0,3,"Omaha, NE",0,1,0,2,4,1,3,0,0,2,0
36,1998,23-Oct-98,Denver,L,1,4,"Denver, CO",0,1,0,3,3,2,1,0,0,3,0
37,1998,24-Oct-98,Denver,L,1,5,"Denver, CO",0,1,0,4,4,2,2,0,0,4,0
38,1998,30-Oct-98,Minnesota State,L,1,5,"Omaha, NE",0,1,0,5,5,2,2,1,0,5,0
39,1998,31-Oct-98,Minnesota State,W,6,5,"Omaha, NE",1,0,0,6,6,3,2,1,1,0,0
40,1998,6-Nov-98,Army,L,5,6,"Omaha, NE",0,1,0,7,3,0,3,0,0,1,0
41,1998,7-Nov-98,Army,L,1,2,"Omaha, NE",0,1,0,8,4,0,4,0,0,2,0
42,1998,20-Nov-98,Niagara,L,0,4,"Niagara Univ., NY",0,1,0,9,1,0,1,0,0,3,0
43,1998,21-Nov-98,Niagara,L,2,6,"Niagara Univ., NY",0,1,0,10,2,0,2,0,0,4,0
44,1998,27-Nov-98,Dartmouth,L,1,2,"Omaha, NE",0,1,0,11,1,0,1,0,0,5,0
45,1998,28-Nov-98,Dartmouth,W,7,4,"Omaha, NE",1,0,0,12,2,1,1,0,1,0,0
46,1998,4-Dec-98,Michigan State,L,0,2,"East Lansing, MI",0,1,0,13,1,0,1,0,0,1,0
47,1998,5-Dec-98,Michigan State,L,1,3,"East Lansing, MI",0,1,0,14,2,0,2,0,0,2,0
48,1998,12-Dec-98,RIT,L,2,4,"Omaha, NE",0,1,0,15,1,0,1,0,0,3,0
49,1998,13-Dec-98,RIT,L,3,5,"Omaha, NE",0,1,0,16,2,0,2,0,0,4,0
50,1998,18-Dec-98,Harvard,L,1,4,"Omaha, NE",0,1,0,17,1,0,1,0,0,5,0
51,1998,19-Dec-98,Harvard,L,3,4,"Omaha, NE",0,1,0,18,2,0,2,0,0,6,0
52,1998,31-Dec-98,Wisconsin,L,2,6,"Madison, WI",0,1,0,19,3,0,3,0,0,7,0
53,1998,2-Jan-99,Bowling Green,L,2,4,"Omaha, NE",0,1,0,20,1,0,1,0,0,8,0
54,1998,3-Jan-99,Bowling Green,W,6,1,"Omaha, NE",1,0,0,21,2,1,1,0,1,0,0
55,1998,15-Jan-99,Air Force,W,6,2,"Omaha, NE",1,0,0,22,5,4,1,0,2,0,0
56,1998,16-Jan-99,Air Force,W,4,0,"Omaha, NE",1,0,0,23,6,5,1,0,3,0,0
57,1998,22-Jan-99,Alaska Fairbanks,L,0,4,"Fairbanks, AK",0,1,0,24,1,0,1,0,0,1,0
58,1998,23-Jan-99,Alaska Fairbanks,L,0,7,"Fairbanks, AK",0,1,0,25,2,0,2,0,0,2,0
59,1998,29-Jan-99,Niagara,L,2,8,"Omaha, NE",0,1,0,26,3,0,3,0,0,3,0
60,1998,30-Jan-99,Niagara,W,3,1,"Omaha, NE",1,0,0,27,4,1,3,0,1,0,0
61,1998,12-Feb-99,St. Cloud State,L,0,2,"St. Cloud, MN",0,1,0,28,3,0,3,0,0,1,0
62,1998,13-Feb-99,St. Cloud State,L,0,5,"St. Cloud, MN",0,1,0,29,4,0,4,0,0,2,0
63,1998,18-Feb-99,Bemidji State,W,8,2,"Omaha, NE",1,0,0,30,1,1,0,0,1,0,0
64,1998,19-Feb-99,Bemidji State,W,7,3,"Omaha, NE",1,0,0,31,2,2,0,0,2,0,0
65,1998,26-Feb-99,Michigan Tech,W,6,4,"Houghton, MI",1,0,0,32,3,1,2,0,3,0,0
66,1998,27-Feb-99,Michigan Tech,W,5,3,"Houghton, MI",1,0,0,33,4,2,2,0,4,0,0
67,1998,5-Mar-99,Minnesota State,L,2,4,"Mankato, MN",0,1,0,34,7,3,3,1,0,1,0
68,1998,6-Mar-99,Minnesota State,W,5,4,"Mankato, MN",1,0,0,35,8,4,3,1,1,0,0
69,1999,15-Oct-99,Michigan State,L,2,5,"Omaha, NE",0,1,0,1,3,0,3,0,0,1,0
70,1999,16-Oct-99,Michigan State,L,2,6,"Omaha, NE",0,1,0,2,4,0,4,0,0,2,0
71,1999,29-Oct-99,Northern Michigan,L,0,2,"Marquette, MI",0,1,0,3,1,0,1,0,0,3,0
72,1999,30-Oct-99,Northern Michigan,T,4,4,"Marquette, MI",0,0,1,4,2,0,1,1,0,0,1
73,1999,5-Nov-99,Notre Dame,T,2,2,"Omaha, NE",0,0,1,5,1,0,0,1,0,0,2
74,1999,6-Nov-99,Notre Dame,W,5,3,"Omaha, NE",1,0,0,6,2,1,0,1,1,0,0
75,1999,12-Nov-99,Western Michigan,W,3,1,"Omaha, NE",1,0,0,7,1,1,0,0,2,0,0
76,1999,13-Nov-99,Western Michigan,T,4,4,"Omaha, NE",0,0,1,8,2,1,0,1,0,0,1
77,1999,19-Nov-99,Ohio State,L,2,5,"Columbus, OH",0,1,0,9,1,0,1,0,0,1,0
78,1999,20-Nov-99,Ohio State,T,2,2,"Columbus, OH",0,0,1,10,2,0,1,1,0,0,1
79,1999,3-Dec-99,Alaska Fairbanks,W,5,3,"Omaha, NE",1,0,0,11,3,1,2,0,1,0,0
80,1999,4-Dec-99,Alaska Fairbanks,W,4,2,"Omaha, NE",1,0,0,12,4,2,2,0,2,0,0
81,1999,10-Dec-99,Michigan,L,2,6,"Ann Arbor, MI",0,1,0,13,1,0,1,0,0,1,0
82,1999,11-Dec-99,Michigan,L,1,6,"Ann Arbor, MI",0,1,0,14,2,0,2,0,0,2,0
83,1999,17-Dec-99,Minnesota-Duluth,L,4,5,"Omaha, NE",0,1,0,15,3,0,3,0,0,3,0
84,1999,18-Dec-99,Minnesota-Duluth,W,3,2,"Omaha, NE",1,0,0,16,4,1,3,0,1,0,0
85,1999,27-Dec-99,Wisconsin,L,4,6,"Milwaukee, WI",0,1,0,17,4,0,4,0,0,1,0
86,1999,28-Dec-99,Miami,W,4,3,"Milwaukee, WI",1,0,0,18,1,1,0,0,1,0,0
87,1999,7-Jan-00,Denver,L,1,4,"Denver, CO",0,1,0,19,5,2,3,0,0,1,0
88,1999,8-Jan-00,Denver,L,2,3,"Denver, CO",0,1,0,20,6,2,4,0,0,2,0
89,1999,13-Jan-00,Michigan State,W,4,3,"East Lansing, MI",1,0,0,21,5,1,4,0,1,0,0
90,1999,14-Jan-00,Michigan State,L,1,3,"East Lansing, MI",0,1,0,22,6,1,5,0,0,1,0
91,1999,21-Jan-00,Lake Superior State,L,1,2,"Omaha, NE",0,1,0,23,1,0,1,0,0,2,0
92,1999,22-Jan-00,Lake Superior State,W,4,1,"Omaha, NE",1,0,0,24,2,1,1,0,1,0,0
93,1999,28-Jan-00,Ferris State,T,5,5,"Big Rapids, MI",0,0,1,25,1,0,0,1,0,0,1
94,1999,29-Jan-00,Ferris State,W,5,2,"Big Rapids, MI",1,0,0,26,2,1,0,1,1,0,0
95,1999,4-Feb-00,Bowling Green,W,4,3,"Omaha, NE",1,0,0,27,3,2,1,0,2,0,0
96,1999,5-Feb-00,Bowling Green,L,2,3,"Omaha, NE",0,1,0,28,4,2,2,0,0,1,0
97,1999,11-Feb-00,Notre Dame,W,3,1,"South Bend, IN",1,0,0,29,3,2,0,1,1,0,0
98,1999,12-Feb-00,Notre Dame,L,4,7,"South Bend, IN",0,1,0,30,4,2,1,1,0,1,0
99,1999,18-Feb-00,Miami,W,3,1,"Omaha, NE",1,0,0,31,2,2,0,0,1,0,0
100,1999,20-Feb-00,Miami,L,3,6,"Omaha, NE",0,1,0,32,3,2,1,0,0,1,0
101,1999,25-Feb-00,Alaska Fairbanks,T,2,2,"Fairbanks, AK",0,0,1,33,5,2,2,1,0,0,1
102,1999,26-Feb-00,Alaska Fairbanks,L,4,5,"Fairbanks, AK",0,1,0,34,6,2,3,1,0,1,0
103,1999,2-Mar-00,Niagara,L,0,6,"Omaha, NE",0,1,0,35,5,1,4,0,0,2,0
104,1999,3-Mar-00,Niagara,T,3,3,"Omaha, NE",0,0,1,36,6,1,4,1,0,0,1
105,1999,10-Mar-00,Northern Michigan,W,4,2,"Marquette, MI",1,0,0,37,3,1,1,1,1,0,0
106,1999,11-Mar-00,Northern Michigan,L,1,5,"Marquette, MI",0,1,0,38,4,1,2,1,0,1,0
107,1999,12-Mar-00,Northern Michigan,W,2,1,"Marquette, MI",1,0,0,39,5,2,2,1,1,0,0
108,1999,14-Mar-00,Bowling Green,W,3,1,"Omaha, NE",1,0,0,40,5,3,2,0,2,0,0
109,1999,17-Mar-00,Michigan,W,7,4,"Detroit, MI",1,0,0,41,3,1,2,0,3,0,0
110,1999,18-Mar-00,Michigan State,L,0,6,"Detroit, MI",0,1,0,42,7,1,6,0,0,1,0
111,2000,13-Oct-00,Niagara,W,4,0,"Omaha, NE",1,0,0,1,7,2,4,1,1,0,0
112,2000,14-Oct-00,Boston College,L,1,5,"Omaha, NE",0,1,0,2,1,0,1,0,0,1,0
113,2000,20-Oct-00,Michigan State,W,2,1,"East Lansing, MI",1,0,0,3,8,2,6,0,1,0,0
114,2000,21-Oct-00,Michigan State,L,1,4,"East Lansing, MI",0,1,0,4,9,2,7,0,0,1,0
115,2000,27-Oct-00,Ferris State,W,7,4,"Omaha, NE",1,0,0,5,3,2,0,1,1,0,0
116,2000,28-Oct-00,Ferris State,W,7,3,"Omaha, NE",1,0,0,6,4,3,0,1,2,0,0
117,2000,3-Nov-00,Lake Superior State,L,3,4,"Sault St. Marie, MI",0,1,0,7,3,1,2,0,0,1,0
118,2000,4-Nov-00,Lake Superior State,L,2,5,"Sault St. Marie, MI",0,1,0,8,4,1,3,0,0,2,0
119,2000,10-Nov-00,Massachusetts,W,3,2,"Omaha, NE",1,0,0,9,3,2,1,0,1,0,0
120,2000,11-Nov-00,Massachusetts,W,3,1,"Omaha, NE",1,0,0,10,4,3,1,0,2,0,0
121,2000,17-Nov-00,Miami,L,2,3,"Oxford, OH",0,1,0,11,4,2,2,0,0,1,0
122,2000,18-Nov-00,Miami,L,2,6,"Oxford, OH",0,1,0,12,5,2,3,0,0,2,0
123,2000,24-Nov-00,Merrimack,L,0,2,"North Andover, MA",0,1,0,13,1,0,1,0,0,3,0
124,2000,25-Nov-00,Merrimack,L,1,2,"North Andover, MA",0,1,0,14,2,0,2,0,0,4,0
125,2000,1-Dec-00,Alaska Fairbanks,W,5,1,"Omaha, NE",1,0,0,15,7,3,3,1,1,0,0
126,2000,2-Dec-00,Alaska Fairbanks,T,2,2,"Omaha, NE",0,0,1,16,8,3,3,2,0,0,1
127,2000,8-Dec-00,Bowling Green,W,3,1,"Bowling Green, OH",1,0,0,17,6,4,2,0,1,0,0
128,2000,9-Dec-00,Bowling Green,L,2,7,"Bowling Green, OH",0,1,0,18,7,4,3,0,0,1,0
129,2000,19-Dec-00,Notre Dame,W,1,0,"Omaha, NE",1,0,0,19,5,3,1,1,1,0,0
130,2000,20-Dec-00,Notre Dame,L,3,7,"Omaha, NE",0,1,0,20,6,3,2,1,0,1,0
131,2000,29-Dec-00,Massachusetts-Lowell,W,5,2,"Huntsville, AL",1,0,0,21,1,1,0,0,1,0,0
132,2000,30-Dec-00,Canisius,W,3,1,"Huntsville, AL",1,0,0,22,1,1,0,0,2,0,0
133,2000,12-Jan-01,Bowling Green,W,3,2,"Omaha, NE",1,0,0,23,8,5,3,0,3,0,0
134,2000,13-Jan-01,Bowling Green,W,3,2,"Omaha, NE",1,0,0,24,9,6,3,0,4,0,0
135,2000,19-Jan-01,Northern Michigan,W,4,2,"Omaha, NE",1,0,0,25,6,3,2,1,5,0,0
136,2000,20-Jan-01,Northern Michigan,W,4,3,"Omaha, NE",1,0,0,26,7,4,2,1,6,0,0
137,2000,26-Jan-01,Alaska Fairbanks,T,3,3,"Fairbanks, AK",0,0,1,27,9,3,3,3,0,0,1
138,2000,27-Jan-01,Alaska Fairbanks,L,2,3,"Fairbanks, AK",0,1,0,28,10,3,4,3,0,1,0
139,2000,2-Feb-01,Michigan,W,4,1,"Omaha, NE",1,0,0,29,4,2,2,0,1,0,0
140,2000,3-Feb-01,Michigan,L,1,4,"Omaha, NE",0,1,0,30,5,2,3,0,0,1,0
141,2000,9-Feb-01,Western Michigan,W,2,1,"Kalamazoo, MI",1,0,0,31,3,2,0,1,1,0,0
142,2000,10-Feb-01,Western Michigan,T,3,3,"Kalamazoo, MI",0,0,1,32,4,2,0,2,0,0,1
143,2000,16-Feb-01,Ohio State,L,3,4,"Omaha, NE",0,1,0,33,3,0,2,1,0,1,0
144,2000,17-Feb-01,Ohio State,W,6,1,"Omaha, NE",1,0,0,34,4,1,2,1,1,0,0
145,2000,23-Feb-01,Ferris State,W,4,2,"Big Rapids, MI",1,0,0,35,5,4,0,1,2,0,0
146,2000,24-Feb-01,Ferris State,W,2,1,"Big Rapids, MI",1,0,0,36,6,5,0,1,3,0,0
147,2000,1-Mar-01,Findlay,W,5,0,"Omaha, NE",1,0,0,37,1,1,0,0,4,0,0
148,2000,2-Mar-01,Findlay,W,4,0,"Omaha, NE",1,0,0,38,2,2,0,0,5,0,0
149,2000,9-Mar-01,Ohio State,L,4,5,"Omaha, NE",0,1,0,39,5,1,3,1,0,1,0
150,2000,10-Mar-01,Ohio State,W,2,1,"Omaha, NE",1,0,0,40,6,2,3,1,1,0,0
151,2000,11-Mar-01,Ohio State,W,4,3,"Omaha, NE",1,0,0,41,7,3,3,1,2,0,0
152,2000,16-Mar-01,Michigan,L,2,3,"Detroit, MI",0,1,0,42,6,2,4,0,0,1,0
153,2001,12-Oct-01,Minnesota-Duluth,L,2,5,"Omaha, NE",0,1,0,1,5,1,4,0,0,2,0
154,2001,13-Oct-01,Providence,W,4,3,"Omaha, NE",1,0,0,2,1,1,0,0,1,0,0
155,2001,19-Oct-01,Colgate,W,5,4,"Hamilton, NY",1,0,0,3,1,1,0,0,2,0,0
156,2001,20-Oct-01,Colgate,W,5,3,"Hamilton, NY",1,0,0,4,2,2,0,0,3,0,0
157,2001,26-Oct-01,Michigan State,W,4,3,"Omaha, NE",1,0,0,5,10,3,7,0,4,0,0
158,2001,27-Oct-01,Michigan State,W,5,1,"Omaha, NE",1,0,0,6,11,4,7,0,5,0,0
159,2001,2-Nov-01,Ohio State,L,0,1,"Columbus, OH",0,1,0,7,8,3,4,1,0,1,0
160,2001,3-Nov-01,Ohio State,W,4,1,"Columbus, OH",1,0,0,8,9,4,4,1,1,0,0
161,2001,9-Nov-01,Western Michigan,W,4,1,"Kalamazoo, MI",1,0,0,9,5,3,0,2,2,0,0
162,2001,10-Nov-01,Western Michigan,L,0,2,"Kalamazoo, MI",0,1,0,10,6,3,1,2,0,1,0
163,2001,16-Nov-01,Michigan,T,4,4,"Omaha, NE",0,0,1,11,7,2,4,1,0,0,1
164,2001,17-Nov-01,Michigan,L,2,3,"Omaha, NE",0,1,0,12,8,2,5,1,0,1,0
165,2001,23-Nov-01,Ferris State,L,2,7,"Omaha, NE",0,1,0,13,7,5,1,1,0,2,0
166,2001,24-Nov-01,Ferris State,W,5,2,"Omaha, NE",1,0,0,14,8,6,1,1,1,0,0
167,2001,30-Nov-01,Bowling Green,T,2,2,"Bowling Green, OH",0,0,1,15,10,6,3,1,0,0,1
168,2001,1-Dec-01,Bowling Green,W,2,1,"Bowling Green, OH",1,0,0,16,11,7,3,1,1,0,0
169,2001,7-Dec-01,Alaska Fairbanks,L,2,4,"Omaha, NE",0,1,0,17,11,3,5,3,0,1,0
170,2001,8-Dec-01,Alaska Fairbanks,L,1,3,"Omaha, NE",0,1,0,18,12,3,6,3,0,2,0
171,2001,20-Dec-01,Boston University,L,1,4,"Omaha, NE",0,1,0,19,1,0,1,0,0,3,0
172,2001,21-Dec-01,Boston University,W,4,3,"Omaha, NE",1,0,0,20,2,1,1,0,1,0,0
173,2001,4-Jan-02,Northern Michigan,L,1,3,"Marquette, MI",0,1,0,21,8,4,3,1,0,1,0
174,2001,5-Jan-02,Northern Michigan,T,2,2,"Marquette, MI",0,0,1,22,9,4,3,2,0,0,1
175,2001,11-Jan-02,Alabama-Huntsville,W,4,2,"Omaha, NE",1,0,0,23,5,3,0,2,1,0,0
176,2001,12-Jan-02,Alabama-Huntsville,W,3,2,"Omaha, NE",1,0,0,24,6,4,0,2,2,0,0
177,2001,18-Jan-02,Notre Dame,W,3,2,"South Bend, IN",1,0,0,25,7,4,2,1,3,0,0
178,2001,19-Jan-02,Notre Dame,W,4,2,"South Bend, IN",1,0,0,26,8,5,2,1,4,0,0
179,2001,25-Jan-02,Lake Superior State,W,3,0,"Omaha, NE",1,0,0,27,5,2,3,0,5,0,0
180,2001,26-Jan-02,Lake Superior State,W,3,1,"Omaha, NE",1,0,0,28,6,3,3,0,6,0,0
181,2001,1-Feb-02,Miami,W,2,0,"Omaha, NE",1,0,0,29,6,3,3,0,7,0,0
182,2001,2-Feb-02,Miami,W,3,0,"Omaha, NE",1,0,0,30,7,4,3,0,8,0,0
183,2001,8-Feb-02,Michigan,L,1,2,"Ann Arbor, MI",0,1,0,31,9,2,6,1,0,1,0
184,2001,9-Feb-02,Michigan,L,3,6,"Ann Arbor, MI",0,1,0,32,10,2,7,1,0,2,0
185,2001,15-Feb-02,Western Michigan,W,5,3,"Omaha, NE",1,0,0,33,7,4,1,2,1,0,0
186,2001,16-Feb-02,Western Michigan,L,1,3,"Omaha, NE",0,1,0,34,8,4,2,2,0,1,0
187,2001,22-Feb-02,Alaska Fairbanks,L,2,3,"Fairbanks, AK",0,1,0,35,13,3,7,3,0,2,0
188,2001,23-Feb-02,Alaska Fairbanks,T,2,2,"Fairbanks, AK",0,0,1,36,14,3,7,4,0,0,1
189,2001,28-Feb-02,Minnesota State,W,4,2,"Omaha, NE",1,0,0,37,9,5,3,1,1,0,0
190,2001,2-Mar-02,Minnesota State,L,3,4,"Mankato, MN",0,1,0,38,10,5,4,1,0,1,0
191,2001,8-Mar-02,Notre Dame,W,3,2,"Omaha, NE",1,0,0,39,9,6,2,1,1,0,0
192,2001,9-Mar-02,Notre Dame,L,1,2,"Omaha, NE",0,1,0,40,10,6,3,1,0,1,0
193,2001,10-Mar-02,Notre Dame,L,1,2,"Omaha, NE",0,1,0,41,11,6,4,1,0,2,0
194,2002,11-Oct-02,Colgate,T,5,5,"Omaha, NE",0,0,1,1,3,2,0,1,0,0,1
195,2002,12-Oct-02,Denver,L,2,3,"Omaha, NE",0,1,0,2,7,2,5,0,0,1,0
196,2002,18-Oct-02,Miami,W,3,2,"Omaha, NE",1,0,0,3,8,5,3,0,1,0,0
197,2002,19-Oct-02,Miami,L,2,5,"Omaha, NE",0,1,0,4,9,5,4,0,0,1,0
198,2002,25-Oct-02,Boston University,L,4,6,"Boston, MA",0,1,0,5,3,1,2,0,0,2,0
199,2002,27-Oct-02,Massachusetts,W,3,2,"Amherst, MA",1,0,0,6,5,4,1,0,1,0,0
200,2002,1-Nov-02,Western Michigan,L,2,8,"Kalamazoo, MI",0,1,0,7,9,4,3,2,0,1,0
201,2002,2-Nov-02,Western Michigan,W,2,0,"Kalamazoo, MI",1,0,0,8,10,5,3,2,1,0,0
202,2002,8-Nov-02,Alaska Fairbanks,L,3,4,"Omaha, NE",0,1,0,9,15,3,8,4,0,1,0
203,2002,9-Nov-02,Alaska Fairbanks,L,2,3,"Omaha, NE",0,1,0,10,16,3,9,4,0,2,0
204,2002,22-Nov-02,Northern Michigan,L,1,2,"Omaha, NE",0,1,0,11,10,4,4,2,0,3,0
205,2002,23-Nov-02,Northern Michigan,W,5,4,"Omaha, NE",1,0,0,12,11,5,4,2,1,0,0
206,2002,29-Nov-02,Merrimack,T,3,3,"Omaha, NE",0,0,1,13,3,0,2,1,0,0,1
207,2002,30-Nov-02,Merrimack,W,5,3,"Omaha, NE",1,0,0,14,4,1,2,1,1,0,0
208,2002,6-Dec-02,Lake Superior State,W,4,1,"Sault St. Marie, MI",1,0,0,15,7,4,3,0,2,0,0
209,2002,7-Dec-02,Lake Superior State,W,3,0,"Sault St. Marie, MI",1,0,0,16,8,5,3,0,3,0,0
210,2002,13-Dec-02,Ohio State,L,1,4,"Columbus, OH",0,1,0,17,10,4,5,1,0,1,0
211,2002,14-Dec-02,Ohio State,L,1,3,"Columbus, OH",0,1,0,18,11,4,6,1,0,2,0
212,2002,3-Jan-03,Notre Dame,L,3,5,"Omaha, NE",0,1,0,19,12,6,5,1,0,3,0
213,2002,4-Jan-03,Notre Dame,W,5,3,"Omaha, NE",1,0,0,20,13,7,5,1,1,0,0
214,2002,10-Jan-03,Miami,L,0,3,"Oxford, OH",0,1,0,21,10,5,5,0,0,1,0
215,2002,11-Jan-03,Miami,T,2,2,"Oxford, OH",0,0,1,22,11,5,5,1,0,0,1
216,2002,17-Jan-03,Michigan State,L,2,5,"East Lansing, MI",0,1,0,23,12,4,8,0,0,1,0
217,2002,18-Jan-03,Michigan State,L,0,7,"East Lansing, MI",0,1,0,24,13,4,9,0,0,2,0
218,2002,24-Jan-03,Ohio State,W,4,0,"Omaha, NE",1,0,0,25,12,5,6,1,1,0,0
219,2002,25-Jan-03,Ohio State,W,3,1,"Omaha, NE",1,0,0,26,13,6,6,1,2,0,0
220,2002,31-Jan-03,Bowling Green,L,0,5,"Omaha, NE",0,1,0,27,12,7,4,1,0,1,0
221,2002,1-Feb-03,Bowling Green,W,6,3,"Omaha, NE",1,0,0,28,13,8,4,1,1,0,0
222,2002,7-Feb-03,Alaska Fairbanks,T,3,3,"Fairbanks, AK",0,0,1,29,17,3,9,5,0,0,1
223,2002,8-Feb-03,Alaska Fairbanks,L,3,4,"Fairbanks, AK",0,1,0,30,18,3,10,5,0,1,0
224,2002,14-Feb-03,Bemidji State,W,5,2,"Omaha, NE",1,0,0,31,3,3,0,0,1,0,0
225,2002,15-Feb-03,Bemidji State,W,3,2,"Omaha, NE",1,0,0,32,4,4,0,0,2,0,0
226,2002,21-Feb-03,Michigan,L,1,6,"Omaha, NE",0,1,0,33,11,2,8,1,0,1,0
227,2002,22-Feb-03,Michigan,L,3,5,"Omaha, NE",0,1,0,34,12,2,9,1,0,2,0
228,2002,28-Feb-03,Ferris State,L,0,5,"Big Rapids, MI",0,1,0,35,9,6,2,1,0,3,0
229,2002,1-Mar-03,Ferris State,L,0,4,"Big Rapids, MI",0,1,0,36,10,6,3,1,0,4,0
230,2002,6-Mar-03,Minnesota State,L,0,3,"Mankato, MN",0,1,0,37,11,5,5,1,0,5,0
231,2002,8-Mar-03,Minnesota State,T,2,2,"Omaha, NE",0,0,1,38,12,5,5,2,0,0,1
232,2002,14-Mar-03,Ohio State,L,1,4,"Columbus, OH",0,1,0,39,14,6,7,1,0,1,0
233,2002,15-Mar-03,Ohio State,L,1,3,"Columbus, OH",0,1,0,40,15,6,8,1,0,2,0
234,2003,10-Oct-03,Wisconsin,L,3,4,"Omaha, NE",0,1,0,1,5,0,5,0,0,3,0
235,2003,11-Oct-03,Minnesota,L,3,7,"Omaha, NE",0,1,0,2,1,0,1,0,0,4,0
236,2003,17-Oct-03,Western Michigan,L,1,5,"Kalamazoo, MI",0,1,0,3,11,5,4,2,0,5,0
237,2003,18-Oct-03,Western Michigan,T,2,2,"Kalamazoo, MI",0,0,1,4,12,5,4,3,0,0,1
238,2003,30-Oct-03,Notre Dame,L,2,4,"South Bend, IN",0,1,0,5,14,7,6,1,0,1,0
239,2003,31-Oct-03,Notre Dame,L,0,2,"South Bend, IN",0,1,0,6,15,7,7,1,0,2,0
240,2003,7-Nov-03,Lake Superior State,W,7,1,"Omaha, NE",1,0,0,7,9,6,3,0,1,0,0
241,2003,8-Nov-03,Lake Superior State,L,1,4,"Omaha, NE",0,1,0,8,10,6,4,0,0,1,0
242,2003,14-Nov-03,Northern Michigan,W,2,1,"Omaha, NE",1,0,0,9,12,6,4,2,1,0,0
243,2003,15-Nov-03,Northern Michigan,L,2,4,"Omaha, NE",0,1,0,10,13,6,5,2,0,1,0
