"","Event.Category","Name","First.Name","Last.Name","Name.Key","Gender","Class","Season","Event","Round","Place","Time","Minutes","Seconds","Flag","Pts","Event.Name","Date","Course","Hometown","Swimmer.Pr.Rank","Event.PR.Rank"
"1","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","5th","",0,231.65,"","–","Michigan State vs. Iowa, Notre Dame",2016-09-30,"LCM","Kristiansand, NOR",NA,14
"2","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","7th","",0,237.15,"","–","Michigan State vs. Iowa, Notre Dame",2016-09-30,"LCM","Kristiansand, NOR",NA,16
"3","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","7th","",0,260.55,"","–","Minnesota vs. Iowa",2016-10-28,"SCY","Kristiansand, NOR",NA,30
"4","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","6th","",0,254.4,"","–","Minnesota vs. Iowa",2016-10-28,"SCY","Kristiansand, NOR",NA,31
"5","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","2nd","",0,281.75,"","–","Iowa vs. South Dakota",2016-11-03,"SCY","Kristiansand, NOR",NA,46
"6","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","1st","",0,288.65,"","–","Iowa vs. South Dakota",2016-11-03,"SCY","Kristiansand, NOR",NA,67
"7","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","5th","",0,267.45,"","–","Iowa vs. Purdue, Missouri State",2016-11-04,"SCY","Kristiansand, NOR",NA,46
"8","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","1st","",0,307.05,"","–","Iowa vs. Purdue, Missouri State",2016-11-04,"SCY","Kristiansand, NOR",NA,57
"9","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","10M Diving","Timed Finals","9th","",0,192.7,"","–","Ohio State Invitational",2016-11-18,"SCY","Kristiansand, NOR",1,1
"10","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Finals","8th","",0,221.15,"","–","Ohio State Invitational",2016-11-18,"SCY","Kristiansand, NOR",NA,8
"11","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Prelims","7th","",0,258.75,"","–","Ohio State Invitational",2016-11-18,"SCY","Kristiansand, NOR",NA,29
"12","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Finals","3rd","",0,280.25,"","–","Ohio State Invitational",2016-11-18,"SCY","Kristiansand, NOR",NA,60
"13","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Prelims","8th","",0,251.25,"","–","Ohio State Invitational",2016-11-18,"SCY","Kristiansand, NOR",NA,26
"14","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","1st","",0,297.35,"","–","Iowa vs. Iowa State",2016-12-09,"SCY","Kristiansand, NOR",NA,51
"15","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","1st","",0,278.15,"","–","Iowa vs. Iowa State",2016-12-09,"SCY","Kristiansand, NOR",NA,55
"16","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","1st","",0,291.45,"","–","Notre Dame vs. Iowa, Illinois",2017-01-13,"SCY","Kristiansand, NOR",NA,68
"17","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","4th","",0,272.25,"","–","Notre Dame vs. Iowa, Illinois",2017-01-13,"SCY","Kristiansand, NOR",NA,39
"18","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","10M Diving","Timed Finals","3rd","",0,212.15,"","–","Iowa vs. Northwestern",2017-01-21,"SCY","Kristiansand, NOR",NA,2
"19","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","3rd","",0,268.9,"","–","Iowa vs. Northwestern",2017-01-21,"SCY","Kristiansand, NOR",NA,48
"20","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Timed Finals","2nd","",0,288.6,"","–","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"SCY","Kristiansand, NOR",NA,49
"21","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Timed Finals","3rd","",0,272.8,"","–","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"SCY","Kristiansand, NOR",NA,54
"22","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","10M Diving","Finals","21st","",0,215.9,"","–","Big Ten Conference Championship",2017-02-15,"SCY","Kristiansand, NOR",NA,5
"23","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","10M Diving","Prelims","21st","",0,215.9,"","–","Big Ten Conference Championship",2017-02-15,"SCY","Kristiansand, NOR",NA,5
"24","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","3M Diving","Prelims","28th","",0,258.05,"","–","Big Ten Conference Championship",2017-02-15,"SCY","Kristiansand, NOR",NA,28
"25","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Finals","15th","",0,261.55,"","–","Big Ten Conference Championship",2017-02-15,"SCY","Kristiansand, NOR",NA,34
"26","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","1M Diving","Prelims","15th","",0,261.7,"","–","Big Ten Conference Championship",2017-02-15,"SCY","Kristiansand, NOR",NA,35
"27","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2016-2017","10M Diving","Prelims","35th","",0,215.6,"","–","NCAA Division I Championship",2017-03-15,"SCY","Kristiansand, NOR",NA,3
"28","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","1st","",0,374.9,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Spring, TX",NA,48
"29","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","4th","",0,320.2,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Guayaquil, ECU",NA,29
"30","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Timed Finals","1st","",0,340.5,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Spring, TX",NA,51
"31","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Timed Finals","4th","",0,270.6,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Guayaquil, ECU",NA,25
"32","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Timed Finals","4th","",0,273.35,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Kristiansand, NOR",NA,41
"33","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Timed Finals","8th","",0,229.75,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Bettendorf, IA",NA,10
"34","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","2nd","",0,293.95,"","–","Iowa vs. Michigan State, Northern Iowa",2017-10-05,"SCY","Kristiansand, NOR",NA,69
"35","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Timed Finals","9th","",0,223.8,"","–","Iowa vs. Minnesota",2017-10-27,"SCY","Bettendorf, IA",NA,10
"36","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Timed Finals","7th","",0,268.6,"","–","Iowa vs. Minnesota",2017-10-27,"SCY","Kristiansand, NOR",NA,36
"37","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","6th","",0,312.65,"","–","Iowa vs. Minnesota",2017-10-27,"SCY","Guayaquil, ECU",NA,27
"38","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","1st","",0,383.5,"","–","Iowa vs. Minnesota",2017-10-27,"SCY","Spring, TX",NA,53
"39","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Timed Finals","8th","",0,213.5,"","–","Iowa vs. Minnesota",2017-10-27,"SCY","Guayaquil, ECU",NA,3
"40","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Timed Finals","2nd","",0,339.75,"","–","Iowa vs. Minnesota",2017-10-27,"SCY","Spring, TX",NA,50
"41","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Timed Finals","8th","",0,212.4,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Bettendorf, IA",NA,3
"42","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","6th","",0,266.7,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Kristiansand, NOR",NA,44
"43","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Timed Finals","8th","",0,228.3,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Bettendorf, IA",NA,9
"44","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Timed Finals","5th","",0,313.8,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Spring, TX",NA,43
"45","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Timed Finals","6th","",0,273,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Guayaquil, ECU",NA,27
"46","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","2nd","",0,387.5,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Spring, TX",NA,54
"47","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","6th","",0,294.25,"","–","Iowa vs. Purdue",2017-11-03,"SCY","Guayaquil, ECU",NA,19
"48","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","3rd","",0,269.85,"","–","Iowa State vs. Iowa",2017-12-08,"SCY","Kristiansand, NOR",NA,49
"49","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Timed Finals","5th","",0,264.45,"","–","Iowa State vs. Iowa",2017-12-08,"SCY","Kristiansand, NOR",NA,33
"50","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Timed Finals","7th","",0,236.1,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Guayaquil, ECU",NA,7
"51","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Timed Finals","3rd","",0,318.6,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Spring, TX",NA,44
"52","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","7th","",0,257.8,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Guayaquil, ECU",NA,8
"53","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","1st","",0,366.2,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Spring, TX",NA,46
"54","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","10M Diving","Timed Finals","–","",0,283.5,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Guayaquil, ECU",NA,4
"55","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","10M Diving","Timed Finals","–","",0,356.65,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Spring, TX",NA,12
"56","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","10M Diving","Timed Finals","–","",0,248.2,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Kristiansand, NOR",NA,10
"57","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Timed Finals","9th","",0,250.4,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Kristiansand, NOR",NA,21
"58","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Timed Finals","12th","",0,219.6,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Bettendorf, IA",NA,4
"59","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Timed Finals","11th","",0,206.9,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Bettendorf, IA",NA,2
"60","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","10th","",0,213.45,"","–","Illinois vs. Iowa, Notre Dame",2018-01-12,"SCY","Kristiansand, NOR",1,4
"61","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Timed Finals","10th","",0,156.98,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Bettendorf, IA",1,1
"62","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","4th","",0,253.65,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Kristiansand, NOR",NA,29
"63","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Timed Finals","9th","",0,220.8,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Bettendorf, IA",NA,7
"64","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Timed Finals","8th","",0,225.45,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Kristiansand, NOR",NA,11
"65","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","3rd","",0,324.68,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Guayaquil, ECU",NA,31
"66","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","1st","",0,356.63,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Spring, TX",NA,45
"67","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Timed Finals","5th","",0,249.45,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Guayaquil, ECU",NA,11
"68","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Timed Finals","4th","",0,275.03,"","–","Northwestern vs. Iowa",2018-01-20,"SCY","Spring, TX",NA,32
"69","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Timed Finals","16th","",0,259.65,"","–","Shamrock Invitational",2018-01-26,"SCY","Guayaquil, ECU",NA,19
"70","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Timed Finals","8th","",0,294.6,"","–","Shamrock Invitational",2018-01-26,"SCY","Spring, TX",NA,38
"71","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","14th","",0,305.25,"","–","Shamrock Invitational",2018-01-26,"SCY","Guayaquil, ECU",NA,23
"72","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","2nd","",0,389.5,"","–","Shamrock Invitational",2018-01-26,"SCY","Spring, TX",NA,55
"73","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Timed Finals","20th","",0,212.1,"","–","Shamrock Invitational",2018-01-26,"SCY","Bettendorf, IA",NA,2
"74","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Timed Finals","5th","",0,276.55,"","–","Shamrock Invitational",2018-01-26,"SCY","Kristiansand, NOR",NA,43
"75","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Timed Finals","20th","",0,228.1,"","–","Shamrock Invitational",2018-01-26,"SCY","Bettendorf, IA",NA,8
"76","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","6th","",0,278.65,"","–","Shamrock Invitational",2018-01-26,"SCY","Kristiansand, NOR",NA,56
"77","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Timed Finals","–","",0,220.55,"","–","Iowa vs. Western Illinois",2018-02-02,"SCY","Bettendorf, IA",NA,6
"78","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Timed Finals","–","",0,248.25,"","–","Iowa vs. Western Illinois",2018-02-02,"SCY","Bettendorf, IA",NA,25
"79","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Timed Finals","–","",0,280.05,"","–","Iowa vs. Western Illinois",2018-02-02,"SCY","Kristiansand, NOR",NA,59
"80","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Timed Finals","1st","",0,377,"","–","Iowa vs. Western Illinois",2018-02-02,"SCY","Spring, TX",NA,50
"81","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Timed Finals","–","",0,304.95,"","–","Iowa vs. Western Illinois",2018-02-02,"SCY","Guayaquil, ECU",NA,22
"82","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","10M Diving","Prelims","19th","",0,248.8,"","–","Big Ten Conference Championship",2018-02-14,"SCY","Kristiansand, NOR",NA,11
"83","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","3M Diving","Prelims","20th","",0,281.25,"","–","Big Ten Conference Championship",2018-02-14,"SCY","Kristiansand, NOR",NA,45
"84","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","3M Diving","Prelims","43rd","",0,226.65,"","–","Big Ten Conference Championship",2018-02-14,"SCY","Bettendorf, IA",NA,12
"85","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","1M Diving","Prelims","20th","",0,262.7,"","–","Big Ten Conference Championship",2018-02-14,"SCY","Kristiansand, NOR",NA,36
"86","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2017-2018","1M Diving","Prelims","29th","",0,245.15,"","–","Big Ten Conference Championship",2018-02-14,"SCY","Bettendorf, IA",NA,22
"87","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","10M Diving","Finals","8th","",0,381,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Spring, TX",NA,14
"88","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","10M Diving","Prelims","24th","",0,303.2,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Guayaquil, ECU",NA,8
"89","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","10M Diving","Prelims","6th","",0,415.65,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Spring, TX",NA,15
"90","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","3M Diving","Prelims","34th","",0,296.05,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Guayaquil, ECU",NA,20
"91","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","3M Diving","Prelims","25th","",0,321.6,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Spring, TX",NA,30
"92","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2017-2018","1M Diving","Prelims","37th","",0,236.75,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Guayaquil, ECU",NA,8
"93","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2017-2018","1M Diving","Prelims","26th","",0,300.3,"","–","Big Ten Conference Championship",2018-02-21,"SCY","Spring, TX",NA,39
"94","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2017-2018","10M Diving","Prelims","35th","",0,221.9,"","–","NCAA Division I Champsionship",2018-03-14,"SCY","Kristiansand, NOR",NA,6
"95","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2018-2019","3M Diving","Timed Finals","1st","",0,293.55,"","–","Michigan State vs. Iowa",2018-09-28,"SCY","Guayaquil, ECU",NA,18
"96","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2018-2019","1M Diving","Timed Finals","1st","",0,273.37,"","–","Michigan State vs. Iowa",2018-09-28,"SCY","Guayaquil, ECU",NA,28
"97","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2018-2019","3M Diving","Timed Finals","3rd","",0,221.47,"","–","Michigan State vs. Iowa",2018-09-28,"SCY","Bettendorf, IA",NA,9
"98","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2018-2019","1M Diving","Timed Finals","4th","",0,243.97,"","–","Michigan State vs. Iowa",2018-09-28,"SCY","Bettendorf, IA",NA,21
"99","Diving","Samantha Tamborski"," Samantha","Tamborski","samanthatamborski","W","SO","2018-2019","3M Diving","Timed Finals","3rd","",0,328.35,"","–","Minnesota vs. Iowa, South Dakota State",2018-10-27,"SCY","Castle Rock, CO",NA,65
"100","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2018-2019","3M Diving","Timed Finals","6th","",0,245.6,"","–","Minnesota vs. Iowa, South Dakota State",2018-10-27,"SCY","Bettendorf, IA",NA,20
"101","Diving","Samantha Tamborski"," Samantha","Tamborski","samanthatamborski","W","SO","2018-2019","1M Diving","Timed Finals","4th","",0,268.55,"","–","Minnesota vs. Iowa, South Dakota State",2018-10-27,"SCY","Castle Rock, CO",NA,47
"102","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2018-2019","1M Diving","Timed Finals","6th","",0,228.1,"","–","Minnesota vs. Iowa, South Dakota State",2018-10-27,"SCY","Bettendorf, IA",NA,8
"103","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2018-2019","1M Diving","Timed Finals","4th","",0,303.15,"","–","Minnesota vs. Iowa, South Dakota State",2018-10-27,"SCY","Spring, TX",NA,40
"104","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2018-2019","3M Diving","Timed Finals","1st","",0,376.6,"","–","Minnesota vs. Iowa, South Dakota State",2018-10-27,"SCY","Spring, TX",NA,49
"105","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2018-2019","10M Diving","Timed Finals","3rd","",0,240.2,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Kristiansand, NOR",NA,8
"106","Diving","Samantha Tamborski"," Samantha","Tamborski","samanthatamborski","W","SO","2018-2019","1M Diving","Timed Finals","3rd","",0,283.55,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Castle Rock, CO",NA,64
"107","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2018-2019","1M Diving","Timed Finals","7th","",0,264.35,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Kristiansand, NOR",NA,39
"108","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2018-2019","1M Diving","Timed Finals","10th","",0,236.35,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Bettendorf, IA",NA,14
"109","Diving","Samantha Tamborski"," Samantha","Tamborski","samanthatamborski","W","SO","2018-2019","3M Diving","Timed Finals","2nd","",0,306.4,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Castle Rock, CO",NA,56
"110","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2018-2019","3M Diving","Timed Finals","8th","",0,254.5,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Kristiansand, NOR",NA,24
"111","Diving","Claire Park"," Claire","Park","clairepark","W","JR","2018-2019","3M Diving","Timed Finals","7th","",0,256.85,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Bettendorf, IA",NA,26
"112","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2018-2019","10M Diving","Timed Finals","5th","",0,265.9,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Guayaquil, ECU",1,2
"113","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2018-2019","10M Diving","Timed Finals","1st","",0,365.35,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Spring, TX",NA,13
"114","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2018-2019","3M Diving","Timed Finals","5th","",0,318.3,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Guayaquil, ECU",NA,28
"115","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2018-2019","3M Diving","Timed Finals","1st","",0,391.4,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Spring, TX",NA,56
"116","Diving","Jonatan Posligua"," Jonatan","Posligua","jonatanposligua","M","JR","2018-2019","1M Diving","Timed Finals","7th","",0,263.8,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Guayaquil, ECU",NA,22
"117","Diving","Anton Hoherz"," Anton","Hoherz","antonhoherz","M","JR","2018-2019","1M Diving","Timed Finals","5th","",0,307.65,"","–","Iowa vs. Denver, Michigan",2018-11-02,"SCY","Spring, TX",NA,41
"118","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2018-2019","10M Diving","Finals","4th","",0,253.55,"","–","Hawkeye Invitational",2018-11-15,"SCY","Kristiansand, NOR",NA,12
"119","Diving","Thelma Strandberg"," Thelma","Strandberg","thelmastrandberg","W","SR","2018-2019","10M Diving","Prelims","3rd","",0,254.7,"","–","Hawkeye Invitational",2018-11-15,"SCY","Kristiansand, NOR",NA,13
"120","Diving","Samantha Tamborski"," Samantha","Tamborski","samanthatamborski","W","SO","2018-2019","3M Diving","Finals","3rd","",0,341.85,"","–","Hawkeye Invitational",2018-11-15,"SCY","Castle Rock, CO",NA,72
"121","Diving","Samantha Tamborski"," Samantha","Tamborski","samanthatamborski","W","SO","2018-2019","3M Diving","Prelims","5th","",0,308,"","–","Hawkeye Invitational",2018-11-15,"SCY","Castle Rock, CO",NA,58
