"","Name","Name.Key","Gender","Class","Event","Round","Place","Time","Minutes","Seconds","Flag","Pts","Event.Name","Date","Season","Course","Number","Times.Competed"
"1375","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","2nd","05:04.0",5.06666666666667,304,"","655","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",25,21
"1376","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","–","0:51.71",0.861833333333333,51.71,"R","684","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",27,24
"1377","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","4th","01:50.9",1.84833333333333,110.9,"","713","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",30,25
"1378","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","2nd","04:57.0",4.95,297,"","703","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",26,21
"1379","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","–","0:52.0",0.866666666666667,52,"R","673","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",28,24
"1380","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","2nd","01:50.2",1.83666666666667,110.2,"","728","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",31,25
"1381","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","1st","04:53.9",4.89833333333333,293.9,"","725","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",27,21
"1382","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","–","0:50.11",0.835166666666667,50.11,"R","752","Minnesota Invitational",2019-12-04,"2019-2020","SCY",29,24
"1383","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Finals","12th","01:47.1",1.785,107.1,"","791","Minnesota Invitational",2019-12-04,"2019-2020","SCY",32,25
"1384","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Finals","26th","04:48.0",4.8,288,"","771","Minnesota Invitational",2019-12-04,"2019-2020","SCY",28,21
"1385","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","1st","01:49.7",1.82833333333333,109.7,"","738","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",33,25
"1386","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","1st","04:53.8",4.89666666666667,293.8,"","726","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",29,21
"1387","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","–","0:50.14",0.835666666666667,50.14,"R","750","Shamrock Invitational",2020-01-24,"2019-2020","SCY",30,24
"1388","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","3rd","01:46.6",1.77666666666667,106.6,"B","804","Shamrock Invitational",2020-01-24,"2019-2020","SCY",34,25
"1389","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","9th","04:55.1",4.91833333333333,295.1,"","717","Shamrock Invitational",2020-01-24,"2019-2020","SCY",30,21
"1390","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","9th","01:50.3",1.83833333333333,110.3,"","725","SMU Classic",2019-10-11,"2019-2020","SCY",35,25
"1391","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","10th","04:57.3",4.955,297.3,"","701","SMU Classic",2019-10-11,"2019-2020","SCY",31,21
"1392","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","–","0:59.09",0.984833333333333,59.09,"","585","Iowa State vs. Iowa",2019-12-13,"2019-2020","SCY",16,18
"1393","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","11th","02:21.2",2.35333333333333,141.2,"","466","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",20,20
"1394","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","–","01:00.1",1.00166666666667,60.1,"","557","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",17,18
"1395","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","8th","02:13.7",2.22833333333333,133.7,"","550","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",21,20
"1396","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","–","01:03.3",1.055,63.3,"","475","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",18,18
"1397","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","9th","02:17.9",2.29833333333333,137.9,"","501","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",22,20
"1398","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","8th","01:01.2",1.02,61.2,"","526","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",19,18
"1399","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","8th","02:14.7",2.245,134.7,"","538","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",23,20
"1400","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","–","01:00.2",1.00333333333333,60.2,"","553","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",20,18
"1401","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","5th","02:14.7",2.245,134.7,"","537","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",24,20
"1402","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Prelims","43rd","0:59.02",0.983666666666667,59.02,"","587","Minnesota Invitational",2019-12-04,"2019-2020","SCY",21,18
"1403","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Prelims","35th","02:09.0",2.15,129,"","612","Minnesota Invitational",2019-12-04,"2019-2020","SCY",25,20
"1404","Amy Lenderink","amylenderink","W","SR","50 Y Free","Prelims","61st","0:26.55",0.4425,26.55,"","503","Minnesota Invitational",2019-12-04,"2019-2020","SCY",6,5
"1405","Andrew Fierke","andrewfierke","M","SO","100 Y Free","Timed Finals","–","0:46.56",0.776,46.56,"R","629","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",2,3
"1406","Andrew Fierke","andrewfierke","M","SO","1000 Y Free","Timed Finals","10th","09:35.5",9.59166666666667,575.5,"","712","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",4,9
"1407","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Timed Finals","10th","04:34.6",4.57666666666667,274.6,"","730","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",7,12
"1408","Andrew Fierke","andrewfierke","M","SO","1000 Y Free","Timed Finals","2nd","09:25.8",9.43,565.8,"","749","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",5,9
"1409","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Timed Finals","4th","04:33.6",4.56,273.6,"","738","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",8,12
"1410","Andrew Fierke","andrewfierke","M","SO","100 Y Free","Timed Finals","–","0:48.14",0.802333333333333,48.14,"R","569","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",3,3
"1411","Andrew Fierke","andrewfierke","M","SO","1000 Y Free","Timed Finals","6th","09:48.2",9.80333333333333,588.2,"","667","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",6,9
"1412","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Timed Finals","–","04:42.8",4.71333333333333,282.8,"","669","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",9,12
"1413","Andrew Fierke","andrewfierke","M","SO","1000 Y Free","Timed Finals","4th","09:36.4",9.60666666666667,576.4,"","709","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",7,9
"1414","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Timed Finals","5th","04:38.3",4.63833333333333,278.3,"","701","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",10,12
"1415","Andrew Fierke","andrewfierke","M","SO","1000 Y Free","Prelims Swimoff","22nd","09:31.8",9.53,571.8,"","726","Minnesota Invitational",2019-12-04,"2019-2020","SCY",8,9
"1416","Andrew Fierke","andrewfierke","M","SO","1650 Y Free","Timed Finals","22nd","15:51.0",15.85,951,"","735","Minnesota Invitational",2019-12-04,"2019-2020","SCY",4,4
"1417","Andrew Fierke","andrewfierke","M","SO","200 Y Breast","Prelims","27th","02:00.9",2.015,120.9,"","711","Minnesota Invitational",2019-12-04,"2019-2020","SCY",5,5
"1418","Andrew Fierke","andrewfierke","M","SO","200 Y Free","Finals","25th","01:37.1",1.61833333333333,97.1,"","783","Minnesota Invitational",2019-12-04,"2019-2020","SCY",6,6
"1419","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Finals","26th","04:25.2",4.42,265.2,"","811","Minnesota Invitational",2019-12-04,"2019-2020","SCY",11,12
"1420","Andrew Fierke","andrewfierke","M","SO","1000 Y Free","Timed Finals","3rd","09:28.1",9.46833333333333,568.1,"","740","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",9,9
"1421","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Timed Finals","2nd","04:30.0",4.5,270,"","768","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",12,12
"1422","Andrew Fierke","andrewfierke","M","SO","100 Y Free","Timed Finals","–","0:46.17",0.7695,46.17,"R","645","Shamrock Invitational",2020-01-24,"2019-2020","SCY",4,3
"1423","Andrew Fierke","andrewfierke","M","SO","1650 Y Free","Timed Finals","8th","15:44.9",15.7483333333333,944.9,"","749","Shamrock Invitational",2020-01-24,"2019-2020","SCY",5,4
"1424","Andrew Fierke","andrewfierke","M","SO","200 Y Breast","Timed Finals","16th","02:05.6",2.09333333333333,125.6,"","634","Shamrock Invitational",2020-01-24,"2019-2020","SCY",6,5
"1425","Andrew Fierke","andrewfierke","M","SO","200 Y Free","Timed Finals","6th","01:37.9",1.63166666666667,97.9,"","765","Shamrock Invitational",2020-01-24,"2019-2020","SCY",7,6
"1426","Andrew Fierke","andrewfierke","M","SO","500 Y Free","Timed Finals","6th","04:25.1",4.41833333333333,265.1,"","812","Shamrock Invitational",2020-01-24,"2019-2020","SCY",13,12
"1427","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","3rd","10:19.5",10.325,619.5,"","661","Iowa State vs. Iowa",2019-12-13,"2019-2020","SCY",1,8
"1428","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","5th","02:04.3",2.07166666666667,124.3,"","654","Iowa State vs. Iowa",2019-12-13,"2019-2020","SCY",1,9
"1429","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","4th","10:25.0",10.4166666666667,625,"","644","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",2,8
"1430","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","8th","02:04.2",2.07,124.2,"","655","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",2,9
"1431","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","4th","10:24.3",10.405,624.3,"","646","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",3,8
"1432","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","5th","02:05.6",2.09333333333333,125.6,"","632","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",3,9
"1433","Anna Brooker","annabrooker","W","FR","200 Y IM","Timed Finals","8th","02:12.0",2.2,132,"","589","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",1,5
"1434","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","4th","10:28.0",10.4666666666667,628,"","634","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",4,8
"1435","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","2nd","02:04.4",2.07333333333333,124.4,"","651","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",4,9
"1436","Anna Brooker","annabrooker","W","FR","200 Y IM","Timed Finals","–","02:09.6",2.16,129.6,"","623","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",2,5
"1437","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","4th","10:20.6",10.3433333333333,620.6,"","658","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",5,8
"1438","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","4th","02:04.5",2.075,124.5,"","650","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",5,9
"1439","Anna Brooker","annabrooker","W","FR","200 Y IM","Timed Finals","8th","02:10.5",2.175,130.5,"","610","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",3,5
"1440","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","3rd","10:26.9",10.4483333333333,626.9,"","638","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",6,8
"1441","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","5th","02:06.4",2.10666666666667,126.4,"","621","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",6,9
"1442","Anna Brooker","annabrooker","W","FR","200 Y IM","Timed Finals","–","02:12.0",2.2,132,"","589","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",4,5
"1443","Anna Brooker","annabrooker","W","FR","1000 Y Free","Prelims Swimoff","20th","10:26.2",10.4366666666667,626.2,"","640","Minnesota Invitational",2019-12-04,"2019-2020","SCY",7,8
"1444","Anna Brooker","annabrooker","W","FR","200 Y Back","Prelims","29th","02:01.5",2.025,121.5,"","700","Minnesota Invitational",2019-12-04,"2019-2020","SCY",7,9
"1445","Anna Brooker","annabrooker","W","FR","400 Y IM","Finals","26th","04:26.7",4.445,266.7,"","681","Minnesota Invitational",2019-12-04,"2019-2020","SCY",1,3
"1446","Anna Brooker","annabrooker","W","FR","500 Y Free","Prelims","47th","05:04.1",5.06833333333333,304.1,"","655","Minnesota Invitational",2019-12-04,"2019-2020","SCY",1,3
"1447","Anna Brooker","annabrooker","W","FR","1000 Y Free","Timed Finals","5th","10:27.9",10.465,627.9,"","635","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",8,8
"1448","Anna Brooker","annabrooker","W","FR","500 Y Free","Timed Finals","5th","05:04.4",5.07333333333333,304.4,"","653","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",2,3
"1449","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","15th","02:04.7",2.07833333333333,124.7,"","647","Shamrock Invitational",2020-01-24,"2019-2020","SCY",8,9
"1450","Anna Brooker","annabrooker","W","FR","400 Y IM","Timed Finals","18th","04:28.0",4.46666666666667,268,"","671","Shamrock Invitational",2020-01-24,"2019-2020","SCY",2,3
"1451","Anna Brooker","annabrooker","W","FR","500 Y Free","Timed Finals","10th","04:55.8",4.93,295.8,"","711","Shamrock Invitational",2020-01-24,"2019-2020","SCY",3,3
"1452","Anna Brooker","annabrooker","W","FR","200 Y Back","Timed Finals","11th","02:02.0",2.03333333333333,122,"","690","SMU Classic",2019-10-11,"2019-2020","SCY",9,9
"1453","Anna Brooker","annabrooker","W","FR","200 Y IM","Timed Finals","12th","02:07.5",2.125,127.5,"","654","SMU Classic",2019-10-11,"2019-2020","SCY",5,5
"1454","Anna Brooker","annabrooker","W","FR","400 Y IM","Timed Finals","11th","04:28.8",4.48,268.8,"","665","SMU Classic",2019-10-11,"2019-2020","SCY",3,3
"1455","Anton Hoherz","antonhoherz","M","JR","1M Diving","Timed Finals","6th","",0,273.45,"","–","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",14,14
"1456","Anton Hoherz","antonhoherz","M","JR","3M Diving","Timed Finals","4th","",0,347.1,"","–","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",16,16
"1457","Anton Hoherz","antonhoherz","M","JR","1M Diving","Timed Finals","1st","",0,320.1,"","–","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",15,14
"1458","Anton Hoherz","antonhoherz","M","JR","3M Diving","Timed Finals","3rd","",0,346.95,"","–","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",17,16
"1459","Anton Hoherz","antonhoherz","M","JR","1M Diving","Timed Finals","2nd","",0,293.45,"","–","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",16,14
"1460","Anton Hoherz","antonhoherz","M","JR","3M Diving","Timed Finals","1st","",0,341.6,"","–","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",18,16
"1461","Anton Hoherz","antonhoherz","M","JR","1M Diving","Timed Finals","8th","",0,238.75,"","–","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",17,14
"1462","Anton Hoherz","antonhoherz","M","JR","3M Diving","Timed Finals","3rd","",0,334.2,"","–","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",19,16
"1463","Anton Hoherz","antonhoherz","M","JR","10M Diving","Timed Finals","7th","",0,254.6,"","–","Minnesota Invitational",2019-12-04,"2019-2020","SCY",6,5
"1464","Anton Hoherz","antonhoherz","M","JR","1M Diving","Finals","15th","",0,247.1,"","–","Minnesota Invitational",2019-12-04,"2019-2020","SCY",18,14
"1465","Anton Hoherz","antonhoherz","M","JR","3M Diving","Prelims","12th","",0,282.3,"","–","Minnesota Invitational",2019-12-04,"2019-2020","SCY",20,16
"1466","Anton Hoherz","antonhoherz","M","JR","1M Diving","Timed Finals","5th","",0,257.63,"","–","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",19,14
"1467","Anton Hoherz","antonhoherz","M","JR","3M Diving","Timed Finals","1st","",0,356.33,"","–","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",21,16
"1468","Anton Hoherz","antonhoherz","M","JR","1M Diving","Timed Finals","8th","",0,274.45,"","–","Shamrock Invitational",2020-01-24,"2019-2020","SCY",20,14
"1469","Anton Hoherz","antonhoherz","M","JR","3M Diving","Timed Finals","5th","",0,345.3,"","–","Shamrock Invitational",2020-01-24,"2019-2020","SCY",22,16
"1470","Ariel Wooden","arielwooden","W","FR","100 Y Free","Timed Finals","4th","0:52.07",0.867833333333333,52.07,"","670","Iowa State vs. Iowa",2019-12-13,"2019-2020","SCY",1,7
"1471","Ariel Wooden","arielwooden","W","FR","100 Y Fly","Timed Finals","7th","0:59.13",0.9855,59.13,"","584","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",1,4
"1472","Ariel Wooden","arielwooden","W","FR","100 Y Free","Timed Finals","–","0:53.22",0.887,53.22,"","627","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",2,7
"1473","Ariel Wooden","arielwooden","W","FR","100 Y Fly","Timed Finals","–","0:59.99",0.999833333333333,59.99,"","559","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",2,4
"1474","Ariel Wooden","arielwooden","W","FR","100 Y Free","Timed Finals","9th","0:53.82",0.897,53.82,"","607","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",3,7
"1475","Ariel Wooden","arielwooden","W","FR","200 Y Free","Timed Finals","–","01:55.2",1.92,115.2,"","637","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",1,3
"1476","Ariel Wooden","arielwooden","W","FR","100 Y Fly","Timed Finals","7th","0:58.28",0.971333333333333,58.28,"","610","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",3,4
"1477","Ariel Wooden","arielwooden","W","FR","100 Y Free","Timed Finals","–","0:55.63",0.927166666666667,55.63,"","549","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",4,7
"1478","Ariel Wooden","arielwooden","W","FR","50 Y Free","Timed Finals","8th","0:24.33",0.4055,24.33,"","654","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",1,4
"1479","Ariel Wooden","arielwooden","W","FR","100 Y Fly","Timed Finals","4th","0:58.84",0.980666666666667,58.84,"","593","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",4,4
"1480","Ariel Wooden","arielwooden","W","FR","100 Y Free","Timed Finals","–","0:52.23",0.8705,52.23,"","664","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",5,7
"1481","Ariel Wooden","arielwooden","W","FR","50 Y Free","Timed Finals","6th","0:24.17",0.402833333333333,24.17,"","667","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",2,4
"1482","Ariel Wooden","arielwooden","W","FR","100 Y Free","Prelims","40th","0:51.74",0.862333333333333,51.74,"","683","Minnesota Invitational",2019-12-04,"2019-2020","SCY",6,7
"1483","Ariel Wooden","arielwooden","W","FR","200 Y Free","Prelims","42nd","01:52.8",1.88,112.8,"","678","Minnesota Invitational",2019-12-04,"2019-2020","SCY",2,3
"1484","Ariel Wooden","arielwooden","W","FR","50 Y Free","Prelims","36th","0:23.82",0.397,23.82,"","697","Minnesota Invitational",2019-12-04,"2019-2020","SCY",3,4
"1485","Ariel Wooden","arielwooden","W","FR","100 Y Free","Timed Finals","34th","0:52.42",0.873666666666667,52.42,"","657","Shamrock Invitational",2020-01-24,"2019-2020","SCY",7,7
"1486","Ariel Wooden","arielwooden","W","FR","200 Y Free","Timed Finals","31st","01:55.0",1.91666666666667,115,"","640","Shamrock Invitational",2020-01-24,"2019-2020","SCY",3,3
"1487","Ariel Wooden","arielwooden","W","FR","50 Y Free","Timed Finals","28th","0:23.95",0.399166666666667,23.95,"","686","Shamrock Invitational",2020-01-24,"2019-2020","SCY",4,4
"1488","Caleb Babb","calebbabb","M","SO","100 Y Breast","Timed Finals","12th","0:58.35",0.9725,58.35,"","618","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",8,12
"1489","Caleb Babb","calebbabb","M","SO","200 Y Breast","Timed Finals","12th","02:10.0",2.16666666666667,130,"","573","Indiana vs. Iowa, Michigan",2019-11-02,"2019-2020","SCY",7,11
"1490","Caleb Babb","calebbabb","M","SO","100 Y Breast","Timed Finals","8th","0:59.91",0.9985,59.91,"","571","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",9,12
"1491","Caleb Babb","calebbabb","M","SO","200 Y Breast","Timed Finals","–","02:10.9",2.18166666666667,130.9,"","560","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",8,11
"1492","Caleb Babb","calebbabb","M","SO","100 Y Breast","Timed Finals","7th","0:59.78",0.996333333333333,59.78,"","574","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",10,12
"1493","Caleb Babb","calebbabb","M","SO","200 Y Breast","Timed Finals","–","02:13.8",2.23,133.8,"","525","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",9,11
"1494","Caleb Babb","calebbabb","M","SO","100 Y Breast","Timed Finals","7th","0:59.35",0.989166666666667,59.35,"","587","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",11,12
"1495","Caleb Babb","calebbabb","M","SO","200 Y Breast","Timed Finals","7th","02:12.9",2.215,132.9,"","535","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",10,11
"1496","Caleb Babb","calebbabb","M","SO","200 Y IM","Timed Finals","–","01:59.2",1.98666666666667,119.2,"","558","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",2,3
"1497","Caleb Babb","calebbabb","M","SO","100 Y Breast","Prelims","34th","0:56.9",0.948333333333333,56.9,"","666","Minnesota Invitational",2019-12-04,"2019-2020","SCY",12,12
"1498","Caleb Babb","calebbabb","M","SO","100 Y Fly","Prelims","40th","0:50.9",0.848333333333333,50.9,"","595","Minnesota Invitational",2019-12-04,"2019-2020","SCY",4,4
"1499","Caleb Babb","calebbabb","M","SO","200 Y Breast","Prelims","39th","02:06.2",2.10333333333333,126.2,"","625","Minnesota Invitational",2019-12-04,"2019-2020","SCY",11,11
"1500","Caleb Babb","calebbabb","M","SO","200 Y IM","Prelims","52nd","01:52.7",1.87833333333333,112.7,"","660","Minnesota Invitational",2019-12-04,"2019-2020","SCY",3,3
"1501","Caleb Babb","calebbabb","M","SO","100 Y Breast","Timed Finals","19th","0:59.09",0.984833333333333,59.09,"","595","Shamrock Invitational",2020-01-24,"2019-2020","SCY",13,12
"1502","Caleb Babb","calebbabb","M","SO","100 Y Fly","Timed Finals","27th","0:52.13",0.868833333333333,52.13,"","553","Shamrock Invitational",2020-01-24,"2019-2020","SCY",5,4
"1503","Caleb Babb","calebbabb","M","SO","200 Y Breast","Timed Finals","18th","02:06.4",2.10666666666667,126.4,"","622","Shamrock Invitational",2020-01-24,"2019-2020","SCY",12,11
"1504","Caleb Babb","calebbabb","M","SO","200 Y IM","Timed Finals","29th","01:55.7",1.92833333333333,115.7,"","610","Shamrock Invitational",2020-01-24,"2019-2020","SCY",4,3
"1505","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","4th","02:07.0",2.11666666666667,127,"","641","Iowa State vs. Iowa",2019-12-13,"2019-2020","SCY",1,9
"1506","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Timed Finals","–","01:00.6",1.01,60.6,"","544","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",1,7
"1507","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","8th","02:12.0",2.2,132,"","571","Iowa vs. Illinois, Notre Dame",2020-01-11,"2019-2020","SCY",2,9
"1508","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Timed Finals","–","01:00.9",1.015,60.9,"","535","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",2,7
"1509","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","7th","02:12.2",2.20333333333333,132.2,"","568","Iowa vs. Michigan",2019-11-01,"2019-2020","SCY",3,9
"1510","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Timed Finals","–","01:02.2",1.03666666666667,62.2,"","501","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",3,7
"1511","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","8th","02:16.3",2.27166666666667,136.3,"","519","Iowa vs. Michigan State, Northern Iowa",2019-10-03,"2019-2020","SCY",4,9
"1512","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Timed Finals","–","01:01.4",1.02333333333333,61.4,"","521","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",4,7
"1513","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","7th","02:12.8",2.21333333333333,132.8,"","560","Iowa vs. Minnesota",2019-10-26,"2019-2020","SCY",5,9
"1514","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Timed Finals","–","01:00.9",1.015,60.9,"","536","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",5,7
"1515","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","4th","02:11.2",2.18666666666667,131.2,"","582","Iowa vs. Rutgers",2019-11-08,"2019-2020","SCY",6,9
"1516","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Prelims","42nd","0:58.69",0.978166666666667,58.69,"","597","Minnesota Invitational",2019-12-04,"2019-2020","SCY",6,7
"1517","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Prelims","36th","02:09.8",2.16333333333333,129.8,"","600","Minnesota Invitational",2019-12-04,"2019-2020","SCY",7,9
"1518","Christina Kaufman","christinakaufman","W","FR","200 Y Fly","Timed Finals","5th","02:11.3",2.18833333333333,131.3,"","580","Northwestern vs. Iowa",2020-01-18,"2019-2020","SCY",8,9
"1519","Christina Kaufman","christinakaufman","W","FR","100 Y Fly","Timed Finals","26th","0:58.94",0.982333333333333,58.94,"","590","Shamrock Invitational",2020-01-24,"2019-2020","SCY",7,7
