"","Name","Name.Key","Gender","Class","Event","Round","Place","Time","Minutes","Seconds","Flag","Pts","Event.Name","Date","Season","Course","Number","Times.Competed"
"1","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Prelims","32nd","0:50.38",0.839666666666667,50.38,"","776","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,24
"2","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Prelims","47th","01:50.1",1.835,110.1,"","730","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,25
"3","Allyssa Fluit","allyssafluit","W","SR","50 Y Free","Prelims","41st","0:23.4",0.39,23.4,"","751","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,8
"4","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","2nd","01:49.3",1.82166666666667,109.3,"","745","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",2,25
"5","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Timed Finals","2nd","04:56.6",4.94333333333333,296.6,"","726","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",1,21
"6","Allyssa Fluit","allyssafluit","W","SR","50 Y Free","Timed Finals","1st","0:23.71",0.395166666666667,23.71,"","722","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",2,8
"7","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","6th","0:52.29",0.8715,52.29,"","694","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,24
"8","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","5th","01:52.4",1.87333333333333,112.4,"","685","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",3,25
"9","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","2nd","0:51.18",0.853,51.18,"","740","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",3,24
"10","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","5th","01:51.5",1.85833333333333,111.5,"","702","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",4,25
"11","Allyssa Fluit","allyssafluit","W","SR","50 Y Free","Timed Finals","1st","0:23.89",0.398166666666667,23.89,"","706","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",3,8
"12","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","3rd","0:51.23",0.853833333333333,51.23,"","738","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",4,24
"13","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","3rd","01:50.9",1.84833333333333,110.9,"","714","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",5,25
"14","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Timed Finals","7th","0:51.98",0.866333333333333,51.98,"","706","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",5,24
"15","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Timed Finals","7th","01:53.0",1.88333333333333,113,"","675","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",6,25
"16","Allyssa Fluit","allyssafluit","W","SR","100 Y Free","Finals","12th","0:50.6",0.843333333333333,50.6,"","766","Ohio State Invitational",2016-11-18,"2016-2017","SCY",6,24
"17","Allyssa Fluit","allyssafluit","W","SR","200 Y Free","Finals","26th","01:49.8",1.83,109.8,"","735","Ohio State Invitational",2016-11-18,"2016-2017","SCY",7,25
"18","Allyssa Fluit","allyssafluit","W","SR","50 Y Free","Prelims","18th","0:23.24",0.387333333333333,23.24,"","767","Ohio State Invitational",2016-11-18,"2016-2017","SCY",4,8
"19","Allyssa Fluit","allyssafluit","W","SR","500 Y Free","Finals","38th","04:55.1",4.91833333333333,295.1,"","737","Ohio State Invitational",2016-11-18,"2016-2017","SCY",2,21
"20","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Prelims","41st","0:55.11",0.9185,55.11,"","747","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,18
"21","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Prelims","36th","02:02.5",2.04166666666667,122.5,"","722","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,20
"22","Amy Lenderink","amylenderink","W","SR","50 Y Free","Prelims","76th","0:24.04",0.400666666666667,24.04,"","693","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,5
"23","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","3rd","0:56.4",0.94,56.4,"","697","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",2,18
"24","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","4th","02:04.1",2.06833333333333,124.1,"","694","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",2,20
"25","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","5th","0:57.03",0.9505,57.03,"","674","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",3,18
"26","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","4th","02:07.9",2.13166666666667,127.9,"","634","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",3,20
"27","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","–","0:57.08",0.951333333333333,57.08,"","673","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",4,18
"28","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","7th","02:07.3",2.12166666666667,127.3,"","644","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",4,20
"29","Amy Lenderink","amylenderink","W","SR","50 Y Free","Timed Finals","–","0:25.17",0.4195,25.17,"R","603","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",2,5
"30","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","7th","0:57.59",0.959833333333333,57.59,"","655","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",5,18
"31","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","6th","02:07.5",2.125,127.5,"","641","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",5,20
"32","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Timed Finals","7th","0:57.63",0.9605,57.63,"","653","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",6,18
"33","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Timed Finals","8th","02:07.0",2.11666666666667,127,"","649","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",6,20
"34","Amy Lenderink","amylenderink","W","SR","100 Y Fly","Prelims","20th","0:54.98",0.916333333333333,54.98,"","753","Ohio State Invitational",2016-11-18,"2016-2017","SCY",7,18
"35","Amy Lenderink","amylenderink","W","SR","200 Y Fly","Finals","28th","02:03.5",2.05833333333333,123.5,"","704","Ohio State Invitational",2016-11-18,"2016-2017","SCY",7,20
"36","Amy Lenderink","amylenderink","W","SR","50 Y Free","Prelims","73rd","0:24.41",0.406833333333333,24.41,"","662","Ohio State Invitational",2016-11-18,"2016-2017","SCY",3,5
"37","Forrest White","forrestwhite","M","SR","100 Y Back","Prelims","35th","0:49.51",0.825166666666667,49.51,"","705","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,14
"38","Forrest White","forrestwhite","M","SR","200 Y Back","Prelims","22nd","01:46.4",1.77333333333333,106.4,"","754","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,17
"39","Forrest White","forrestwhite","M","SR","500 Y Free","Prelims","34th","04:26.6",4.44333333333333,266.6,"","810","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,8
"40","Forrest White","forrestwhite","M","SR","500 Y Free","Timed Finals","1st","04:34.0",4.56666666666667,274,"","746","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",2,8
"41","Forrest White","forrestwhite","M","SR","100 Y Back","Timed Finals","2nd","0:49.97",0.832833333333333,49.97,"","686","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,14
"42","Forrest White","forrestwhite","M","SR","200 Y Back","Timed Finals","2nd","01:48.7",1.81166666666667,108.7,"","706","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,17
"43","Forrest White","forrestwhite","M","SR","50 Y Back","Timed Finals","–","0:23.21",0.386833333333333,23.21,"R","621","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",1,14
"44","Forrest White","forrestwhite","M","SR","200 Y Back","Timed Finals","2nd","01:49.8",1.83,109.8,"","686","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",3,17
"45","Forrest White","forrestwhite","M","SR","200 Y Free","Timed Finals","4th","01:40.6",1.67666666666667,100.6,"","746","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",1,11
"46","Forrest White","forrestwhite","M","SR","50 Y Back","Timed Finals","–","0:23.46",0.391,23.46,"R","601","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",2,14
"47","Forrest White","forrestwhite","M","SR","50 Y Back","Timed Finals","1st","0:23.44",0.390666666666667,23.44,"","603","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",3,14
"48","Forrest White","forrestwhite","M","SR","100 Y Back","Timed Finals","3rd","0:50.28",0.838,50.28,"","673","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",3,14
"49","Forrest White","forrestwhite","M","SR","200 Y Back","Timed Finals","2nd","01:49.2",1.82,109.2,"","697","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",4,17
"50","Forrest White","forrestwhite","M","SR","50 Y Back","Timed Finals","–","0:23.3",0.388333333333333,23.3,"R","614","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",4,14
"51","Forrest White","forrestwhite","M","SR","100 Y Back","Timed Finals","4th","0:50.56",0.842666666666667,50.56,"","662","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",4,14
"52","Forrest White","forrestwhite","M","SR","50 Y Back","Timed Finals","–","0:23.38",0.389666666666667,23.38,"R","607","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",5,14
"53","Forrest White","forrestwhite","M","SR","500 Y Free","Timed Finals","3rd","04:35.5",4.59166666666667,275.5,"","734","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",3,8
"54","Forrest White","forrestwhite","M","SR","100 Y Back","Timed Finals","–","0:49.71",0.8285,49.71,"R","697","Ohio State Invitational",2016-11-18,"2016-2017","SCY",5,14
"55","Forrest White","forrestwhite","M","SR","200 Y Back","Prelims","18th","01:49.4",1.82333333333333,109.4,"","694","Ohio State Invitational",2016-11-18,"2016-2017","SCY",5,17
"56","Forrest White","forrestwhite","M","SR","200 Y Free","Prelims","24th","01:40.0",1.66666666666667,100,"","760","Ohio State Invitational",2016-11-18,"2016-2017","SCY",2,11
"57","Forrest White","forrestwhite","M","SR","50 Y Back","Timed Finals","–","0:23.31",0.3885,23.31,"R","613","Ohio State Invitational",2016-11-18,"2016-2017","SCY",6,14
"58","Forrest White","forrestwhite","M","SR","500 Y Free","Prelims","28th","04:33.7",4.56166666666667,273.7,"","749","Ohio State Invitational",2016-11-18,"2016-2017","SCY",4,8
"59","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","–","0:49.63",0.827166666666667,49.63,"R","811","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,27
"60","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","–","01:46.9",1.78166666666667,106.9,"R","797","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,24
"61","Hannah Burvill","hannahburvill","W","SR","50 Y Free","Prelims","32nd","0:23.17",0.386166666666667,23.17,"","774","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,16
"62","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","7th","0:49.22",0.820333333333333,49.22,"","821","Big Ten vs. USA College Challenge",2016-11-12,"2016-2017","SCY",2,27
"63","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","5th","01:46.3",1.77166666666667,106.3,"","810","Big Ten vs. USA College Challenge",2016-11-12,"2016-2017","SCY",2,24
"64","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","1st","0:49.74",0.829,49.74,"","806","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",3,27
"65","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","1st","01:47.4",1.79,107.4,"","786","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",3,24
"66","Hannah Burvill","hannahburvill","W","SR","500 Y Free","Timed Finals","1st","04:57.0",4.95,297,"","723","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,13
"67","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","1st","0:50.68",0.844666666666667,50.68,"","762","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",4,27
"68","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","1st","01:49.3",1.82166666666667,109.3,"","746","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",4,24
"69","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","–","0:50.95",0.849166666666667,50.95,"R","750","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",5,27
"70","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","2nd","01:50.0",1.83333333333333,110,"","731","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",5,24
"71","Hannah Burvill","hannahburvill","W","SR","500 Y Free","Timed Finals","2nd","04:59.1",4.985,299.1,"","708","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",2,13
"72","Hannah Burvill","hannahburvill","W","SR","100 Y Back","Timed Finals","1st","0:56.4",0.94,56.4,"","695","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",1,13
"73","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","2nd","0:50.59",0.843166666666667,50.59,"","766","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",6,27
"74","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","2nd","01:49.7",1.82833333333333,109.7,"","737","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",6,24
"75","Hannah Burvill","hannahburvill","W","SR","50 Y Back","Timed Finals","–","0:26.44",0.440666666666667,26.44,"R","683","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",1,8
"76","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Timed Finals","–","0:51.4",0.856666666666667,51.4,"R","730","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",7,27
"77","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Timed Finals","2nd","01:50.0",1.83333333333333,110,"","732","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",7,24
"78","Hannah Burvill","hannahburvill","W","SR","100 Y Free","Prelims","6th","0:49.4",0.823333333333333,49.4,"","823","Ohio State Invitational",2016-11-18,"2016-2017","SCY",8,27
"79","Hannah Burvill","hannahburvill","W","SR","200 Y Free","Prelims","9th","01:47.4",1.79,107.4,"","785","Ohio State Invitational",2016-11-18,"2016-2017","SCY",8,24
"80","Hannah Burvill","hannahburvill","W","SR","50 Y Free","Finals","11th","0:22.84",0.380666666666667,22.84,"","808","Ohio State Invitational",2016-11-18,"2016-2017","SCY",2,16
"81","John Colin","johncolin","M","JR","100 Y Back","Prelims","39th","0:50.35",0.839166666666667,50.35,"","671","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,20
"82","John Colin","johncolin","M","JR","200 Y Back","Prelims","38th","01:50.1",1.835,110.1,"","680","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,17
"83","John Colin","johncolin","M","JR","50 Y Free","Prelims","64th","0:21.07",0.351166666666667,21.07,"","674","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,7
"84","John Colin","johncolin","M","JR","100 Y Back","Timed Finals","–","0:51.53",0.858833333333333,51.53,"R","626","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",2,20
"85","John Colin","johncolin","M","JR","100 Y Free","Timed Finals","–","0:48.12",0.802,48.12,"","608","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,4
"86","John Colin","johncolin","M","JR","50 Y Free","Timed Finals","5th","0:21.9",0.365,21.9,"","600","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",2,7
"87","John Colin","johncolin","M","JR","100 Y Back","Timed Finals","6th","0:51.83",0.863833333333333,51.83,"","615","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",3,20
"88","John Colin","johncolin","M","JR","200 Y Back","Timed Finals","7th","01:54.1",1.90166666666667,114.1,"","612","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,17
"89","John Colin","johncolin","M","JR","50 Y Back","Timed Finals","–","0:24.36",0.406,24.36,"R","537","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",1,13
"90","John Colin","johncolin","M","JR","100 Y Back","Timed Finals","11th","0:52.6",0.876666666666667,52.6,"","588","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",4,20
"91","John Colin","johncolin","M","JR","200 Y Back","Timed Finals","12th","01:55.7",1.92833333333333,115.7,"","585","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",3,17
"92","John Colin","johncolin","M","JR","50 Y Back","Timed Finals","–","0:24.42",0.407,24.42,"R","533","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",2,13
"93","John Colin","johncolin","M","JR","100 Y Free","Timed Finals","–","0:48.09",0.8015,48.09,"","609","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",2,4
"94","John Colin","johncolin","M","JR","50 Y Back","Timed Finals","2nd","0:24.47",0.407833333333333,24.47,"","530","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",3,13
"95","John Colin","johncolin","M","JR","100 Y Back","Timed Finals","8th","0:51.18",0.853,51.18,"","638","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",5,20
"96","John Colin","johncolin","M","JR","200 Y Back","Timed Finals","6th","01:53.3",1.88833333333333,113.3,"","623","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",4,17
"97","John Colin","johncolin","M","JR","50 Y Free","Timed Finals","–","0:21.85",0.364166666666667,21.85,"R","604","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",3,7
"98","John Colin","johncolin","M","JR","100 Y Back","Timed Finals","7th","0:53.52",0.892,53.52,"","558","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",6,20
"99","John Colin","johncolin","M","JR","200 Y Back","Timed Finals","7th","02:00.1",2.00166666666667,120.1,"","524","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",5,17
"100","John Colin","johncolin","M","JR","100 Y Back","Prelims","21st","0:50.52",0.842,50.52,"","664","Ohio State Invitational",2016-11-18,"2016-2017","SCY",7,20
"101","John Colin","johncolin","M","JR","100 Y Free","Prelims","56th","0:47.54",0.792333333333333,47.54,"","630","Ohio State Invitational",2016-11-18,"2016-2017","SCY",3,4
"102","John Colin","johncolin","M","JR","200 Y Back","Finals","24th","01:51.1",1.85166666666667,111.1,"","662","Ohio State Invitational",2016-11-18,"2016-2017","SCY",6,17
"103","John Colin","johncolin","M","JR","50 Y Back","Timed Finals","–","0:23.4",0.39,23.4,"R","606","Ohio State Invitational",2016-11-18,"2016-2017","SCY",4,13
"104","John Colin","johncolin","M","JR","50 Y Free","Prelims","61st","0:21.44",0.357333333333333,21.44,"","639","Ohio State Invitational",2016-11-18,"2016-2017","SCY",4,7
"105","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Prelims","59th","0:56.37",0.9395,56.37,"","698","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,18
"106","Meghan Hackett","meghanhackett","W","SR","100 Y Free","Prelims","84th","0:53.46",0.891,53.46,"","649","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,3
"107","Meghan Hackett","meghanhackett","W","SR","50 Y Free","Prelims","81st","0:24.2",0.403333333333333,24.2,"","679","Big Ten Conference Championship",2017-02-15,"2016-2017","SCY",1,13
"108","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Timed Finals","4th","0:56.43",0.9405,56.43,"","696","Iowa vs. Iowa State",2016-12-09,"2016-2017","SCY",2,18
"109","Meghan Hackett","meghanhackett","W","SR","50 Y Fly","Timed Finals","2nd","0:25.41",0.4235,25.41,"","661","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,4
"110","Meghan Hackett","meghanhackett","W","SR","50 Y Free","Timed Finals","–","0:24.79",0.413166666666667,24.79,"R","632","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",2,13
"111","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Timed Finals","–","0:57.47",0.957833333333333,57.47,"","659","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",3,18
"112","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Timed Finals","–","0:57.51",0.9585,57.51,"","658","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",4,18
"113","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Timed Finals","3rd","0:57.19",0.953166666666667,57.19,"","669","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",5,18
"114","Meghan Hackett","meghanhackett","W","SR","50 Y Fly","Timed Finals","–","0:25.67",0.427833333333333,25.67,"","641","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",2,4
"115","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Timed Finals","–","0:57.77",0.962833333333333,57.77,"","649","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",6,18
"116","Meghan Hackett","meghanhackett","W","SR","100 Y Fly","Prelims","47th","0:56.87",0.947833333333333,56.87,"","680","Ohio State Invitational",2016-11-18,"2016-2017","SCY",7,18
"117","Meghan Hackett","meghanhackett","W","SR","100 Y Free","Prelims","78th","0:53.35",0.889166666666667,53.35,"","653","Ohio State Invitational",2016-11-18,"2016-2017","SCY",2,3
"118","Meghan Hackett","meghanhackett","W","SR","50 Y Free","Prelims","89th","0:24.7",0.411666666666667,24.7,"","639","Ohio State Invitational",2016-11-18,"2016-2017","SCY",3,13
"119","Michael Tenney","michaeltenney","M","SR","200 Y Fly","Prelims","27th","01:49.5",1.825,109.5,"","746","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,20
"120","Michael Tenney","michaeltenney","M","SR","400 Y IM","Prelims","33rd","03:59.2",3.98666666666667,239.2,"","721","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,6
"121","Michael Tenney","michaeltenney","M","SR","500 Y Free","Prelims","40th","04:27.7",4.46166666666667,267.7,"","800","Big Ten Conference Championship",2017-02-22,"2016-2017","SCY",1,15
"122","Michael Tenney","michaeltenney","M","SR","200 Y Free","Timed Finals","2nd","01:41.3",1.68833333333333,101.3,"","731","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,7
"123","Michael Tenney","michaeltenney","M","SR","200 Y IM","Timed Finals","–","01:56.3",1.93833333333333,116.3,"","638","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,7
"124","Michael Tenney","michaeltenney","M","SR","50 Y Free","Timed Finals","–","0:21.87",0.3645,21.87,"R","602","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,5
"125","Michael Tenney","michaeltenney","M","SR","200 Y Fly","Timed Finals","2nd","01:50.1",1.835,110.1,"","734","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,20
"126","Michael Tenney","michaeltenney","M","SR","500 Y Free","Timed Finals","2nd","04:33.4",4.55666666666667,273.4,"","751","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,15
"127","Michael Tenney","michaeltenney","M","SR","200 Y Fly","Timed Finals","3rd","01:50.3",1.83833333333333,110.3,"","730","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",3,20
"128","Michael Tenney","michaeltenney","M","SR","500 Y Free","Timed Finals","1st","04:29.4",4.49,269.4,"","785","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",3,15
"129","Michael Tenney","michaeltenney","M","SR","100 Y Fly","Timed Finals","1st","0:50.65",0.844166666666667,50.65,"","664","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",1,12
"130","Michael Tenney","michaeltenney","M","SR","200 Y Fly","Timed Finals","4th","01:51.0",1.85,111,"","717","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",4,20
"131","Michael Tenney","michaeltenney","M","SR","500 Y Free","Timed Finals","2nd","04:32.4",4.54,272.4,"","760","Minnesota vs. Iowa",2016-10-28,"2016-2017","SCY",4,15
"132","Michael Tenney","michaeltenney","M","SR","200 Y Fly","Timed Finals","5th","01:51.0",1.85,111,"","716","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",5,20
"133","Michael Tenney","michaeltenney","M","SR","500 Y Free","Timed Finals","2nd","04:32.8",4.54666666666667,272.8,"","756","Notre Dame vs. Iowa, Illinois",2017-01-13,"2016-2017","SCY",5,15
"134","Michael Tenney","michaeltenney","M","SR","100 Y Fly","Finals","33rd","0:50.29",0.838166666666667,50.29,"","678","Ohio State Invitational",2016-11-18,"2016-2017","SCY",2,12
"135","Michael Tenney","michaeltenney","M","SR","200 Y Fly","Finals","21st","01:50.1",1.835,110.1,"","733","Ohio State Invitational",2016-11-18,"2016-2017","SCY",6,20
"136","Michael Tenney","michaeltenney","M","SR","200 Y Free","Finals","32nd","01:40.3",1.67166666666667,100.3,"","751","Ohio State Invitational",2016-11-18,"2016-2017","SCY",2,7
"137","Michael Tenney","michaeltenney","M","SR","500 Y Free","Finals","31st","04:31.6",4.52666666666667,271.6,"","766","Ohio State Invitational",2016-11-18,"2016-2017","SCY",6,15
"138","Samuel Dumford","samueldumford","M","SR","100 Y Free","Timed Finals","1st","0:45.71",0.761833333333333,45.71,"","709","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,13
"139","Samuel Dumford","samueldumford","M","SR","50 Y Free","Timed Finals","1st","0:20.69",0.344833333333333,20.69,"","711","Iowa vs. Northern Iowa, Western Illinois",2017-02-03,"2016-2017","SCY",1,14
"140","Samuel Dumford","samueldumford","M","SR","100 Y Free","Timed Finals","–","0:46.44",0.774,46.44,"","676","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,13
"141","Samuel Dumford","samueldumford","M","SR","50 Y Free","Timed Finals","–","0:20.93",0.348833333333333,20.93,"","687","Iowa vs. Northwestern",2017-01-21,"2016-2017","SCY",2,14
"142","Samuel Dumford","samueldumford","M","SR","100 Y Free","Timed Finals","–","0:46.86",0.781,46.86,"R","658","Iowa vs. Purdue, Missouri State",2016-11-04,"2016-2017","SCY",3,13
"143","Samuel Dumford","samueldumford","M","SR","100 Y Free","Timed Finals","–","0:47.82",0.797,47.82,"","619","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",4,13
"144","Samuel Dumford","samueldumford","M","SR","50 Y Free","Timed Finals","–","0:21.43",0.357166666666667,21.43,"","640","Iowa vs. South Dakota",2016-11-03,"2016-2017","SCY",3,14
"145","Samuel Dumford","samueldumford","M","SR","100 Y Free","Timed Finals","–","0:46.83",0.7805,46.83,"R","659","Ohio State Invitational",2016-11-18,"2016-2017","SCY",5,13
