id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
332422567,2013,1,regular,2013-08-30T20:00:00.000Z,,false,false,34790,3735,Gerald J. Ford Stadium,2567,SMU,American Athletic,23,3,6,7,7,0.5467224509419356,2641,Texas Tech,Big 12,41,3,10,7,21,0.4532775490580644,7.24580601091852
332422306,2013,1,regular,2013-08-30T20:30:00.000Z,,false,false,53351,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,21,0,7,14,0,0.43137178317001457,2449,North Dakota State,,24,7,0,10,7,0.5686282168299854,5.09583461009748
332430277,2013,1,regular,2013-08-31T12:00:00.000Z,,false,false,56350,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,24,7,0,10,7,0.26410837283735816,2729,William & Mary,,17,7,10,0,0,0.7358916271626419,5.47336685728026
332430197,2013,1,regular,2013-08-31T15:30:00.000Z,,true,false,35874,,,197,Oklahoma State,Big 12,21,0,7,7,7,0.8403315560101275,344,Mississippi State,SEC,3,3,0,0,0,0.15966844398987246,4.82954303740199
332430201,2013,1,regular,2013-08-31T19:00:00.000Z,,false,false,84911,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,34,0,13,21,0,0.9951319305192383,2433,Louisiana Monroe,Sun Belt,0,0,0,0,0,0.004868069480761683,3.11213024549651
332430239,2013,1,regular,2013-08-31T19:30:00.000Z,,false,false,44989,3724,Floyd Casey Stadium,239,Baylor,Big 12,69,28,10,28,3,0.999846112171128,2747,Wofford,,3,0,0,3,0,0.00015388782887204577,0.905545311644295
332430251,2013,1,regular,2013-08-31T20:00:00.000Z,,false,false,99623,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,56,0,14,21,21,0.8873416197527142,166,New Mexico State,FBS Independents,7,0,7,0,0,0.1126583802472858,6.33846007210026
332430066,2013,1,regular,2013-08-31T20:00:00.000Z,,false,false,56800,3772,Jack Trice Stadium,66,Iowa State,Big 12,20,7,7,6,0,0.7418523342134885,2460,Northern Iowa,,28,7,14,0,7,0.2581476657865115,5.60319144031818
332432628,2013,1,regular,2013-08-31T21:00:00.000Z,,true,false,80230,,,2628,TCU,Big 12,27,3,7,7,10,0.4346015074617749,99,LSU,SEC,37,6,10,14,7,0.5653984925382252,6.58972222073384
333622306,2013,1,postseason,2013-12-28T22:15:00.000Z,,true,false,53284,3947,Sun Devil Stadium,2306,Kansas State,Big 12,31,14,7,0,10,0.9811369229750908,130,Michigan,Big Ten,14,3,3,0,8,0.01886307702490919,1.91413509364759
333640251,2013,1,postseason,2013-12-30T18:51:00.000Z,,true,false,65918,3604,Alamodome,251,Texas,Big 12,7,7,0,0,0,0.18113700801733737,2483,Oregon,Pac-12,30,10,10,3,7,0.8188629919826627,4.29717360965427
333642641,2013,1,postseason,2013-12-30T22:15:00.000Z,,true,false,52930,3932,Qualcomm Stadium,2641,Texas Tech,Big 12,37,13,14,10,0,0.7743072860501076,9,Arizona State,Pac-12,23,6,7,7,3,0.22569271394989243,4.36239414768426
340010239,2013,1,postseason,2014-01-01T20:30:00.000Z,,true,false,65172,,,239,Baylor,Big 12,42,7,13,8,14,0.9113576487147206,2116,UCF,American Athletic,52,14,14,7,17,0.08864235128527942,6.16193372306454
340020333,2013,1,postseason,2014-01-02T20:30:00.000Z,,true,false,70473,3493,Mercedes-Benz Superdome,333,Alabama,SEC,31,10,7,7,7,0.9291650007757623,201,Oklahoma,Big 12,45,14,17,0,14,0.07083499922423775,5.03840061307178
340030142,2013,1,postseason,2014-01-03T20:00:00.000Z,,true,false,72690,,,142,Missouri,SEC,41,7,10,0,24,0.47507464370270147,197,Oklahoma State,Big 12,31,7,0,7,17,0.5249253562972985,6.60035580491229
332502636,2013,2,regular,2013-09-07T12:00:00.000Z,,false,false,40977,3604,Alamodome,2636,UT San Antonio,Conference USA,35,7,0,0,28,0.3543265035842199,197,Oklahoma State,Big 12,56,14,21,7,14,0.6456734964157801,2.40312786330196
332502628,2013,2,regular,2013-09-07T12:00:00.000Z,,false,false,41170,3616,Amon G. Carter Stadium,2628,TCU,Big 12,38,7,10,14,7,0.9562449714228766,2545,Southeastern Louisiana,,17,0,14,0,3,0.043755028577123434,3.01648999339926
332500239,2013,2,regular,2013-09-07T15:30:00.000Z,,false,false,39126,3724,Floyd Casey Stadium,239,Baylor,Big 12,70,28,28,7,7,0.9969379822498332,2084,Buffalo,Mid-American,13,13,0,0,0,0.00306201775016679,2.44284113719257
332502306,2013,2,regular,2013-09-07T18:30:00.000Z,,false,false,53073,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,48,10,10,21,7,0.9031978581982953,309,Louisiana,Sun Belt,27,3,0,21,3,0.09680214180170466,2.92463213935522
332500201,2013,2,regular,2013-09-07T19:00:00.000Z,,false,true,84692,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,16,3,10,0,3,0.7486222990646031,277,West Virginia,Big 12,7,7,0,0,0,0.2513777009353969,5.10511420810252
332502305,2013,2,regular,2013-09-07T19:00:00.000Z,,false,false,41920,3833,Memorial Stadium,2305,Kansas,Big 12,31,0,14,7,10,0.9008930937762982,233,South Dakota,,14,7,0,0,7,0.09910690622370177,4.85182208102254
332502641,2013,2,regular,2013-09-07T19:00:00.000Z,,false,false,54086,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,61,28,17,16,0,0.9999438931760248,2617,Stephen F. Austin,,13,7,0,0,6,0.00005610682397516609,1.46706306961585
332500252,2013,2,regular,2013-09-07T19:00:00.000Z,,false,false,63197,3801,LaVell Edwards Stadium,252,BYU,FBS Independents,40,10,17,13,0,0.9653585799607044,251,Texas,Big 12,21,7,7,7,0,0.0346414200392956,4.38328311061359
332552641,2013,3,regular,2013-09-12T19:30:00.000Z,,false,true,58701,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,20,10,0,0,10,0.6835915659456061,2628,TCU,Big 12,10,0,0,3,7,0.3164084340543939,4.39722965511235
332570201,2013,3,regular,2013-09-14T12:00:00.000Z,,false,false,84229,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,51,10,17,7,17,0.9926542100795395,202,Tulsa,Conference USA,20,7,0,6,7,0.007345789920460533,1.72656210862403
332570277,2013,3,regular,2013-09-14T12:00:00.000Z,,false,false,57440,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,41,10,7,3,21,0.999106792631305,2247,Georgia State,Sun Belt,7,0,0,7,0,0.0008932073686950259,2.67990477042766
332570066,2013,3,regular,2013-09-14T18:00:00.000Z,,false,false,56800,3772,Jack Trice Stadium,66,Iowa State,Big 12,21,0,0,7,14,0.18761827654134006,2294,Iowa,Big Ten,27,0,13,7,7,0.8123817234586599,3.72843370582806
332572306,2013,3,regular,2013-09-14T19:00:00.000Z,,false,false,52958,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,37,6,21,7,3,0.9655120209021799,113,UMass,Mid-American,7,7,0,0,0,0.03448797909782009,2.23855100056446
332570242,2013,3,regular,2013-09-14T19:30:00.000Z,,false,false,22974,3895,Rice Stadium,242,Rice,Conference USA,23,7,6,0,10,0.9826397583282407,2305,Kansas,Big 12,14,0,7,7,0,0.017360241671759313,5.21916572784796
332570197,2013,3,regular,2013-09-14T19:30:00.000Z,,false,false,59061,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,59,21,10,21,7,0.9989214224743379,2320,Lamar,,3,0,3,0,0,0.0010785775256620944,1.27159842105791
332570251,2013,3,regular,2013-09-14T20:00:00.000Z,,false,false,101474,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,23,7,16,0,0,0.5152164947932617,145,Ole Miss,SEC,44,14,3,20,7,0.4847835052067383,4.00447036928146
332642305,2013,4,regular,2013-09-21T12:00:00.000Z,,false,false,39823,3833,Memorial Stadium,2305,Kansas,Big 12,13,0,3,0,10,0.5517489033518168,2348,Louisiana Tech,Conference USA,10,7,0,3,0,0.4482510966481832,7.6785410463152
332640120,2013,4,regular,2013-09-21T15:30:00.000Z,,false,false,55677,,,120,Maryland,ACC,37,14,16,0,7,0.9940363853538332,277,West Virginia,Big 12,0,0,0,0,0,0.005963614646166793,2.06763394729074
332640239,2013,4,regular,2013-09-21T16:00:00.000Z,,false,false,42967,3724,Floyd Casey Stadium,239,Baylor,Big 12,70,35,14,21,0,0.9998704269877488,2433,Louisiana Monroe,Sun Belt,7,0,7,0,0,0.0001295730122512495,1.01679971154168
332642641,2013,4,regular,2013-09-21T19:00:00.000Z,,false,false,60997,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,33,3,10,10,10,0.9949567525141734,326,Texas State,Sun Belt,7,0,0,7,0,0.00504324748582663,4.26408857659679
332640251,2013,4,regular,2013-09-21T20:00:00.000Z,,false,true,95248,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,31,10,7,7,7,0.602599906958487,2306,Kansas State,Big 12,21,0,7,0,14,0.397400093041513,3.35072807590793
