id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
400547840,2014,1,regular,2014-08-30T12:00:00.000Z,,false,false,54800,3772,Jack Trice Stadium,66,Iowa State,Big 12,14,7,7,0,0,0.007274812396909701,2449,North Dakota State,,34,0,17,10,7,0.9927251876030903,3.85489467556237
400547835,2014,1,regular,2014-08-30T15:30:00.000Z,,true,false,70502,3495,Georgia Dome,333,Alabama,SEC,33,3,17,10,3,0.9906527359372408,277,West Virginia,Big 12,23,3,14,3,3,0.009347264062759209,4.3654605240424
400547834,2014,1,regular,2014-08-30T19:00:00.000Z,,false,false,85063,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,48,21,10,10,7,0.9999137692346238,2348,Louisiana Tech,Conference USA,16,0,3,0,13,0.0000862307653761718,1.21831855644955
400547837,2014,1,regular,2014-08-30T19:00:00.000Z,,false,false,40094,3616,Amon G. Carter Stadium,2628,TCU,Big 12,48,14,10,10,14,0.9995745672925325,2535,Samford,,14,0,7,0,7,0.00042543270746753237,2.09782220953888
400547838,2014,1,regular,2014-08-30T19:00:00.000Z,,false,false,60778,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,42,7,14,7,14,0.9462703041621353,2110,Central Arkansas,,35,3,13,5,14,0.05372969583786469,6.30164025542309
400547839,2014,1,regular,2014-08-30T19:10:00.000Z,,false,false,52830,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,55,7,21,14,13,0.9990470684578947,2617,Stephen F. Austin,,16,0,10,6,0,0.0009529315421052953,1.78030905419669
400547762,2014,1,regular,2014-08-30T20:00:00.000Z,,true,false,61521,3687,AT&T Stadium,197,Oklahoma State,Big 12,31,0,10,7,14,0.2182008736761271,52,Florida State,ACC,37,10,7,10,10,0.7817991263238729,5.19425895182654
400547836,2014,1,regular,2014-08-30T20:00:00.000Z,,false,false,93201,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,38,7,14,7,10,0.9999919779765769,249,North Texas,Conference USA,7,0,0,0,7,0.000008022023423093216,3.01272557735066
400547648,2014,1,regular,2014-08-31T19:30:00.000Z,,false,false,0,4727,McLane Stadium,239,Baylor,Big 12,45,24,7,7,7,0.9999929301755571,2567,SMU,American Athletic,0,0,0,0,0,0.000007069824442873518,2.07891856254751
400610226,2014,1,postseason,2014-12-29T14:00:00.000Z,,true,false,51282,3805,Liberty Bowl Memorial Stadium,277,West Virginia,Big 12,37,20,7,3,7,0.04875854306733801,245,Texas A&M,SEC,45,14,14,17,0,0.9512414569326619,4.96597744158171
400610208,2014,1,postseason,2014-12-29T17:30:00.000Z,,true,false,40071,4013,Camping World Stadium,228,Clemson,ACC,40,17,10,13,0,0.9999366872842128,201,Oklahoma,Big 12,6,0,0,0,6,0.00006331271578718933,1.62923788459506
400610223,2014,1,postseason,2014-12-29T21:00:00.000Z,,true,false,71115,3891,NRG Stadium,251,Texas,Big 12,7,0,7,0,0,0.16875049035210957,8,Arkansas,SEC,31,3,21,0,7,0.8312495096478905,2.28057866696615
400610182,2014,1,postseason,2014-12-31T12:30:00.000Z,,true,false,65706,3495,Georgia Dome,2628,TCU,Big 12,42,14,14,14,0,0.9999843207305315,145,Ole Miss,SEC,3,0,0,0,3,0.00001567926946854925,1.89040383121581
