id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
400868876,2016,1,regular,2016-09-02T19:30:00.000Z,,false,false,44849,4727,McLane Stadium,239,Baylor,Big 12,55,24,24,7,0,0.9999929905218068,2466,Northwestern State,,7,0,0,7,0,0.000007009478193209517,1.7182434635027
400869094,2016,1,regular,2016-09-02T21:00:00.000Z,,false,false,46147,3940,Stanford Stadium,24,Stanford,Pac-12,26,3,14,0,9,0.9249592377821018,2306,Kansas State,Big 12,13,0,3,3,7,0.07504076221789824,2.90850475949252
400869507,2016,1,regular,2016-09-03T12:00:00.000Z,,true,false,71016,3891,NRG Stadium,248,Houston,American Athletic,33,3,16,14,0,0.7633293693745197,201,Oklahoma,Big 12,23,10,7,0,6,0.23667063062548033,5.44795989882893
400868976,2016,1,regular,2016-09-03T12:00:00.000Z,,false,false,60125,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,26,10,3,10,3,0.9894465662008367,142,Missouri,SEC,11,0,3,0,8,0.010553433799163292,3.17400963115468
400869619,2016,1,regular,2016-09-03T15:30:00.000Z,,false,false,50079,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,61,28,3,21,9,0.9999882095586472,2545,Southeastern Louisiana,,7,0,7,0,0,0.000011790441352799164,0.935816010757673
400869597,2016,1,regular,2016-09-03T19:00:00.000Z,,false,false,26864,3833,Memorial Stadium,2305,Kansas,Big 12,55,13,14,14,14,0.9997855685130087,227,Rhode Island,,6,0,6,0,0,0.00021443148699129555,1.73590186913275
400868887,2016,1,regular,2016-09-03T20:00:00.000Z,,false,false,60629,3772,Jack Trice Stadium,66,Iowa State,Big 12,20,7,6,0,7,0.7430630253103779,2460,Northern Iowa,,25,0,16,3,6,0.25693697468962207,7.37378871150781
400869624,2016,1,regular,2016-09-03T20:00:00.000Z,,false,false,43450,3616,Amon G. Carter Stadium,2628,TCU,Big 12,59,7,17,21,14,0.9252733541459381,2571,South Dakota State,,41,3,21,14,3,0.07472664585406186,4.72412796978906
400869625,2016,1,regular,2016-09-03T20:00:00.000Z,,false,false,60097,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,69,21,24,10,14,0.9999946789085982,2617,Stephen F. Austin,,17,0,3,7,7,0.000005321091401833122,1.45584251872389
400868946,2016,1,regular,2016-09-04T19:30:00.000Z,,false,false,102315,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,50,7,14,10,6,0.8001616525160773,87,Notre Dame,FBS Independents,47,7,7,14,9,0.1998383474839227,7.08318326900894
