id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
400763399,2015,1,regular,2015-09-03T19:00:00.000Z,,false,false,19717,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,13,3,3,7,0,0.08629501978357867,197,Oklahoma State,Big 12,24,3,7,7,7,0.9137049802164213,5.98363198503575
400763398,2015,1,regular,2015-09-03T21:00:00.000Z,,false,false,54147,3953,TCF Bank Stadium,135,Minnesota,Big Ten,17,0,3,7,7,0.07837070413274612,2628,TCU,Big 12,23,10,0,10,3,0.9216292958672538,3.36765411108514
400764855,2015,1,regular,2015-09-04T19:00:00.000Z,,false,false,32047,3735,Gerald J. Ford Stadium,2567,SMU,American Athletic,21,14,7,0,0,0.003645725186432551,239,Baylor,Big 12,56,28,0,14,14,0.9963542748135674,5.08105933365583
400763401,2015,1,regular,2015-09-05T12:00:00.000Z,,false,false,0,3833,Memorial Stadium,2305,Kansas,Big 12,38,7,7,14,10,0.1413291240686219,2571,South Dakota State,,41,17,14,3,7,0.8586708759313781,6.2757738679667
400763406,2015,1,regular,2015-09-05T15:30:00.000Z,,false,false,60073,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,59,14,28,17,0,0.2830810780654998,2534,Sam Houston State,,45,14,17,0,14,0.7169189219345002,3.34811878862507
400763404,2015,1,regular,2015-09-05T19:00:00.000Z,,false,false,85370,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,41,3,14,21,3,0.9999785062742874,2006,Akron,Mid-American,3,0,3,0,0,0.000021493725712584677,4.15702985407117
400763402,2015,1,regular,2015-09-05T19:10:00.000Z,,false,false,53297,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,34,7,17,3,7,0.9988119831767045,233,South Dakota,,0,0,0,0,0,0.0011880168232955013,1.52812053841683
400763403,2015,1,regular,2015-09-05T19:30:00.000Z,,false,false,0,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,38,14,3,14,7,0.9999803952329244,251,Texas,Big 12,3,0,0,3,0,0.000019604767075631635,2.06777652599182
400763407,2015,1,regular,2015-09-05T19:30:00.000Z,,false,false,55182,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,44,10,6,14,14,0.9999686043355015,290,Georgia Southern,Sun Belt,0,0,0,0,0,0.0000313956644985014,2.47081963690628
400763400,2015,1,regular,2015-09-05T20:00:00.000Z,,false,false,61500,3772,Jack Trice Stadium,66,Iowa State,Big 12,31,0,10,14,7,0.9991032856677085,2460,Northern Iowa,,7,0,7,0,0,0.0008967143322915483,4.88849929138985
