id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,excitement_index
400934493,2017,1,regular,2017-08-31T19:30:00.000Z,,false,false,56790,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,59,21,17,14,7,0.999993988642031,202,Tulsa,American Athletic,24,0,17,0,7,0.00000601135796896024,1.6764508812081
400934495,2017,1,regular,2017-09-02T12:00:00.000Z,,false,false,88396,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,41,7,7,20,7,0.36423101222583876,120,Maryland,Big Ten,51,14,16,7,14,0.6357689877741612,4.86901710691741
400934492,2017,1,regular,2017-09-02T15:30:00.000Z,,false,false,86076,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,56,14,21,14,7,0.9999944180022193,2638,UTEP,Conference USA,7,7,0,0,0,0.0000055819977806681464,1.47241098334688
400934496,2017,1,regular,2017-09-02T16:00:00.000Z,,false,false,54988,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,56,7,21,21,7,0.9999740962208831,331,Eastern Washington,,10,0,10,0,0,0.000025903779116931425,3.24661675206159
400934490,2017,1,regular,2017-09-02T19:00:00.000Z,,false,false,32134,3833,Memorial Stadium,2305,Kansas,Big 12,38,14,7,14,3,0.998471859998859,2546,Southeast Missouri State,,16,0,7,3,6,0.0015281400011409874,2.47992549281256
400934489,2017,1,regular,2017-09-02T19:00:00.000Z,,false,false,45784,4727,McLane Stadium,239,Baylor,Big 12,45,0,17,14,14,0.162340494720774,2335,Liberty,,48,6,11,17,14,0.837659505279226,8.88462406651372
400934491,2017,1,regular,2017-09-02T19:10:00.000Z,,false,false,51043,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,55,10,28,10,7,0.999807033471391,2110,Central Arkansas,,19,10,6,3,0,0.00019296652860900654,2.20586849528339
400934488,2017,1,regular,2017-09-02T20:00:00.000Z,,false,false,61500,3772,Jack Trice Stadium,66,Iowa State,Big 12,42,14,7,14,7,0.9829226302715767,2460,Northern Iowa,,24,7,3,7,7,0.01707736972842333,2.92005222033523
400934494,2017,1,regular,2017-09-02T20:00:00.000Z,,false,false,42709,3616,Amon G. Carter Stadium,2628,TCU,Big 12,63,21,14,21,7,0.9999971488735641,2296,Jackson State,,0,0,0,0,0,0.0000028511264359432076,1.74898662497628
400934497,2017,1,regular,2017-09-03T19:30:00.000Z,,true,false,67489,3719,FedEx Field,259,Virginia Tech,ACC,31,3,7,14,7,0.8917849944855069,277,West Virginia,Big 12,24,0,7,10,7,0.10821500551449315,5.83810636558435
400953390,2017,1,postseason,2017-12-23T12:00:00.000Z,,true,false,28623,3803,Legion Field,58,South Florida,American Athletic,38,3,7,7,21,0.4005383232448606,2641,Texas Tech,Big 12,34,10,0,14,10,0.5994616767551394,9.11985036842368
400953395,2017,1,postseason,2017-12-26T13:30:00.000Z,,true,false,20507,499,Cotton Bowl,277,West Virginia,Big 12,14,0,3,3,8,0.016755554036289224,254,Utah,Pac-12,30,7,10,0,13,0.9832444459637107,3.33264189433907
400953396,2017,1,postseason,2017-12-26T21:00:00.000Z,,true,false,32859,4251,Chase Field,26,UCLA,Pac-12,17,3,14,0,0,0.006127607113387263,2306,Kansas State,Big 12,35,7,0,14,14,0.9938723928866128,4.82962961034419
400953399,2017,1,postseason,2017-12-27T21:00:00.000Z,,true,false,67820,3891,NRG Stadium,142,Missouri,SEC,16,0,7,9,0,0.29055403037757493,251,Texas,Big 12,33,14,7,2,10,0.7094459696224251,4.06736837390425
400953416,2017,1,postseason,2017-12-28T17:15:00.000Z,,true,false,39610,4013,Camping World Stadium,197,Oklahoma State,Big 12,30,3,10,14,3,0.8209102678695752,259,Virginia Tech,ACC,21,7,0,7,7,0.17908973213042478,4.38440358137199
400953401,2017,1,postseason,2017-12-28T21:00:00.000Z,,true,false,57653,3604,Alamodome,2628,TCU,Big 12,39,3,7,13,16,0.8973425177875236,24,Stanford,Pac-12,37,14,7,10,6,0.10265748221247639,5.6281325494971
400953406,2017,1,postseason,2017-12-30T12:30:00.000Z,,false,false,57266,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,20,7,3,10,0,0.6900500108592642,66,Iowa State,Big 12,21,7,7,7,0,0.3099499891407358,7.74513452933807
400953412,2017,1,postseason,2018-01-01T17:00:00.000Z,,true,false,92844,1056,Rose Bowl,201,Oklahoma,Big 12,48,14,17,0,14,0.6245574646089573,61,Georgia,SEC,54,7,10,14,14,0.37544253539104266,5.17824328213758
400934503,2017,2,regular,2017-09-08T20:00:00.000Z,,false,false,26487,3797,Ladd Peebles Stadium,6,South Alabama,Sun Belt,7,0,0,0,7,0.0037324732823161766,197,Oklahoma State,Big 12,44,17,3,21,3,0.9962675267176838,1.84449252762942
400934499,2017,2,regular,2017-09-09T12:00:00.000Z,,false,false,61500,3772,Jack Trice Stadium,66,Iowa State,Big 12,41,7,3,14,14,0.6524785177672126,2294,Iowa,Big Ten,44,7,7,7,17,0.34752148223278745,7.35182835715962
400934505,2017,2,regular,2017-09-09T12:00:00.000Z,,false,false,56797,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,56,21,28,7,0,0.999987385562346,151,East Carolina,American Athletic,20,3,0,10,7,0.000012614437653990507,1.38066544055967
400934501,2017,2,regular,2017-09-09T12:00:00.000Z,,false,false,50807,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,55,21,17,10,7,0.9999939442491755,2429,Charlotte,Conference USA,7,7,0,0,0,0.000006055750824462969,1.27094813977511
400933842,2017,2,regular,2017-09-09T15:30:00.000Z,,false,false,73668,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,7,7,0,0,0,0.017789835374341926,2628,TCU,Big 12,28,7,7,0,14,0.982210164625658,5.08231587963892
400934504,2017,2,regular,2017-09-09T15:30:00.000Z,,false,false,88117,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,56,7,14,14,21,0.9999956611870287,23,San José State,Mountain West,0,0,0,0,0,0.000004338812971349526,2.38594142772
400934500,2017,2,regular,2017-09-09T16:00:00.000Z,,false,false,28531,3833,Memorial Stadium,2305,Kansas,Big 12,27,3,3,14,7,0.019634379237557405,2117,Central Michigan,Mid-American,45,0,24,7,14,0.9803656207624426,5.08646314199296
400934502,2017,2,regular,2017-09-09T19:30:00.000Z,,false,false,109088,3861,Ohio Stadium,194,Ohio State,Big Ten,16,0,3,10,3,0.024259949646390593,201,Oklahoma,Big 12,31,0,3,14,14,0.9757400503536094,3.84178596319396
400934498,2017,2,regular,2017-09-09T20:00:00.000Z,,false,false,41923,4727,McLane Stadium,239,Baylor,Big 12,10,0,7,0,3,0.025873364897451984,2636,UT San Antonio,Conference USA,17,0,7,7,3,0.974126635102548,4.87593781337713
400934507,2017,3,regular,2017-09-16T12:00:00.000Z,,false,false,22056,3876,Peden Stadium,195,Ohio,Mid-American,42,11,14,14,3,0.9753407857608317,2305,Kansas,Big 12,30,0,14,0,16,0.02465921423916828,2.43035873707417
400934517,2017,3,regular,2017-09-16T12:00:00.000Z,,false,false,22811,3768,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,14,0,14,0,0,0.004664582360908788,66,Iowa State,Big 12,41,14,6,14,7,0.9953354176390912,3.75180662315555
400934509,2017,3,regular,2017-09-16T12:00:00.000Z,,false,false,38952,3752,Heinz Field,221,Pittsburgh,ACC,21,0,14,7,0,0.007801697398791494,197,Oklahoma State,Big 12,59,21,28,7,3,0.9921983026012086,0.9811439446086
400934513,2017,3,regular,2017-09-16T12:00:00.000Z,,false,false,51482,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,59,24,21,7,7,0.9999885319099471,2169,Delaware State,,16,10,0,0,6,0.00001146809005292404,2.22599052229931
400934506,2017,3,regular,2017-09-16T12:30:00.000Z,,false,false,26714,3982,Wallace Wade Stadium,150,Duke,ACC,34,7,7,10,10,0.9739352477861594,239,Baylor,Big 12,20,7,0,13,0,0.026064752213840636,4.64295196311492
400934510,2017,3,regular,2017-09-16T15:30:00.000Z,,false,false,44489,3616,Amon G. Carter Stadium,2628,TCU,Big 12,56,7,21,7,21,0.9950739624984494,2567,SMU,American Athletic,36,16,6,7,7,0.004926037501550629,4.65898532973981
400934508,2017,3,regular,2017-09-16T18:00:00.000Z,,false,false,86290,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,56,14,14,7,21,0.9999761618230919,2655,Tulane,American Athletic,14,14,0,0,0,0.00002383817690809753,3.45488010554331
400933863,2017,3,regular,2017-09-16T19:30:00.000Z,,false,false,40350,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,14,7,0,0,7,0.9904226636515937,2306,Kansas State,Big 12,7,0,7,0,0,0.009577336348406296,5.15079607466316
400934512,2017,3,regular,2017-09-16T20:00:00.000Z,,false,false,58547,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,52,21,14,10,7,0.9181735343424073,9,Arizona State,Pac-12,45,3,14,21,7,0.08182646565759266,4.14950788239428
400934511,2017,3,regular,2017-09-16T20:30:00.000Z,,false,false,84714,477,Los Angeles Memorial Coliseum,30,USC,Pac-12,27,0,14,0,3,0.44294468161122075,251,Texas,Big 12,24,0,7,3,7,0.5570553183887792,6.95051173081982
400934518,2017,4,regular,2017-09-23T12:00:00.000Z,,false,false,36383,4728,John O'Quinn Field at TDECU Stadium,248,Houston,American Athletic,24,0,10,0,14,0.4779578337829724,2641,Texas Tech,Big 12,27,6,7,7,7,0.5220421662170276,6.38149220225845
400934514,2017,4,regular,2017-09-23T12:00:00.000Z,,false,true,23901,3833,Memorial Stadium,2305,Kansas,Big 12,34,3,10,14,7,0.013858332076656897,277,West Virginia,Big 12,56,7,28,0,21,0.9861416679233431,3.58646423437494
400934516,2017,4,regular,2017-09-23T15:30:00.000Z,,false,true,56790,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,31,7,3,7,14,0.19644725600282328,2628,TCU,Big 12,44,6,14,14,10,0.8035527439971767,3.77477191377456
400934515,2017,4,regular,2017-09-23T18:30:00.000Z,,false,true,43573,4727,McLane Stadium,239,Baylor,Big 12,41,7,10,14,10,0.08771050863872126,201,Oklahoma,Big 12,49,21,7,7,14,0.9122894913612787,4.01196779029998
400934521,2017,5,regular,2017-09-28T20:00:00.000Z,,false,true,51234,3772,Jack Trice Stadium,66,Iowa State,Big 12,7,0,0,7,0,0.010062991192298514,251,Texas,Big 12,17,7,7,0,3,0.9899370088077015,3.48009843503434
400934519,2017,5,regular,2017-09-30T15:30:00.000Z,,false,true,52293,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,33,7,13,0,13,0.9617409076224186,239,Baylor,Big 12,20,3,0,10,7,0.038259092377581405,2.538938880011
400934520,2017,5,regular,2017-09-30T20:00:00.000Z,,false,true,60901,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,34,7,10,3,14,0.016451085601788026,197,Oklahoma State,Big 12,41,7,14,13,7,0.983548914398212,7.76184274510774
400934523,2017,6,regular,2017-10-07T12:00:00.000Z,,false,true,86019,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,31,14,10,0,7,0.48808925574854134,66,Iowa State,Big 12,38,3,10,11,14,0.5119107442514587,3.87030223628761
400934525,2017,6,regular,2017-10-07T12:00:00.000Z,,false,true,21050,3833,Memorial Stadium,2305,Kansas,Big 12,19,7,3,9,0,0.0038118948497027033,2641,Texas Tech,Big 12,65,21,14,13,17,0.9961881051502973,1.25544358376786
400934522,2017,6,regular,2017-10-07T15:30:00.000Z,,false,true,43257,3616,Amon G. Carter Stadium,2628,TCU,Big 12,31,0,7,17,7,0.9542307716429551,277,West Virginia,Big 12,24,3,0,14,7,0.04576922835704489,5.22211863347576
400934524,2017,6,regular,2017-10-07T19:00:00.000Z,,false,true,90462,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,40,0,21,3,3,0.3293751112198951,2306,Kansas State,Big 12,34,3,14,7,3,0.670624888780105,8.41212738248407
400934527,2017,7,regular,2017-10-14T12:00:00.000Z,,false,true,55593,3772,Jack Trice Stadium,66,Iowa State,Big 12,45,14,10,14,7,0.9999020533702639,2305,Kansas,Big 12,0,0,0,0,0,0.0000979466297360565,2.39197834318842
400934529,2017,7,regular,2017-10-14T12:00:00.000Z,,false,true,60928,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,46,10,7,7,22,0.9490105140034115,2641,Texas Tech,Big 12,35,14,14,7,0,0.05098948599658848,5.87769131469261
400934530,2017,7,regular,2017-10-14T15:00:00.000Z,,false,true,52055,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,6,0,3,3,0,0.004197858485928643,2628,TCU,Big 12,26,10,3,7,6,0.9958021415140713,3.12670849543019
400934526,2017,7,regular,2017-10-14T15:30:00.000Z,,false,true,56790,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,59,7,28,10,14,0.999983337125654,239,Baylor,Big 12,16,7,3,6,0,0.000016662874345985124,2.93258530149867
400934528,2017,7,regular,2017-10-14T15:30:00.000Z,,true,true,93552,499,Cotton Bowl,251,Texas,Big 12,24,0,10,7,7,0.1806051454504218,201,Oklahoma,Big 12,29,10,10,3,6,0.8193948545495782,5.31904151363332
400934535,2017,8,regular,2017-10-21T12:00:00.000Z,,false,true,92506,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,10,0,7,3,0,0.21465054868606606,197,Oklahoma State,Big 12,13,7,0,0,3,0.785349451313934,8.1701808842356
400934531,2017,8,regular,2017-10-21T12:00:00.000Z,,false,true,57045,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,13,6,0,7,0,0.008450419482314484,66,Iowa State,Big 12,31,7,17,0,7,0.9915495805176855,3.35189929151166
400934534,2017,8,regular,2017-10-21T16:35:00.000Z,,false,true,52122,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,35,14,7,0,14,0.034234799009848466,201,Oklahoma,Big 12,42,7,3,10,22,0.9657652009901515,5.75170968256175
400934533,2017,8,regular,2017-10-21T20:00:00.000Z,,false,true,45389,4727,McLane Stadium,239,Baylor,Big 12,36,0,6,7,23,0.6551018884728516,277,West Virginia,Big 12,38,10,7,21,0,0.34489811152714844,5.17654299745056
400934532,2017,8,regular,2017-10-21T20:00:00.000Z,,false,true,42969,3616,Amon G. Carter Stadium,2628,TCU,Big 12,43,10,14,19,0,0.9999874854329419,2305,Kansas,Big 12,0,0,0,0,0,0.000012514567058086179,2.04358413679791
400934538,2017,9,regular,2017-10-28T12:00:00.000Z,,false,true,45656,4727,McLane Stadium,239,Baylor,Big 12,7,0,7,0,0,0.004015921964551775,251,Texas,Big 12,38,7,14,3,14,0.9959840780354482,3.05753974084487
400934537,2017,9,regular,2017-10-28T12:00:00.000Z,,false,true,57507,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,39,0,10,14,15,0.005083629768976794,197,Oklahoma State,Big 12,50,13,10,7,20,0.9949163702310232,3.90831972877911
400934536,2017,9,regular,2017-10-28T15:00:00.000Z,,false,true,36223,3833,Memorial Stadium,2305,Kansas,Big 12,20,6,0,0,14,0.49406266119137143,2306,Kansas State,Big 12,30,7,3,10,10,0.5059373388086286,5.17704526862413
400934540,2017,9,regular,2017-10-28T15:30:00.000Z,,false,true,56259,3772,Jack Trice Stadium,66,Iowa State,Big 12,14,7,7,0,0,0.9573261875274771,2628,TCU,Big 12,7,0,0,7,0,0.04267381247252289,4.47776373720313
400934539,2017,9,regular,2017-10-28T20:00:00.000Z,,false,true,86309,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,49,14,14,21,0,0.9992380027231998,2641,Texas Tech,Big 12,27,20,0,7,0,0.0007619972768001526,4.58458190475442
400934543,2017,10,regular,2017-11-04T12:00:00.000Z,,false,true,47631,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,35,0,14,14,7,0.15141120075337758,2306,Kansas State,Big 12,42,3,14,7,11,0.8485887992466224,6.7139496613281
400934541,2017,10,regular,2017-11-04T12:00:00.000Z,,false,true,21797,3833,Memorial Stadium,2305,Kansas,Big 12,9,0,6,3,0,0.0038851873454330684,239,Baylor,Big 12,38,0,21,7,10,0.9961148126545669,3.4415422252757
400934542,2017,10,regular,2017-11-04T15:30:00.000Z,,false,true,55831,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,20,10,10,0,0,0.40641849441240163,66,Iowa State,Big 12,16,0,3,10,3,0.5935815055875984,3.04227859623091
400934544,2017,10,regular,2017-11-04T16:00:00.000Z,,false,true,56790,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,52,10,28,0,14,0.4189230292911228,201,Oklahoma,Big 12,62,14,24,10,14,0.5810769707088772,9.65971082357959
400934545,2017,10,regular,2017-11-04T19:15:00.000Z,,false,true,48042,3616,Amon G. Carter Stadium,2628,TCU,Big 12,24,7,10,0,7,0.9939411214973312,251,Texas,Big 12,7,0,7,0,0,0.006058878502668841,2.87101407515399
