offense,offense_conference,defense,defense_conference,game_id,id,drive_number,scoring,start_period,start_yardline,start_yards_to_goal,start_time.minutes,start_time.seconds,end_period,end_yardline,end_yards_to_goal,end_time.minutes,end_time.seconds,elapsed.minutes,elapsed.seconds,plays,yards,drive_result
Michigan,Big Ten,Rutgers,Big Ten,401112225,4011122251,1,true,1,20,80,15,0,1,100,0,12,52,2,8,5,80,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,4011122252,2,false,1,78,78,12,52,1,74,74,10,34,2,18,3,4,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,4011122253,3,true,1,39,61,10,34,1,100,0,5,7,5,27,9,61,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,4011122254,4,false,1,75,75,5,7,2,5,5,14,54,5,13,11,70,DOWNS
Michigan,Big Ten,Rutgers,Big Ten,401112225,4011122255,5,false,2,5,95,14,54,2,20,80,13,20,1,34,4,15,PUNT
Rutgers,Big Ten,Michigan,Big Ten,401112225,4011122256,6,false,2,61,61,13,20,2,77,77,11,45,1,35,3,-16,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,4011122257,7,true,2,47,53,11,45,2,100,0,7,33,4,12,8,53,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,4011122258,8,false,2,77,77,7,33,2,74,74,3,59,3,34,6,3,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,4011122259,9,true,2,37,63,3,59,2,85,15,0,15,3,44,11,48,FG
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222510,10,false,2,71,71,0,15,2,73,73,0,0,,15,1,-2,END OF HALF
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222511,11,false,3,85,85,15,0,3,85,85,15,0,,,0,0,FUMBLE
Michigan,Big Ten,Rutgers,Big Ten,401112225,40111222512,12,true,3,85,15,15,0,3,100,0,14,5,,55,3,15,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222513,13,false,3,75,75,14,5,3,59,59,12,43,1,22,4,16,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,40111222514,14,false,3,8,92,12,43,3,68,32,9,34,3,9,7,60,INT
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222515,15,false,3,96,96,9,34,3,60,60,4,17,5,17,9,36,DOWNS
Michigan,Big Ten,Rutgers,Big Ten,401112225,40111222516,16,true,3,60,40,4,17,3,100,0,2,35,1,42,5,40,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222517,17,false,3,75,75,2,35,3,84,84,1,32,1,3,3,-9,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,40111222518,18,true,3,49,51,1,32,4,100,0,12,40,3,52,10,51,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222519,19,false,4,75,75,12,40,4,76,76,10,35,2,5,3,-1,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,40111222520,20,true,4,28,72,10,35,4,100,0,9,8,1,27,4,72,TD
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222521,21,false,4,98,98,9,8,4,71,71,2,48,6,20,9,27,PUNT
Michigan,Big Ten,Rutgers,Big Ten,401112225,40111222522,22,false,4,25,75,2,48,4,26,74,0,17,2,31,3,1,PUNT
Rutgers,Big Ten,Michigan,Big Ten,401112225,40111222523,23,false,4,80,80,0,17,4,79,79,0,0,,17,1,1,END OF GAME
Michigan,Big Ten,Penn State,Big Ten,401112226,4011122261,1,false,1,75,75,15,0,1,47,47,11,42,3,18,6,28,PUNT
Penn State,Big Ten,Michigan,Big Ten,401112226,4011122262,2,false,1,20,80,11,42,1,35,65,9,55,1,47,4,15,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,4011122263,3,false,1,85,85,9,55,1,86,86,8,18,1,37,3,-1,PUNT
Penn State,Big Ten,Michigan,Big Ten,401112226,4011122264,4,true,1,34,66,8,18,1,100,0,5,59,2,19,5,66,TD
Michigan,Big Ten,Penn State,Big Ten,401112226,4011122265,5,false,1,86,86,5,59,1,36,36,1,45,4,14,11,50,DOWNS
Penn State,Big Ten,Michigan,Big Ten,401112226,4011122266,6,true,1,36,64,1,45,2,100,0,14,56,1,49,6,64,TD
Michigan,Big Ten,Penn State,Big Ten,401112226,4011122267,7,false,2,75,75,14,56,2,75,75,12,47,2,9,3,0,PUNT
Penn State,Big Ten,Michigan,Big Ten,401112226,4011122268,8,false,2,29,71,12,47,2,33,67,11,53,,54,3,4,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,4011122269,9,false,2,74,74,11,53,2,60,60,9,43,2,10,5,14,INT
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222610,10,true,2,51,49,9,43,2,100,0,7,22,2,21,5,49,TD
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222611,11,true,2,75,75,7,22,2,0,0,2,55,4,27,8,75,TD
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222612,12,false,2,25,75,2,55,2,29,71,1,53,1,2,3,4,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222613,13,false,2,64,64,1,53,2,41,41,0,51,1,2,5,23,MISSED FG
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222614,14,false,2,41,59,0,51,2,50,50,0,12,,39,3,9,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222615,15,false,2,94,94,0,12,2,96,96,0,0,,12,1,-2,END OF HALF
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222616,16,false,3,45,55,15,0,3,57,43,12,49,2,11,4,12,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222617,17,false,3,90,90,12,49,3,66,66,9,22,3,27,6,24,PUNT
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222618,18,false,3,22,78,9,22,3,24,76,8,22,1,,3,2,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222619,19,false,3,90,90,8,22,3,50,50,5,42,2,40,6,40,PUNT
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222620,20,false,3,16,84,5,42,3,19,81,4,15,1,27,3,3,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222621,21,true,3,65,65,4,15,3,0,0,1,5,3,10,8,65,TD
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222622,22,true,3,25,75,1,5,4,100,0,13,14,2,51,6,75,TD
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222623,23,true,4,75,75,13,14,4,0,0,8,48,4,26,9,75,TD
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222624,24,false,4,25,75,8,48,4,22,78,6,54,1,54,3,-3,PUNT
Michigan,Big Ten,Penn State,Big Ten,401112226,40111222625,25,false,4,47,47,6,54,4,3,3,2,1,4,53,12,44,DOWNS
Penn State,Big Ten,Michigan,Big Ten,401112226,40111222626,26,false,4,3,97,2,1,4,4,96,0,0,2,1,6,1,END OF GAME
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,4011122271,1,false,1,79,79,15,0,1,45,45,11,3,3,57,9,34,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,4011122272,2,false,1,7,93,11,3,1,13,87,9,34,1,29,3,6,FUMBLE
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,4011122273,3,true,1,33,67,9,34,1,98,2,5,25,4,9,9,65,FG
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,4011122274,4,false,1,80,80,5,25,1,69,69,2,15,3,10,6,11,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,4011122275,5,true,1,41,59,2,15,2,100,0,13,51,3,24,8,59,TD
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,4011122276,6,false,2,75,75,13,51,2,73,73,12,57,,54,3,2,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,4011122277,7,true,2,40,60,12,57,2,100,0,9,52,3,5,7,60,TD
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,4011122278,8,false,2,77,77,9,52,2,73,73,7,58,1,54,3,4,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,4011122279,9,false,2,12,88,7,58,2,6,94,6,20,1,38,3,-6,PUNT
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222710,10,false,2,42,42,6,20,2,36,36,4,33,1,47,4,6,DOWNS
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222711,11,false,2,36,64,4,33,2,57,43,1,7,3,26,6,21,PUNT
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222712,12,false,2,88,88,1,7,2,83,83,0,22,,45,3,5,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222713,13,false,2,54,46,0,22,2,53,47,0,0,,22,3,-1,END OF HALF
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222714,14,false,3,25,75,15,0,3,28,72,13,35,1,25,3,3,PUNT
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222715,15,false,3,68,68,13,35,3,70,70,12,38,,57,3,-2,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222716,16,false,3,12,88,12,38,3,8,92,11,9,1,29,3,-4,PUNT
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222717,17,false,3,59,59,11,9,3,57,57,10,6,1,3,3,2,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222718,18,false,3,16,84,10,6,3,24,76,8,17,1,49,3,8,PUNT
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222719,19,true,3,57,57,8,17,3,0,0,5,27,2,50,7,57,TD
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222720,20,true,3,25,75,5,27,3,100,0,2,37,2,50,6,75,TD
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222721,21,false,3,75,75,2,37,3,81,81,1,22,1,15,3,-6,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222722,22,false,3,41,59,1,22,4,43,57,14,47,1,35,3,2,PUNT
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222723,23,false,4,80,80,14,47,4,75,75,13,18,1,29,3,5,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222724,24,true,4,36,64,13,18,4,100,0,11,29,1,49,4,64,TD
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222725,25,false,4,75,75,11,29,4,85,85,9,13,2,16,3,-10,PUNT
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222726,26,true,4,53,47,9,13,4,100,0,8,46,,27,2,47,TD
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222727,27,false,4,75,75,8,46,4,51,51,6,18,2,28,7,20,FUMBLE
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222728,28,true,4,55,45,6,18,4,100,0,4,23,1,55,4,45,TD
Notre Dame,FBS Independents,Michigan,Big Ten,401112227,40111222729,29,true,4,75,75,4,23,4,0,0,3,45,,38,3,75,TD
Michigan,Big Ten,Notre Dame,FBS Independents,401112227,40111222730,30,false,4,25,75,3,45,4,53,47,0,0,3,45,5,28,END OF GAME
Michigan,Big Ten,Ohio State,Big Ten,401112228,4011122281,1,true,1,25,75,15,0,1,100,0,11,43,3,17,7,75,TD
Ohio State,Big Ten,Michigan,Big Ten,401112228,4011122282,2,true,1,75,75,11,43,1,0,0,8,50,2,53,9,75,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,4011122283,3,false,1,25,75,8,50,1,24,76,7,20,1,30,3,-1,PUNT
Ohio State,Big Ten,Michigan,Big Ten,401112228,4011122284,4,false,1,80,80,7,20,1,66,66,5,17,2,3,5,14,PUNT
Michigan,Big Ten,Ohio State,Big Ten,401112228,4011122285,5,false,1,17,83,5,17,1,36,64,3,54,1,23,4,19,PUNT
Ohio State,Big Ten,Michigan,Big Ten,401112228,4011122286,6,true,1,81,81,3,54,1,0,0,1,27,2,27,6,81,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,4011122287,7,true,1,25,75,1,27,1,100,0,0,19,1,8,3,75,TD
Ohio State,Big Ten,Michigan,Big Ten,401112228,4011122288,8,true,1,75,75,0,19,2,0,0,10,12,5,7,9,75,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,4011122289,9,false,2,22,78,10,12,2,88,12,6,32,3,40,7,62,FUMBLE
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222810,10,true,2,84,84,6,32,2,0,0,3,15,3,17,9,84,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222811,11,true,2,25,75,3,15,2,95,5,0,19,2,56,9,70,FG
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222812,12,false,2,75,75,0,19,2,76,76,0,0,,19,1,-1,END OF HALF
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222813,13,true,3,75,75,15,0,3,0,0,11,18,3,42,6,75,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222814,14,false,3,22,78,11,18,3,42,58,0,0,2,40,7,20,Uncategorized
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222815,15,true,3,80,80,8,38,3,0,0,3,46,4,52,10,80,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222816,16,false,3,26,74,3,46,3,26,74,3,22,,24,3,0,FUMBLE
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222817,17,true,3,74,26,3,22,3,73,27,2,33,,49,4,-1,FG
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222818,18,false,3,75,75,2,33,3,71,71,1,2,1,31,3,4,PUNT
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222819,19,true,3,40,60,1,2,4,100,0,14,23,1,39,7,60,TD
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222820,20,false,4,75,75,14,23,4,61,61,12,56,1,27,4,14,PUNT
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222821,21,false,4,20,80,12,56,4,29,71,12,17,,39,4,8,DOWNS
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222822,22,true,4,28,28,12,17,4,0,0,10,11,2,6,4,28,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222823,23,false,4,36,64,10,11,4,47,53,8,48,1,23,5,11,DOWNS
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222824,24,true,4,47,47,8,48,4,0,0,6,30,2,18,4,47,TD
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222825,25,false,4,25,75,6,30,4,50,50,5,18,1,12,5,25,INT
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222826,26,false,4,50,50,5,18,4,49,49,3,5,2,13,3,1,PUNT
Michigan,Big Ten,Ohio State,Big Ten,401112228,40111222827,27,false,4,20,80,3,5,4,22,78,2,20,,45,3,2,PUNT
Ohio State,Big Ten,Michigan,Big Ten,401112228,40111222828,28,false,4,59,59,2,20,4,54,54,0,0,2,20,4,8,DOWNS
Minnesota,Big Ten,South Dakota State,,401112229,4011122291,1,false,1,25,75,15,0,1,64,36,11,36,3,24,6,39,PUNT
South Dakota State,,Minnesota,Big Ten,401112229,4011122292,2,false,1,84,84,11,36,1,43,43,7,56,3,40,7,41,PUNT
Minnesota,Big Ten,South Dakota State,,401112229,4011122293,3,false,1,20,80,7,56,1,44,56,6,15,1,41,4,24,INT
South Dakota State,,Minnesota,Big Ten,401112229,4011122294,4,false,1,57,57,6,15,1,42,42,4,57,1,18,4,15,PUNT
Minnesota,Big Ten,South Dakota State,,401112229,4011122295,5,true,1,9,91,4,57,2,100,0,9,52,10,5,18,91,TD
South Dakota State,,Minnesota,Big Ten,401112229,4011122296,6,false,2,75,75,9,52,2,69,69,8,9,1,43,3,6,PUNT
Minnesota,Big Ten,South Dakota State,,401112229,4011122297,7,false,2,20,80,8,9,2,25,75,6,3,2,6,3,5,PUNT
South Dakota State,,Minnesota,Big Ten,401112229,4011122298,8,true,2,66,66,6,3,2,0,0,3,23,2,40,6,66,TD
Minnesota,Big Ten,South Dakota State,,401112229,4011122299,9,true,2,25,75,3,23,2,100,0,0,49,2,34,6,75,TD
South Dakota State,,Minnesota,Big Ten,401112229,40111222910,10,false,2,86,86,0,49,2,81,81,0,0,,49,1,5,END OF HALF
South Dakota State,,Minnesota,Big Ten,401112229,40111222911,11,true,3,75,75,15,0,3,54,54,13,42,1,18,4,21,INT TD
South Dakota State,,Minnesota,Big Ten,401112229,40111222913,12,true,3,92,92,13,42,3,0,0,9,4,4,38,10,92,TD
Minnesota,Big Ten,South Dakota State,,401112229,40111222914,13,false,3,25,75,9,4,3,19,81,6,57,2,7,3,-6,PUNT
South Dakota State,,Minnesota,Big Ten,401112229,40111222915,14,true,3,57,57,6,57,3,0,0,3,26,3,31,7,57,TD
Minnesota,Big Ten,South Dakota State,,401112229,40111222916,15,false,3,25,75,3,26,3,51,49,0,48,2,38,6,26,PUNT
South Dakota State,,Minnesota,Big Ten,401112229,40111222917,16,false,3,81,81,0,48,4,55,55,14,1,1,47,6,26,PUNT
Minnesota,Big Ten,South Dakota State,,401112229,40111222918,17,false,4,27,73,14,1,4,39,61,10,17,3,44,6,12,PUNT
South Dakota State,,Minnesota,Big Ten,401112229,40111222919,18,false,4,90,90,10,17,4,66,66,8,12,2,5,4,24,FUMBLE
Minnesota,Big Ten,South Dakota State,,401112229,40111222920,19,true,4,66,34,8,12,4,100,0,5,39,2,33,5,34,TD
South Dakota State,,Minnesota,Big Ten,401112229,40111222921,20,false,4,53,53,5,39,4,39,39,1,20,4,19,8,14,DOWNS
Minnesota,Big Ten,South Dakota State,,401112229,40111222922,21,false,4,39,61,1,20,4,34,66,0,0,1,20,3,-5,END OF GAME
Minnesota,Big Ten,Fresno State,Mountain West,401112230,4011122302,1,true,1,75,75,15,0,1,0,0,8,47,6,13,11,75,TD
Fresno State,Mountain West,Minnesota,Big Ten,401112230,4011122303,2,false,1,21,79,8,41,1,67,33,5,39,3,2,8,46,MISSED FG
Minnesota,Big Ten,Fresno State,Mountain West,401112230,4011122304,3,false,1,67,67,5,39,1,26,26,4,52,,47,3,41,FUMBLE
Fresno State,Mountain West,Minnesota,Big Ten,401112230,4011122305,4,false,1,26,74,4,52,1,43,57,2,36,2,16,4,17,PUNT
Minnesota,Big Ten,Fresno State,Mountain West,401112230,4011122306,5,false,1,93,93,2,36,2,85,85,14,43,2,53,5,8,PUNT
Fresno State,Mountain West,Minnesota,Big Ten,401112230,4011122307,6,true,2,37,63,14,43,2,69,31,10,7,4,36,8,32,FG
Minnesota,Big Ten,Fresno State,Mountain West,401112230,4011122308,7,true,2,65,65,10,0,2,0,0,4,38,5,22,10,65,TD
Fresno State,Mountain West,Minnesota,Big Ten,401112230,4011122309,8,true,2,25,75,4,38,2,100,0,2,2,2,36,6,75,TD
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223010,9,false,2,73,73,1,56,2,68,68,1,4,,52,3,5,PUNT
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223011,10,false,2,24,76,1,4,2,29,71,0,36,,28,2,5,INT
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223012,11,false,2,46,46,0,36,2,58,58,0,0,,36,3,-12,END OF HALF
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223013,12,true,3,19,81,15,0,3,87,13,9,48,5,12,13,68,FG
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223014,13,false,3,75,75,9,48,3,38,38,6,37,3,11,7,37,FUMBLE
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223015,14,true,3,38,62,6,37,3,100,0,4,27,2,10,5,62,TD
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223016,15,true,3,78,78,4,22,4,0,0,11,18,8,4,15,78,TD
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223017,16,false,4,25,75,11,18,4,30,70,9,12,2,6,3,5,PUNT
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223019,17,true,4,62,38,9,12,4,100,0,5,58,3,14,6,38,TD
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223020,18,true,4,59,59,5,49,4,0,0,0,46,5,3,11,59,TD
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223021,19,false,4,25,75,0,46,4,27,73,0,13,,33,3,2,PUNT
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223022,20,false,4,77,77,0,13,4,79,79,0,0,,13,1,-2,END OF GAME
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223023,21,true,5,75,25,0,0,5,100,0,0,0,,,6,25,TD
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223024,22,true,5,25,25,0,0,5,0,0,0,0,,,3,25,TD
Minnesota,Big Ten,Fresno State,Mountain West,401112230,40111223025,23,true,5,25,25,0,0,5,19,19,0,0,,,4,6,FG
Fresno State,Mountain West,Minnesota,Big Ten,401112230,40111223026,24,false,5,75,25,0,0,5,75,25,0,0,,,1,0,INT
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,4011122311,1,false,1,75,75,15,0,1,77,77,12,49,2,11,3,-2,PUNT
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,4011122312,2,false,1,41,59,12,49,1,41,59,12,32,,17,2,0,INT
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,4011122313,3,true,1,21,21,12,32,1,0,0,12,25,,7,1,21,TD
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,4011122314,4,true,1,25,75,12,25,1,100,0,11,37,,48,2,75,TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,4011122315,5,true,1,75,75,11,37,1,8,8,5,57,5,40,10,67,FG
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,4011122316,6,true,1,25,75,5,57,1,100,0,0,14,5,43,11,75,TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,4011122317,7,false,1,69,69,0,14,2,63,63,14,49,,25,3,6,PUNT
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,4011122318,8,false,2,25,75,14,49,2,40,60,11,27,3,22,7,15,PUNT
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,4011122319,9,false,2,82,82,11,27,2,76,76,9,53,1,34,3,6,FUMBLE
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223110,10,true,2,76,24,9,53,2,100,0,7,7,2,46,5,24,TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223111,11,true,2,75,75,7,7,2,28,28,3,26,3,41,7,47,FG
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223112,12,false,2,25,75,3,26,2,34,66,2,16,1,10,4,9,DOWNS
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223113,13,true,2,34,34,2,16,2,0,0,0,27,1,49,5,34,TD
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223114,14,false,2,25,75,0,27,2,31,69,0,0,,27,1,6,END OF HALF
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223115,15,false,3,13,87,15,0,3,49,51,7,26,7,34,12,36,PUNT
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223116,16,false,3,80,80,7,26,3,73,73,3,37,3,49,5,7,PUNT
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223117,17,true,3,51,49,3,37,4,100,0,14,43,3,54,8,49,TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223118,18,false,4,74,74,14,43,4,78,78,12,18,2,25,3,-4,PUNT
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223119,19,false,4,24,76,12,18,4,29,71,8,23,3,55,6,5,PUNT
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223120,20,false,4,74,74,8,23,4,74,74,8,12,,11,1,0,FUMBLE
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223121,21,true,4,74,26,8,12,4,82,18,6,5,2,7,4,8,MISSED FG TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223122,22,false,4,77,77,6,5,4,77,77,6,5,,,0,0,TD
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223123,23,true,4,25,75,6,5,4,44,56,3,47,2,18,5,19,FUMBLE TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223124,24,false,4,44,44,3,47,4,44,44,3,47,,,0,0,TD
Minnesota,Big Ten,Georgia Southern,Sun Belt,401112231,40111223125,25,true,4,25,75,3,47,4,100,0,0,13,3,34,13,75,TD
Georgia Southern,Sun Belt,Minnesota,Big Ten,401112231,40111223126,26,false,4,65,65,0,13,4,54,54,0,0,,13,3,11,END OF GAME
Minnesota,Big Ten,Purdue,Big Ten,401112232,4011122321,1,true,1,75,75,15,0,1,0,0,9,35,5,25,9,75,TD
Purdue,Big Ten,Minnesota,Big Ten,401112232,4011122322,2,false,1,25,75,9,35,1,29,71,8,33,1,2,3,4,PUNT
Minnesota,Big Ten,Purdue,Big Ten,401112232,4011122323,3,false,1,98,98,8,33,1,91,91,6,39,1,54,3,7,PUNT
Purdue,Big Ten,Minnesota,Big Ten,401112232,4011122324,4,true,1,60,40,6,39,1,96,4,4,33,2,6,7,36,FG
Minnesota,Big Ten,Purdue,Big Ten,401112232,4011122325,5,true,1,75,75,4,33,1,0,0,3,34,,59,2,75,TD
Purdue,Big Ten,Minnesota,Big Ten,401112232,4011122326,6,true,1,29,71,3,29,2,100,0,14,49,3,40,11,71,TD
Minnesota,Big Ten,Purdue,Big Ten,401112232,4011122327,7,false,2,75,75,14,49,2,49,49,12,2,2,47,4,26,PUNT
Purdue,Big Ten,Minnesota,Big Ten,401112232,4011122328,8,false,2,2,98,12,2,2,43,57,6,55,5,7,11,41,PUNT
Minnesota,Big Ten,Purdue,Big Ten,401112232,4011122329,9,true,2,90,90,6,55,2,0,0,5,10,1,45,4,90,TD
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223210,10,false,2,14,86,5,10,2,27,73,1,57,3,13,8,13,PUNT
Minnesota,Big Ten,Purdue,Big Ten,401112232,40111223211,11,true,2,62,62,1,57,2,0,0,0,14,1,43,9,62,TD
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223212,12,false,2,25,75,0,14,2,38,62,0,2,,12,2,13,INT
Minnesota,Big Ten,Purdue,Big Ten,401112232,40111223213,13,false,2,33,33,0,2,2,33,33,0,0,,2,1,0,MISSED FG
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223215,14,true,3,25,75,15,0,3,100,0,12,36,2,24,6,75,TD
Minnesota,Big Ten,Purdue,Big Ten,401112232,40111223216,15,true,3,75,75,12,36,3,15,15,8,49,3,47,7,60,FG
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223217,16,false,3,16,84,8,49,3,16,84,6,27,2,22,3,0,PUNT
Minnesota,Big Ten,Purdue,Big Ten,401112232,40111223218,17,true,3,47,47,6,27,3,0,0,6,18,,9,1,47,TD
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223219,18,false,3,30,70,6,18,3,30,70,5,37,,41,3,0,PUNT
Minnesota,Big Ten,Purdue,Big Ten,401112232,40111223220,19,false,3,74,74,5,37,3,84,84,3,34,2,3,3,-10,PUNT
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223221,20,false,3,38,62,3,34,3,60,40,1,29,2,5,6,22,INT
Minnesota,Big Ten,Purdue,Big Ten,401112232,40111223222,21,false,3,67,67,1,29,4,42,42,12,1,4,28,7,25,PUNT
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223223,22,true,4,1,99,12,1,4,100,0,6,1,6,,15,99,TD
Purdue,Big Ten,Minnesota,Big Ten,401112232,40111223224,23,true,4,47,53,6,1,4,100,0,3,59,2,2,8,53,TD
