year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
1971,Air Force,FBS Independents,,10,6,4,0,2,1,1,0,5,4,1,0,5,2,3,0
1971,Alabama,SEC,,12,11,1,0,7,7,0,0,6,6,0,0,5,5,0,0
1971,Arizona,Western Athletic,,11,5,6,0,6,3,3,0,5,2,3,0,6,3,3,0
1971,Arizona State,Western Athletic,,12,11,1,0,7,7,0,0,6,6,0,0,5,4,1,0
1971,Arkansas,Southwest,,12,9,3,0,7,6,1,0,9,7,2,0,2,2,0,0
1971,Army,FBS Independents,,10,6,4,0,7,4,3,0,6,5,1,0,4,1,3,0
1971,Auburn,SEC,,11,9,2,0,6,5,1,0,6,6,0,0,4,3,1,0
1971,Baylor,Southwest,,10,1,9,0,7,0,7,0,4,1,3,0,6,0,6,0
1971,Boston College,FBS Independents,,11,9,2,0,8,7,1,0,6,6,0,0,5,3,2,0
1971,Bowling Green,Mid-American,,10,6,4,0,5,4,1,0,5,3,2,0,5,3,2,0
1971,Brown,Ivy,,9,0,9,0,7,0,7,0,5,0,5,0,4,0,4,0
1971,BYU,Western Athletic,,11,5,6,0,7,3,4,0,4,1,3,0,7,4,3,0
1971,California,Pac-8,,11,6,5,0,7,4,3,0,5,3,2,0,6,3,3,0
1971,California-Santa Barbara,PCAA,,11,3,8,0,5,2,3,0,5,1,4,0,6,2,4,0
1971,Cal State Los Angeles,PCAA,,10,2,8,0,3,0,3,0,4,0,4,0,6,2,4,0
1971,Chattanooga,FBS Independents,,11,2,9,0,1,0,1,0,6,1,5,0,5,1,4,0
1971,Cincinnati,FBS Independents,,11,7,4,0,3,1,2,0,6,4,2,0,5,3,2,0
1971,Clemson,ACC,,11,5,6,0,6,4,2,0,5,2,3,0,6,3,3,0
1971,Colgate,FBS Independents,,10,6,4,0,2,0,2,0,3,3,0,0,7,3,4,0
1971,Colorado,Big 8,,12,10,2,0,7,5,2,0,5,5,0,0,6,4,2,0
1971,Colorado State,Western Athletic,,11,3,8,0,5,1,4,0,5,2,3,0,6,1,5,0
1971,Columbia,Ivy,,9,6,3,0,7,5,2,0,4,4,0,0,5,2,3,0
1971,Cornell,Ivy,,9,8,1,0,7,6,1,0,5,5,0,0,4,3,1,0
1971,Dartmouth,Ivy,,9,8,1,0,7,6,1,0,4,4,0,0,5,4,1,0
1971,Davidson,Southern,,10,1,9,0,6,0,6,0,3,0,3,0,7,1,6,0
