year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
1975,Air Force,FBS Independents,,11,2,9,0,4,2,2,0,4,1,3,0,7,1,6,0
1975,Akron,FBS Independents,,11,7,4,0,4,3,1,0,6,5,1,0,5,2,3,0
1975,Alabama,SEC,,12,11,1,0,6,6,0,0,8,7,1,0,3,3,0,0
1975,Appalachian State,Southern,,11,8,3,0,4,2,2,0,5,4,1,0,6,4,2,0
1975,Arizona,Western Athletic,,11,9,2,0,7,5,2,0,5,4,1,0,6,5,1,0
1975,Arizona State,Western Athletic,,12,12,0,0,7,7,0,0,7,7,0,0,4,4,0,0
1975,Arkansas,Southwest,,12,10,2,0,7,6,1,0,7,6,1,0,4,3,1,0
1975,Arkansas State,Southland,,11,11,0,0,5,5,0,0,6,6,0,0,5,5,0,0
1975,Army,FBS Independents,,11,2,9,0,7,1,6,0,6,2,4,0,5,0,5,0
1975,Auburn,SEC,,11,4,7,0,6,1,5,0,4,1,3,0,7,3,4,0
1975,Ball State,Mid-American,,11,9,2,0,6,4,2,0,5,5,0,0,6,4,2,0
1975,Baylor,Southwest,,11,4,7,0,7,2,5,0,5,3,2,0,6,1,5,0
1975,Boston College,FBS Independents,,11,7,4,0,10,6,4,0,6,4,2,0,5,3,2,0
1975,Bowling Green,Mid-American,,11,8,3,0,6,4,2,0,6,4,2,0,5,4,1,0
1975,Brown,Ivy,,9,7,2,0,7,6,1,0,5,4,1,0,4,3,1,0
1975,BYU,Western Athletic,,11,6,5,0,7,4,3,0,5,3,2,0,6,3,3,0
1975,California,Pac-8,,11,8,3,0,7,6,1,0,5,4,1,0,6,4,2,0
1975,Cal State Fullerton,PCAA,,11,2,9,0,5,0,5,0,4,2,2,0,7,0,7,0
1975,Central Michigan,Mid-American,,11,8,3,0,6,4,2,0,5,4,1,0,6,4,2,0
1975,Chattanooga,FBS Independents,,11,5,6,0,1,0,1,0,4,4,0,0,7,1,6,0
1975,Cincinnati,FBS Independents,,11,6,5,0,4,3,1,0,6,4,2,0,5,2,3,0
1975,Clemson,ACC,,11,2,9,0,5,2,3,0,5,1,4,0,6,1,5,0
1975,Colgate,FBS Independents,,10,6,4,0,2,1,1,0,3,2,1,0,7,4,3,0
1975,Colorado,Big 8,,12,9,3,0,7,5,2,0,6,6,0,0,5,3,2,0
1975,Colorado State,Western Athletic,,11,6,5,0,6,4,2,0,5,2,3,0,6,4,2,0
1975,Columbia,Ivy,,9,2,7,0,7,2,5,0,4,1,3,0,5,1,4,0
1975,Cornell,Ivy,,9,1,8,0,7,0,7,0,5,0,5,0,4,1,3,0
1975,Dartmouth,Ivy,,9,5,4,0,7,4,3,0,3,3,0,0,6,2,4,0
1975,Dayton,FBS Independents,,11,5,6,0,5,3,2,0,4,2,2,0,7,3,4,0
1975,Drake,Missouri Valley,,11,3,8,0,4,1,3,0,5,2,3,0,6,1,5,0
1975,Duke,ACC,,11,4,7,0,5,3,2,0,3,2,1,0,8,2,6,0
1975,East Carolina,Southern,,11,8,3,0,6,4,2,0,5,4,1,0,6,4,2,0
1975,Eastern Michigan,FBS Independents,,10,4,6,0,3,3,0,0,5,3,2,0,5,1,4,0
1975,Florida,SEC,,12,9,3,0,6,5,1,0,5,5,0,0,6,4,2,0
1975,Florida State,FBS Independents,,11,3,8,0,6,2,4,0,5,1,4,0,6,2,4,0
1975,Fresno State,PCAA,,11,3,8,0,5,1,4,0,4,1,3,0,7,2,5,0
1975,Furman,Southern,,11,6,5,0,6,2,4,0,6,4,2,0,5,2,3,0
1975,Georgia,SEC,,12,9,3,0,6,5,1,0,7,6,1,0,4,3,1,0
1975,Georgia Tech,FBS Independents,,11,7,4,0,6,4,2,0,8,6,2,0,3,1,2,0
1975,Harvard,Ivy,,9,7,2,0,7,6,1,0,5,3,2,0,4,4,0,0
1975,Hawai'i,FBS Independents,,11,6,5,0,1,0,1,0,9,6,3,0,2,0,2,0
1975,Holy Cross,FBS Independents,,11,1,10,0,4,0,4,0,5,1,4,0,6,0,6,0
1975,Houston,FBS Independents,,10,2,8,0,6,0,6,0,6,2,4,0,4,0,4,0
1975,Illinois,Big Ten,,11,5,6,0,8,4,4,0,6,2,4,0,5,3,2,0
1975,Illinois State,FBS Independents,,10,2,8,0,4,0,4,0,3,1,2,0,7,1,6,0
1975,Indiana,Big Ten,,11,3,8,0,8,2,6,0,6,3,3,0,5,0,5,0
