year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2013,Air Force,Mountain West,Mountain,12,2,10,0,8,0,8,0,7,2,5,0,5,0,5,0
2013,Akron,Mid-American,East,12,5,7,0,8,4,4,0,6,3,3,0,6,2,4,0
2013,Alabama,SEC,West,13,11,2,0,8,7,1,0,7,7,0,0,4,3,1,0
2013,Arizona,Pac-12,South,13,8,5,0,9,4,5,0,6,4,2,0,6,3,3,0
2013,Arizona State,Pac-12,South,14,10,4,0,10,8,2,0,8,7,1,0,4,3,1,0
2013,Arkansas,SEC,West,12,3,9,0,8,0,8,0,7,3,4,0,5,0,5,0
2013,Arkansas State,Sun Belt,,13,8,5,0,7,5,2,0,6,5,1,0,6,2,4,0
2013,Army,FBS Independents,,12,3,9,0,0,0,0,0,5,2,3,0,5,0,5,0
2013,Auburn,SEC,West,14,12,2,0,9,8,1,0,8,8,0,0,4,3,1,0
2013,Ball State,Mid-American,West,13,10,3,0,8,7,1,0,6,6,0,0,6,4,2,0
2013,Baylor,Big 12,,13,11,2,0,9,8,1,0,7,7,0,0,4,3,1,0
2013,Boise State,Mountain West,Mountain,13,8,5,0,8,6,2,0,6,6,0,0,6,2,4,0
2013,Boston College,ACC,Atlantic,13,7,6,0,8,4,4,0,6,5,1,0,6,2,4,0
2013,Bowling Green,Mid-American,East,14,10,4,0,9,8,1,0,6,5,1,0,6,4,2,0
2013,Buffalo,Mid-American,East,13,8,5,0,8,6,2,0,6,5,1,0,6,3,3,0
2013,BYU,FBS Independents,,13,8,5,0,0,0,0,0,6,5,1,0,6,3,3,0
2013,California,Pac-12,North,12,1,11,0,9,0,9,0,7,1,6,0,5,0,5,0
2013,Central Michigan,Mid-American,West,12,6,6,0,8,5,3,0,5,3,2,0,7,3,4,0
2013,Cincinnati,American Athletic,,13,9,4,0,8,6,2,0,6,5,1,0,6,4,2,0
2013,Clemson,ACC,Atlantic,13,11,2,0,8,7,1,0,7,6,1,0,5,4,1,0
2013,Colorado,Pac-12,South,13,4,9,0,9,1,8,0,6,3,3,0,5,0,5,0
2013,Colorado State,Mountain West,Mountain,14,8,6,0,8,5,3,0,6,4,2,0,6,3,3,0
2013,Connecticut,American Athletic,,12,3,9,0,8,3,5,0,7,2,5,0,5,1,4,0
2013,Duke,ACC,Coastal,14,10,4,0,9,6,3,0,7,5,2,0,5,5,0,0
2013,East Carolina,Conference USA,East,13,10,3,0,8,6,2,0,6,5,1,0,6,4,2,0
2013,Eastern Michigan,Mid-American,West,12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
2013,Florida,SEC,East,12,4,8,0,8,3,5,0,6,3,3,0,5,1,4,0
2013,Florida Atlantic,Conference USA,East,12,6,6,0,8,4,4,0,5,3,2,0,7,3,4,0
2013,Florida International,Conference USA,East,12,1,11,0,8,1,7,0,6,0,6,0,6,1,5,0
2013,Florida State,ACC,Atlantic,14,14,0,0,9,9,0,0,7,7,0,0,5,5,0,0
2013,Fresno State,Mountain West,West,14,12,2,0,9,8,1,0,7,7,0,0,5,4,1,0
2013,Georgia,SEC,East,13,8,5,0,8,5,3,0,6,5,1,0,5,2,3,0
