year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2006,Air Force,Mountain West,,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2006,Akron,Mid-American,East,12,5,7,0,8,3,5,0,5,4,1,0,7,1,6,0
2006,Alabama,SEC,West,13,6,7,0,8,2,6,0,9,6,3,0,4,0,4,0
2006,Arizona,Pac-10,,12,6,6,0,10,5,5,0,7,3,4,0,5,3,2,0
2006,Arizona State,Pac-10,,13,7,6,0,9,4,5,0,6,4,2,0,7,3,4,0
2006,Arkansas,SEC,West,14,10,4,0,9,7,2,0,7,5,2,0,7,5,2,0
2006,Arkansas State,Sun Belt,,12,6,6,0,7,4,3,0,5,3,2,0,7,3,4,0
2006,Army,FBS Independents,,12,3,9,0,0,0,0,0,5,2,3,0,7,1,6,0
2006,Auburn,SEC,West,13,11,2,0,8,6,2,0,8,6,2,0,5,5,0,0
2006,Ball State,Mid-American,West,12,5,7,0,8,5,3,0,6,2,4,0,6,3,3,0
2006,Baylor,Big 12,South,12,4,8,0,8,3,5,0,7,3,4,0,5,1,4,0
2006,Boise State,Western Athletic,,13,13,0,0,8,8,0,0,6,6,0,0,7,7,0,0
2006,Boston College,ACC,Atlantic,13,10,3,0,8,5,3,0,8,8,0,0,5,2,3,0
2006,Bowling Green,Mid-American,East,12,4,8,0,8,3,5,0,5,2,3,0,7,2,5,0
2006,Buffalo,Mid-American,East,12,2,10,0,8,1,7,0,5,2,3,0,7,0,7,0
2006,BYU,Mountain West,,13,11,2,0,10,9,1,0,6,6,0,0,7,5,2,0
2006,California,Pac-10,,13,10,3,0,10,8,2,0,8,8,0,0,5,2,3,0
2006,Central Michigan,Mid-American,West,14,10,4,0,9,8,1,0,6,5,1,0,8,5,3,0
2006,Cincinnati,Big East,,13,8,5,0,7,4,3,0,8,7,1,0,5,1,4,0
2006,Clemson,ACC,Atlantic,13,8,5,0,8,5,3,0,7,5,2,0,6,3,3,0
2006,Colorado,Big 12,North,12,2,10,0,8,2,6,0,6,2,4,0,6,0,6,0
2006,Colorado State,Mountain West,,12,4,8,0,8,1,7,0,6,3,3,0,6,1,5,0
2006,Connecticut,Big East,,12,4,8,0,7,1,6,0,7,3,4,0,5,1,4,0
2006,Duke,ACC,Coastal,12,0,12,0,8,0,8,0,7,0,7,0,5,0,5,0
2006,East Carolina,Conference USA,East,13,7,6,0,8,5,3,0,7,4,3,0,6,3,3,0
2006,Eastern Michigan,Mid-American,West,12,1,11,0,8,1,7,0,5,1,4,0,7,0,7,0
2006,Florida,SEC,East,14,13,1,0,9,8,1,0,8,8,0,0,6,5,1,0
2006,Florida Atlantic,Sun Belt,,12,5,7,0,7,4,3,0,5,3,2,0,7,2,5,0
2006,Florida International,Sun Belt,,12,0,12,0,7,0,7,0,5,0,5,0,7,0,7,0
2006,Florida State,ACC,Atlantic,13,7,6,0,8,3,5,0,8,4,4,0,5,3,2,0
2006,Fresno State,Western Athletic,,12,4,8,0,8,4,4,0,6,3,3,0,6,1,5,0
2006,Georgia,SEC,East,13,9,4,0,8,4,4,0,8,5,3,0,5,4,1,0
