year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
1963,Air Force,FBS Independents,,11,7,4,0,3,2,1,0,5,5,0,0,5,2,3,0
1963,Alabama,SEC,,11,9,2,0,9,7,2,0,6,5,1,0,4,3,1,0
1963,Arizona,Western Athletic,,10,5,5,0,4,2,2,0,7,4,3,0,3,1,2,0
1963,Arizona State,Western Athletic,,9,8,1,0,3,3,0,0,6,5,1,0,3,3,0,0
1963,Arkansas,Southwest,,10,5,5,0,7,3,4,0,7,5,2,0,3,0,3,0
1963,Army,FBS Independents,,10,7,3,0,5,3,2,0,6,6,0,0,4,1,3,0
1963,Auburn,SEC,,11,9,2,0,7,6,1,0,5,5,0,0,5,4,1,0
1963,Baylor,Southwest,,11,8,3,0,7,6,1,0,5,4,1,0,5,3,2,0
1963,Boston College,FBS Independents,,9,6,3,0,6,3,3,0,5,5,0,0,4,1,3,0
1963,Boston University,FBS Independents,,8,1,7,0,5,1,4,0,3,0,3,0,5,1,4,0
1963,Bowling Green,Mid-American,,10,8,2,0,6,4,2,0,6,5,1,0,4,3,1,0
1963,Brown,Ivy,,8,3,5,0,7,2,5,0,4,2,2,0,4,1,3,0
1963,Buffalo,FBS Independents,,9,6,3,0,5,4,1,0,5,4,1,0,4,2,2,0
1963,BYU,Western Athletic,,10,2,8,0,4,0,4,0,3,2,1,0,7,0,7,0
1963,California,AAWU,,10,4,6,0,4,1,3,0,4,2,2,0,6,2,4,0
1963,Cincinnati,Missouri Valley,,10,6,4,0,3,2,1,0,6,5,1,0,4,1,3,0
1963,Clemson,ACC,,10,5,5,0,7,5,2,0,3,2,1,0,7,3,4,0
1963,Colgate,FBS Independents,,8,4,4,0,4,3,1,0,3,2,1,0,5,2,3,0
1963,Colorado,Big 8,,10,2,8,0,7,2,5,0,5,1,4,0,5,1,4,0
1963,Colorado State,FBS Independents,,10,3,7,0,4,2,2,0,4,1,3,0,6,2,4,0
1963,Columbia,Ivy,,9,5,4,0,7,3,4,0,5,3,2,0,4,2,2,0
1963,Cornell,Ivy,,9,5,4,0,7,4,3,0,5,4,1,0,4,1,3,0
1963,Dartmouth,Ivy,,9,7,2,0,7,5,2,0,4,4,0,0,5,3,2,0
1963,Davidson,Southern,,8,1,7,0,5,0,5,0,2,1,1,0,6,0,6,0
