year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
1964,Air Force,FBS Independents,,10,4,6,0,3,1,2,0,4,2,2,0,6,2,4,0
1964,Alabama,SEC,,11,10,1,0,8,8,0,0,7,7,0,0,3,3,0,0
1964,Arizona,Western Athletic,,10,6,4,0,4,3,1,0,5,5,0,0,5,1,4,0
1964,Arizona State,Western Athletic,,10,8,2,0,2,0,2,0,7,7,0,0,3,1,2,0
1964,Arkansas,Southwest,,11,11,0,0,7,7,0,0,6,6,0,0,4,4,0,0
1964,Army,FBS Independents,,10,4,6,0,5,2,3,0,8,4,4,0,2,0,2,0
1964,Auburn,SEC,,10,6,4,0,6,3,3,0,7,6,1,0,3,0,3,0
1964,Baylor,Southwest,,10,5,5,0,7,4,3,0,5,3,2,0,5,2,3,0
1964,Boston College,FBS Independents,,9,6,3,0,7,5,2,0,5,5,0,0,4,1,3,0
1964,Boston University,FBS Independents,,9,2,7,0,3,0,3,0,5,2,3,0,4,0,4,0
1964,Bowling Green,Mid-American,,10,9,1,0,6,5,1,0,5,4,1,0,5,5,0,0
1964,Brown,Ivy,,9,5,4,0,7,3,4,0,6,5,1,0,3,0,3,0
1964,Buffalo,FBS Independents,,9,5,4,0,3,1,2,0,7,4,3,0,2,1,1,0
1964,BYU,Western Athletic,,10,4,6,0,4,0,4,0,6,4,2,0,4,0,4,0
1964,California,AAWU,,10,3,7,0,4,0,4,0,7,2,5,0,3,1,2,0
1964,Cincinnati,Missouri Valley,,10,8,2,0,3,3,0,0,5,4,1,0,5,4,1,0
1964,Clemson,ACC,,10,3,7,0,6,2,4,0,4,2,2,0,6,1,5,0
1964,Colgate,FBS Independents,,9,7,2,0,4,4,0,0,2,2,0,0,7,5,2,0
1964,Colorado,Big 8,,10,2,8,0,7,1,6,0,5,1,4,0,5,1,4,0
1964,Colorado State,FBS Independents,,11,5,6,0,5,3,2,0,4,3,1,0,7,2,5,0
1964,Columbia,Ivy,,9,3,6,0,7,2,5,0,6,3,3,0,3,0,3,0
1964,Cornell,Ivy,,9,3,6,0,7,3,4,0,3,2,1,0,6,1,5,0
1964,Dartmouth,Ivy,,9,6,3,0,7,4,3,0,4,3,1,0,5,3,2,0
1964,Davidson,Southern,,9,3,6,0,4,1,3,0,4,3,1,0,5,0,5,0
1964,Dayton,FBS Independents,,10,3,7,0,2,0,2,0,5,3,2,0,5,0,5,0
1964,Detroit Mercy,FBS Independents,,10,3,7,0,5,1,4,0,5,3,2,0,5,0,5,0
1964,Duke,ACC,,10,5,5,0,6,4,2,0,5,4,1,0,5,1,4,0
1964,Florida,SEC,,10,7,3,0,6,4,2,0,5,5,0,0,5,2,3,0
1964,Florida State,FBS Independents,,11,10,1,0,4,4,0,0,6,6,0,0,4,3,1,0
1964,Furman,Southern,,10,3,7,0,5,1,4,0,5,2,3,0,5,1,4,0
1964,George Washington,Southern,,9,5,4,0,5,3,2,0,5,3,2,0,4,2,2,0
1964,Georgia,SEC,,11,8,3,0,5,3,2,0,7,6,1,0,3,1,2,0
1964,Georgia Tech,FBS Independents,,10,7,3,0,2,2,0,0,7,5,2,0,3,2,1,0
