year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2000,Air Force,Mountain West,,12,9,3,0,7,5,2,0,6,5,1,0,5,3,2,0
2000,Akron,Mid-American,East,11,6,5,0,8,5,3,0,6,3,3,0,5,3,2,0
2000,Alabama,SEC,West,11,3,8,0,8,3,5,0,6,3,3,0,5,0,5,0
2000,Arizona,Pac-10,,11,5,6,0,8,3,5,0,6,2,4,0,5,3,2,0
2000,Arizona State,Pac-10,,12,6,6,0,8,3,5,0,6,3,3,0,5,3,2,0
2000,Arkansas,SEC,West,12,6,6,0,8,3,5,0,7,5,2,0,4,1,3,0
2000,Arkansas State,Big West,,11,1,10,0,5,1,4,0,5,1,4,0,6,0,6,0
2000,Army,Conference USA,,11,1,10,0,7,1,6,0,5,1,4,0,6,0,6,0
2000,Auburn,SEC,West,13,9,4,0,9,6,3,0,7,7,0,0,4,2,2,0
2000,Ball State,Mid-American,West,11,5,6,0,7,4,3,0,5,2,3,0,6,3,3,0
2000,Baylor,Big 12,South,11,2,9,0,8,0,8,0,6,1,5,0,5,1,4,0
2000,Boise State,Big West,,12,10,2,0,5,5,0,0,5,5,0,0,6,4,2,0
2000,Boston College,Big East,,12,7,5,0,7,3,4,0,6,5,1,0,5,1,4,0
2000,Bowling Green,Mid-American,East,11,2,9,0,8,2,6,0,5,1,4,0,6,1,5,0
2000,Buffalo,Mid-American,East,11,2,9,0,8,2,6,0,5,2,3,0,6,0,6,0
2000,BYU,Mountain West,,12,6,6,0,7,4,3,0,6,4,2,0,6,2,4,0
2000,California,Pac-10,,11,3,8,0,8,2,6,0,5,2,3,0,6,1,5,0
2000,Central Michigan,Mid-American,West,11,2,9,0,8,2,6,0,5,2,3,0,6,0,6,0
2000,Cincinnati,Conference USA,,12,7,5,0,7,5,2,0,6,6,0,0,5,1,4,0
2000,Clemson,ACC,,12,9,3,0,8,6,2,0,7,6,1,0,4,3,1,0
2000,Colorado,Big 12,North,11,3,8,0,8,3,5,0,5,1,4,0,6,2,4,0
2000,Colorado State,Mountain West,,12,10,2,0,7,6,1,0,6,6,0,0,5,3,2,0
2000,Connecticut,FBS Independents,,11,3,8,0,2,0,2,0,5,1,4,0,6,2,4,0
2000,Duke,ACC,,11,0,11,0,8,0,8,0,5,0,5,0,6,0,6,0
2000,East Carolina,Conference USA,,12,8,4,0,7,5,2,0,6,4,2,0,5,3,2,0
2000,Eastern Michigan,Mid-American,West,11,3,8,0,7,2,5,0,6,3,3,0,5,0,5,0
2000,Florida,SEC,East,13,10,3,0,9,8,1,0,7,7,0,0,4,2,2,0
2000,Florida State,ACC,,13,11,2,0,8,8,0,0,7,7,0,0,5,4,1,0
2000,Fresno State,Western Athletic,,12,7,5,0,8,6,2,0,5,5,0,0,6,2,4,0
2000,Georgia,SEC,East,12,8,4,0,8,5,3,0,6,5,1,0,5,2,3,0
2000,Georgia Tech,ACC,,12,9,3,0,8,6,2,0,6,5,1,0,5,4,1,0
2000,Hawai'i,Western Athletic,,12,3,9,0,8,2,6,0,8,3,5,0,4,0,4,0
2000,Houston,Conference USA,,11,3,8,0,7,2,5,0,4,2,2,0,7,1,6,0
2000,Idaho,Big West,,11,5,6,0,5,3,2,0,4,3,1,0,7,2,5,0
2000,Illinois,Big Ten,,11,5,6,0,8,2,6,0,6,4,2,0,5,1,4,0
2000,Indiana,Big Ten,,11,3,8,0,8,2,6,0,6,3,3,0,5,0,5,0
2000,Iowa,Big Ten,,12,3,9,0,8,3,5,0,6,2,4,0,6,1,5,0
2000,Iowa State,Big 12,North,12,9,3,0,8,5,3,0,6,4,2,0,5,4,1,0
2000,Kansas,Big 12,North,11,4,7,0,8,2,6,0,6,3,3,0,5,1,4,0
2000,Kansas State,Big 12,North,14,11,3,0,9,6,3,0,8,7,1,0,4,3,1,0
2000,Kent State,Mid-American,East,11,1,10,0,8,1,7,0,5,0,5,0,6,1,5,0
2000,Kentucky,SEC,East,11,2,9,0,8,0,8,0,6,2,4,0,5,0,5,0
2000,Louisiana,FBS Independents,,11,1,10,0,3,1,2,0,5,0,5,0,6,1,5,0
2000,Louisiana Monroe,FBS Independents,,11,1,10,0,4,0,4,0,5,1,4,0,6,0,6,0
2000,Louisiana Tech,FBS Independents,,12,3,9,0,4,2,2,0,4,2,2,0,8,1,7,0
2000,Louisville,Conference USA,,12,9,3,0,7,6,1,0,7,6,1,0,4,3,1,0
2000,LSU,SEC,West,12,8,4,0,8,5,3,0,7,6,1,0,4,1,3,0
2000,Marshall,Mid-American,East,13,8,5,0,9,6,3,0,5,4,1,0,6,2,4,0
2000,Maryland,ACC,,11,5,6,0,8,3,5,0,6,4,2,0,5,1,4,0
2000,Memphis,Conference USA,,11,4,7,0,7,2,5,0,6,2,4,0,5,2,3,0
2000,Miami,Big East,,12,11,1,0,7,7,0,0,6,6,0,0,5,4,1,0
2000,Miami (OH),Mid-American,East,11,6,5,0,8,5,3,0,4,3,1,0,7,3,4,0
2000,Michigan,Big Ten,,12,9,3,0,8,6,2,0,6,6,0,0,5,2,3,0
2000,Michigan State,Big Ten,,11,5,6,0,8,2,6,0,6,4,2,0,5,1,4,0
2000,Middle Tennessee,FBS Independents,,11,6,5,0,5,5,0,0,5,5,0,0,6,1,5,0
2000,Minnesota,Big Ten,,12,6,6,0,8,4,4,0,6,4,2,0,5,2,3,0
2000,Mississippi State,SEC,West,12,8,4,0,8,4,4,0,5,4,1,0,6,3,3,0
2000,Missouri,Big 12,North,11,3,8,0,8,2,6,0,6,2,4,0,5,1,4,0
2000,Navy,FBS Independents,,11,1,10,0,1,0,1,0,6,1,5,0,5,0,5,0
2000,NC State,ACC,,12,8,4,0,8,4,4,0,6,5,1,0,5,2,3,0
2000,Nebraska,Big 12,North,12,10,2,0,8,6,2,0,6,6,0,0,5,3,2,0
2000,Nevada,Western Athletic,,12,2,10,0,8,1,7,0,5,1,4,0,7,1,6,0
2000,New Mexico,Mountain West,,12,5,7,0,7,3,4,0,6,3,3,0,6,2,4,0
2000,New Mexico State,Big West,,11,3,8,0,5,1,4,0,5,2,3,0,6,1,5,0
2000,North Carolina,ACC,,11,6,5,0,8,3,5,0,6,3,3,0,5,3,2,0
2000,Northern Illinois,Mid-American,West,11,6,5,0,7,4,3,0,5,4,1,0,6,2,4,0
2000,North Texas,Big West,,11,3,8,0,5,1,4,0,5,2,3,0,6,1,5,0
2000,Northwestern,Big Ten,,12,8,4,0,8,6,2,0,6,5,1,0,5,3,2,0
2000,Notre Dame,FBS Independents,,12,9,3,0,1,1,0,0,7,6,1,0,4,3,1,0
2000,Ohio,Mid-American,East,11,7,4,0,8,5,3,0,5,4,1,0,6,3,3,0
2000,Ohio State,Big Ten,,12,8,4,0,8,5,3,0,6,4,2,0,5,4,1,0
2000,Oklahoma,Big 12,South,13,13,0,0,9,9,0,0,7,7,0,0,4,4,0,0
2000,Oklahoma State,Big 12,South,11,3,8,0,8,1,7,0,6,2,4,0,5,1,4,0
2000,Ole Miss,SEC,West,12,7,5,0,8,4,4,0,7,5,2,0,4,2,2,0
2000,Oregon,Pac-10,,12,10,2,0,8,7,1,0,6,6,0,0,5,3,2,0
2000,Oregon State,Pac-10,,12,11,1,0,8,7,1,0,6,6,0,0,5,4,1,0
2000,Penn State,Big Ten,,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2000,Pittsburgh,Big East,,12,7,5,0,7,4,3,0,6,5,1,0,5,2,3,0
2000,Purdue,Big Ten,,12,8,4,0,8,6,2,0,6,6,0,0,5,2,3,0
2000,Rice,Western Athletic,,11,3,8,0,8,2,6,0,5,3,2,0,6,0,6,0
2000,Rutgers,Big East,,11,3,8,0,7,0,7,0,6,2,4,0,5,1,4,0
