year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
1980,Air Force,Western Athletic,,12,3,9,0,4,1,3,0,5,3,2,0,7,0,7,0
1980,Alabama,SEC,,12,10,2,0,7,6,1,0,7,6,1,0,4,3,1,0
1980,Appalachian State,Southern,,11,7,4,0,7,5,2,0,5,4,1,0,6,3,3,0
1980,Arizona,Pac-10,,11,5,6,0,7,3,4,0,7,2,5,0,4,3,1,0
1980,Arizona State,Pac-10,,11,7,4,0,8,5,3,0,7,6,1,0,4,1,3,0
1980,Arkansas,Southwest,,12,7,5,0,8,3,5,0,7,6,1,0,4,0,4,0
1980,Arkansas State,Southland,,11,2,9,0,5,0,5,0,5,2,3,0,6,0,6,0
1980,Army,FBS Independents,,11,3,8,0,6,1,5,0,6,3,3,0,5,0,5,0
1980,Auburn,SEC,,11,5,6,0,6,0,6,0,6,4,2,0,5,1,4,0
1980,Ball State,Mid-American,,11,6,5,0,9,5,4,0,6,4,2,0,5,2,3,0
1980,Baylor,Southwest,,12,10,2,0,8,8,0,0,6,5,1,0,5,5,0,0
1980,Boston College,FBS Independents,,11,7,4,0,7,3,4,0,5,5,0,0,6,2,4,0
1980,Bowling Green,Mid-American,,11,4,7,0,8,4,4,0,5,2,3,0,6,2,4,0
1980,Brown,Ivy,,10,6,4,0,7,4,3,0,6,3,3,0,4,3,1,0
1980,BYU,Western Athletic,,13,12,1,0,7,6,1,0,6,6,0,0,6,5,1,0
1980,California,Pac-10,,11,3,8,0,8,3,5,0,6,3,3,0,5,0,5,0
1980,Cal State Fullerton,PCAA,,11,4,7,0,5,1,4,0,4,2,2,0,7,2,5,0
1980,Central Michigan,Mid-American,,11,9,2,0,9,7,2,0,6,6,0,0,5,3,2,0
1980,Chattanooga,Southern,,11,8,3,0,7,5,2,0,5,4,1,0,6,4,2,0
1980,Cincinnati,FBS Independents,,11,2,9,0,8,1,7,0,3,2,1,0,8,0,8,0
1980,Clemson,ACC,,11,6,5,0,6,2,4,0,6,4,2,0,5,2,3,0
1980,Colgate,FBS Independents,,10,6,4,0,3,1,2,0,5,5,0,0,5,1,4,0
1980,Colorado,Big 8,,11,1,10,0,7,1,6,0,6,1,5,0,5,0,5,0
1980,Colorado State,Western Athletic,,11,7,4,0,7,6,1,0,6,4,2,0,5,3,2,0
1980,Columbia,Ivy,,10,1,9,0,7,0,7,0,5,1,4,0,5,0,5,0
1980,Cornell,Ivy,,10,5,5,0,7,5,2,0,5,3,2,0,5,2,3,0
1980,Dartmouth,Ivy,,10,4,6,0,7,4,3,0,5,3,2,0,5,1,4,0
1980,Drake,Missouri Valley,,11,8,3,0,5,3,2,0,6,4,2,0,5,4,1,0
1980,Duke,ACC,,11,2,9,0,6,1,5,0,5,1,4,0,6,1,5,0
1980,East Carolina,FBS Independents,,11,4,7,0,5,2,3,0,4,1,3,0,7,3,4,0
1980,Eastern Michigan,Mid-American,,10,1,9,0,8,1,7,0,3,0,3,0,7,1,6,0
1980,East Tennessee State,Southern,,11,2,9,0,5,1,4,0,5,1,4,0,6,1,5,0
1980,Florida,SEC,,12,8,4,0,6,4,2,0,6,4,2,0,5,3,2,0
