game_id,school,conference,homeAway,points,stat_category,stat_type,athlete,stat
272420068,Boise State,Western Athletic,home,56,passing,C/ATT,Taylor Tharp,14/19
272420068,Boise State,Western Athletic,home,56,passing,C/ATT,Mike Coughlin,1/2
272420068,Boise State,Western Athletic,home,56,passing,C/ATT,Nick Lomax,1/5
272420068,Boise State,Western Athletic,home,56,passing,C/ATT,Bush Hamdan,0/2
272420068,Boise State,Western Athletic,home,56,passing,YDS,Taylor Tharp,184
272420068,Boise State,Western Athletic,home,56,passing,YDS,Mike Coughlin,9
272420068,Boise State,Western Athletic,home,56,passing,YDS,Nick Lomax,5
272420068,Boise State,Western Athletic,home,56,passing,YDS,Bush Hamdan,0
272420068,Boise State,Western Athletic,home,56,passing,AVG,Taylor Tharp,9.7
272420068,Boise State,Western Athletic,home,56,passing,AVG,Mike Coughlin,4.5
272420068,Boise State,Western Athletic,home,56,passing,AVG,Nick Lomax,1.0
272420068,Boise State,Western Athletic,home,56,passing,AVG,Bush Hamdan,0.0
272420068,Boise State,Western Athletic,home,56,passing,TD,Taylor Tharp,1
272420068,Boise State,Western Athletic,home,56,passing,TD,Mike Coughlin,0
272420068,Boise State,Western Athletic,home,56,passing,TD,Nick Lomax,0
272420068,Boise State,Western Athletic,home,56,passing,TD,Bush Hamdan,0
272420068,Boise State,Western Athletic,home,56,passing,INT,Taylor Tharp,0
272420068,Boise State,Western Athletic,home,56,passing,INT,Mike Coughlin,1
272420068,Boise State,Western Athletic,home,56,passing,INT,Nick Lomax,0
272420068,Boise State,Western Athletic,home,56,passing,INT,Bush Hamdan,0
272420068,Boise State,Western Athletic,home,56,passing,QBR,Taylor Tharp,92.7
272420068,Boise State,Western Athletic,home,56,passing,QBR,Mike Coughlin,0.0
272420068,Boise State,Western Athletic,home,56,passing,QBR,Nick Lomax,3.3
272420068,Boise State,Western Athletic,home,56,passing,QBR,Bush Hamdan,0.3
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Ian Johnson,18
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Jeremy Avery,10
272420068,Boise State,Western Athletic,home,56,rushing,CAR,D.J. Harper,8
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Jarvis Hodge,6
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Titus Young,2
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Vinny Perretta,3
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Tanyon Bissell,2
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Nick Lomax,1
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Taylor Tharp,1
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Mike Coughlin,1
272420068,Boise State,Western Athletic,home,56,rushing,CAR,Bush Hamdan,2
272420068,Boise State,Western Athletic,home,56,rushing,YDS,Ian Johnson,128
272420068,Boise State,Western Athletic,home,56,rushing,YDS,Jeremy Avery,105
272420068,Boise State,Western Athletic,home,56,rushing,YDS,D.J. Harper,42
272420068,Boise State,Western Athletic,home,56,rushing,YDS,Jarvis Hodge,39
272420068,Boise State,Western Athletic,home,56,rushing,YDS,Titus Young,33
